Date,Ticker,Ticker_name,Exposure,Category,Sharpe_Rank_qtd_change,current_Sharpe_Rank,previous_Sharpe_Rank
2026-03-16,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,0.4,8.9,8.5
2026-03-16,AAPL,APPLE INC.,Information Technology,Information Technology,33.7,35.1,1.4
2026-03-16,ABBV,ABBVIE INC.,Health Care,Health Care,-39.9,10.9,50.8
2026-03-16,ABNB,"AIRBNB, INC.",Consumer Discretionary,Consumer Discretionary,-25.4,72.0,97.4
2026-03-16,ABT,ABBOTT LABORATORIES,Health Care,Health Care,-0.4,36.7,37.1
2026-03-16,ACGL,ARCH CAPITAL GROUP LTD.,Financials,Financials,-86.5,0.6,87.1
2026-03-16,ACN,ACCENTURE PUBLIC LIMITED COMPANY,Information Technology,Information Technology,-41.1,32.3,73.4
2026-03-16,ADBE,ADOBE INC.,Information Technology,Information Technology,-31.7,53.8,85.5
2026-03-16,ADI,"ANALOG DEVICES, INC.",Information Technology,Information Technology,-31.8,11.3,43.1
2026-03-16,ADM,ARCHER-DANIELS-MIDLAND COMPANY.,Consumer Staples,Consumer Staples,36.5,47.0,10.5
2026-03-16,ADP,"AUTOMATIC DATA PROCESSING, INC.",Industrials,Industrials,4.4,64.9,60.5
2026-03-16,ADSK,"AUTODESK, INC.",Information Technology,Information Technology,72.3,80.8,8.5
2026-03-16,AEE,AMEREN ,Utilities,Utilities,38.1,59.3,21.2
2026-03-16,AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,Utilities,48.0,61.3,13.3
2026-03-16,AES,THE AES ,Utilities,Utilities,-62.3,9.3,71.6
2026-03-16,AFL,AFLAC INC.,Financials,Financials,-59.3,1.8,61.1
2026-03-16,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",Financials,Financials,-64.2,29.6,93.8
2026-03-16,AIZ,"ASSURANT, INC.",Financials,Financials,-41.3,58.5,99.8
2026-03-16,AJG,ARTHUR J. GALLAGHER & CO.,Financials,Financials,-14.3,71.2,85.5
2026-03-16,AKAM,"AKAMAI TECHNOLOGIES, INC.",Information Technology,Information Technology,-29.7,28.8,58.5
2026-03-16,ALB,ALBEMARLE ,Materials,Materials,-52.0,22.8,74.8
2026-03-16,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,-50.0,13.7,63.7
2026-03-16,ALL,THE ALLSTATE ,Financials,Financials,3.2,50.6,47.4
2026-03-16,ALLE,ALLEGION PUBLIC LIMITED COMPANY,Industrials,Industrials,-20.6,0.2,20.8
2026-03-16,AMAT,"APPLIED MATERIALS, INC.",Information Technology,Information Technology,-4.0,25.2,29.2
2026-03-16,AMCR,AMCOR PLC,Materials,Materials,-54.4,0.2,54.6
2026-03-16,AMD,"ADVANCED MICRO DEVICES, INC.",Information Technology,Information Technology,-18.6,30.0,48.6
2026-03-16,AME,"AMETEK, INC.",Industrials,Industrials,-75.2,8.1,83.3
2026-03-16,AMGN,AMGEN INC.,Health Care,Health Care,15.7,39.7,24.0
2026-03-16,AMP,"AMERIPRISE FINANCIAL, INC.",Financials,Financials,-80.6,12.5,93.1
2026-03-16,AMT,AMERICAN TOWER ,Real Estate,Real Estate,-18.3,35.9,54.2
2026-03-16,AMZN,"AMAZON.COM, INC.",Consumer Discretionary,Consumer Discretionary,47.1,78.8,31.7
2026-03-16,ANET,"ARISTA NETWORKS, INC.",Information Technology,Information Technology,-23.8,27.6,51.4
2026-03-16,AON,AON PLC,Financials,Financials,0.0,71.6,71.6
2026-03-16,AOS,A. O. SMITH ,Industrials,Industrials,-64.3,0.2,64.5
2026-03-16,APA,APA ,Energy,Energy,69.4,97.4,28.0
2026-03-16,APD,"AIR PRODUCTS AND CHEMICALS, INC.",Materials,Materials,26.2,70.4,44.2
2026-03-16,APH,AMPHENOL ,Information Technology,Information Technology,-8.1,3.0,11.1
2026-03-16,APO,"APOLLO GLOBAL MANAGEMENT, INC.",Financials,Financials,-85.8,7.7,93.5
2026-03-16,APP,APPLOVIN CORP,Information Technology,Information Technology,17.9,64.1,46.2
2026-03-16,APTV,APTIV PLC,Consumer Discretionary,Consumer Discretionary,-24.6,1.8,26.4
2026-03-16,ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Real Estate,Real Estate,-9.1,29.6,38.7
2026-03-16,ARES,ARES MANAGEMENT CORP,Financials,Financials,-42.4,4.6,47.0
2026-03-16,ASC,ARDMORE SHIPPING ,,MR Discretion,46.0,49.8,3.8
2026-03-16,ATO,ATMOS ENERGY ,Utilities,Utilities,65.5,85.9,20.4
2026-03-16,AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,Real Estate,-60.8,7.7,68.5
2026-03-16,AVGO,BROADCOM INC.,Information Technology,Information Technology,21.0,34.3,13.3
2026-03-16,AVY,AVERY DENNISON ,Materials,Materials,-93.6,0.6,94.2
2026-03-16,AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,Utilities,38.5,81.2,42.7
2026-03-16,AXON,"AXON ENTERPRISE, INC.",Industrials,Industrials,-2.6,70.2,72.8
2026-03-16,AXP,AMERICAN EXPRESS COMPANY,Financials,Financials,-42.1,12.1,54.2
2026-03-16,AZO,"AUTOZONE, INC.",Consumer Discretionary,Consumer Discretionary,10.4,16.9,6.5
2026-03-16,BA,THE BOEING COMPANY,Industrials,Industrials,-63.1,6.5,69.6
2026-03-16,BAC,BANK OF AMERICA ,Financials,Financials,-64.7,2.6,67.3
2026-03-16,BALL,BALL ,Materials,Materials,-94.4,1.0,95.4
2026-03-16,BAX,BAXTER INTERNATIONAL INC.,Health Care,Health Care,-51.2,16.9,68.1
2026-03-16,BBY,"BEST BUY CO., INC.",Consumer Discretionary,Consumer Discretionary,34.7,36.5,1.8
2026-03-16,BDX,"BECTON, DICKINSON AND COMPANY",Health Care,Health Care,-57.9,1.4,59.3
2026-03-16,BEN,"FRANKLIN RESOURCES, INC.",Financials,Financials,-77.7,5.8,83.5
2026-03-16,BF.B,BROWN-FORMAN ,Consumer Staples,Consumer Staples,-9.1,1.0,10.1
2026-03-16,BG,BUNGE LIMITED,Consumer Staples,Consumer Staples,36.7,40.1,3.4
2026-03-16,BIIB,BIOGEN INC.,Health Care,Health Care,-18.7,8.1,26.8
2026-03-16,BK,THE BANK OF NEW YORK MELLON ,Financials,Financials,-41.2,15.3,56.5
2026-03-16,BKNG,BOOKING HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,-6.7,65.3,72.0
2026-03-16,BKR,BAKER HUGHES COMPANY,Energy,Energy,-3.2,3.0,6.2
2026-03-16,BLDR,"BUILDERS FIRSTSOURCE, INC.",Industrials,Industrials,-21.0,2.2,23.2
2026-03-16,BLK,"BLACKROCK, INC.",Financials,Financials,-60.8,6.5,67.3
2026-03-16,BMY,BRISTOL-MYERS SQUIBB COMPANY,Health Care,Health Care,-63.9,31.9,95.8
2026-03-16,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Industrials,Industrials,48.8,78.0,29.2
2026-03-16,BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,Financials,8.3,46.6,38.3
2026-03-16,BRO,"BROWN & BROWN, INC.",Financials,Financials,21.9,80.0,58.1
2026-03-16,BSX,BOSTON SCIENTIFIC ,Health Care,Health Care,2.8,23.6,20.8
2026-03-16,BTC=F,BITCOIN FUTURES,,Futures,42.5,76.4,33.9
2026-03-16,BTI,BRITISH AMERICAN TOBACCO P.L.C.,,MR Discretion,17.8,34.7,16.9
2026-03-16,BTU,PEABODY ENERGY ,,MR Discretion,-25.7,43.1,68.8
2026-03-16,BX,BLACKSTONE INC,Financials,Financials,-58.7,16.5,75.2
2026-03-16,BXP,"BOSTON PROPERTIES, INC.",Real Estate,Real Estate,-2.0,3.4,5.4
2026-03-16,C,CITIGROUP INC.,Financials,Financials,-63.7,24.0,87.7
2026-03-16,CAG,"CONAGRA BRANDS, INC.",Consumer Staples,Consumer Staples,-78.6,1.0,79.6
2026-03-16,CAH,"CARDINAL HEALTH, INC.",Health Care,Health Care,-9.5,24.0,33.5
2026-03-16,CALM,"CAL-MAINE FOODS, INC.",,MR Discretion,50.2,85.7,35.5
2026-03-16,CANE,TEUCRIUM:SUGAR,,Commodities,20.4,97.8,77.4
2026-03-16,CARR,CARRIER GLOBAL ,Industrials,Industrials,-48.4,2.6,51.0
2026-03-16,CAT,CATERPILLAR INC.,Industrials,Industrials,-25.0,1.4,26.4
2026-03-16,CB,CHUBB LTD,Financials,Financials,-40.1,52.2,92.3
2026-03-16,CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,Financials,41.3,64.5,23.2
2026-03-16,CBRE,"CBRE GROUP, INC.",Real Estate,Real Estate,-16.3,27.2,43.5
2026-03-16,CCI,CROWN CASTLE INC.,Real Estate,Real Estate,-25.0,35.5,60.5
2026-03-16,CCJ,CAMECO ,,MR Discretion,-32.2,20.4,52.6
2026-03-16,CCL,CARNIVAL CORP,Consumer Discretionary,Consumer Discretionary,-78.2,3.0,81.2
2026-03-16,CDNS,"CADENCE DESIGN SYSTEMS, INC.",Information Technology,Information Technology,3.6,41.9,38.3
2026-03-16,CDW,CDW ,Information Technology,Information Technology,15.9,30.0,14.1
2026-03-16,CEG,CONSTELLATION ENERGY,Utilities,Utilities,33.3,61.7,28.4
2026-03-16,CF,"CF INDUSTRIES HOLDINGS, INC.",Materials,Materials,36.7,79.2,42.5
2026-03-16,CFG,"CITIZENS FINANCIAL GROUP, INC.",Financials,Financials,-72.2,3.0,75.2
2026-03-16,CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,Consumer Staples,-34.6,32.3,66.9
2026-03-16,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",Industrials,Industrials,-19.1,22.4,41.5
2026-03-16,CHTR,"CHARTER COMMUNICATIONS, INC.",Communication Services,Communication Services,-64.3,24.8,89.1
2026-03-16,CI,THE CIGNA GROUP,Health Care,Health Care,-42.2,4.2,46.4
2026-03-16,CIEN,CIENA CORPORATION,Information Technology,Information Technology,-3.2,49.4,52.6
2026-03-16,CINF,CINCINNATI FINANCIAL ,Financials,Financials,23.4,58.9,35.5
2026-03-16,CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,Consumer Staples,-52.4,13.7,66.1
2026-03-16,CLX,THE CLOROX COMPANY,Consumer Staples,Consumer Staples,-19.2,18.7,37.9
2026-03-16,CMBT,CMB.TECH NV,,MR Discretion,26.6,30.8,4.2
2026-03-16,CMCSA,COMCAST ,Communication Services,Communication Services,-66.2,30.0,96.2
2026-03-16,CME,CME GROUP INC.,Financials,Financials,33.3,58.1,24.8
2026-03-16,CMG,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Discretionary,Consumer Discretionary,-58.7,35.9,94.6
2026-03-16,CMI,CUMMINS INC.,Industrials,Industrials,-31.7,6.2,37.9
2026-03-16,CMRE,COSTAMARE INC.,,MR Discretion,-21.6,23.2,44.8
2026-03-16,CMS,CMS ENERGY ,Utilities,Utilities,58.8,65.3,6.5
2026-03-16,CNC,CENTENE ,Health Care,Health Care,-53.2,20.4,73.6
2026-03-16,CNP,"CENTERPOINT ENERGY, INC.",Utilities,Utilities,27.8,67.7,39.9
2026-03-16,CNR,"CORE NATURAL RESOURCES, INC.",,MR Discretion,-25.2,68.8,94.0
2026-03-16,COF,CAPITAL ONE FINANCIAL ,Financials,Financials,-76.2,12.5,88.7
2026-03-16,COIN,"COINBASE GLOBAL, INC.",Financials,Financials,71.5,78.4,6.9
2026-03-16,COMT,ISHARES:GSCI COMM DYN RS,,Commodities,90.5,99.4,8.9
2026-03-16,COO,"THE COOPER COMPANIES, INC.",Health Care,Health Care,-83.9,0.6,84.5
2026-03-16,COP,CONOCOPHILLIPS,Energy,Energy,14.3,88.7,74.4
2026-03-16,COR,"CENCORA, INC.",Health Care,Health Care,-4.0,7.3,11.3
2026-03-16,CORN,TEUCRIUM:CORN,,Commodities,54.7,82.7,28.0
2026-03-16,COST,COSTCO WHOLESALE ,Consumer Staples,Consumer Staples,29.0,41.9,12.9
2026-03-16,CPAY,"FLEETCOR TECHNOLOGIES, INC.",Financials,Financials,-56.3,14.1,70.4
2026-03-16,CPB,CAMPBELL SOUP COMPANY,Consumer Staples,Consumer Staples,-31.5,0.2,31.7
2026-03-16,CPER,UNITED STATES COPPER IDX,,Commodities,-33.4,33.5,66.9
2026-03-16,CPRT,"COPART, INC.",Industrials,Industrials,-40.1,27.2,67.3
2026-03-16,CPT,CAMDEN PROPERTY TRUST,Real Estate,Real Estate,-83.3,3.4,86.7
2026-03-16,CRESY,CRESUD INC.,,MR Discretion,-69.0,28.0,97.0
2026-03-16,CRH,CRH PUBLIC LIMITED COMPANY,Materials,Materials,-60.3,1.4,61.7
2026-03-16,CRL,CHARLES RIVER LABORATORIES,Health Care,Health Care,-63.1,30.0,93.1
2026-03-16,CRM,"SALESFORCE, INC.",Information Technology,Information Technology,-20.2,76.0,96.2
2026-03-16,CRWD,"CROWDSTRIKE HOLDINGS, INC.",Information Technology,Information Technology,44.8,50.2,5.4
2026-03-16,CSCO,"CISCO SYSTEMS, INC.",Information Technology,Information Technology,21.9,54.6,32.7
2026-03-16,CSGP,"COSTAR GROUP, INC.",Real Estate,Real Estate,8.0,52.6,44.6
2026-03-16,CSX,CSX ,Industrials,Industrials,-38.8,30.0,68.8
2026-03-16,CTAS,CINTAS ,Industrials,Industrials,-22.3,45.4,67.7
2026-03-16,CTRA,COTERRA ENERGY INC.,Energy,Energy,12.7,65.3,52.6
2026-03-16,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS ,Information Technology,Information Technology,-49.2,32.3,81.5
2026-03-16,CTVA,"CORTEVA, INC.",Materials,Materials,-2.0,60.5,62.5
2026-03-16,CVNA,CARVANA CO.,Consumer Discretionary,Consumer Discretionary,-54.0,14.1,68.1
2026-03-16,CVS,CVS HEALTH ,Health Care,Health Care,-27.4,19.2,46.6
2026-03-16,CVX,CHEVRON ,Energy,Energy,17.5,79.6,62.1
2026-03-16,D,"DOMINION ENERGY, INC.",Utilities,Utilities,-14.3,3.8,18.1
2026-03-16,DAL,"DELTA AIR LINES, INC.",Industrials,Industrials,-59.9,14.9,74.8
2026-03-16,DASH,"DOORDASH, INC.",Consumer Discretionary,Consumer Discretionary,8.3,56.5,48.2
2026-03-16,DBA,INVESCO DB MS AGRI,,Commodities,77.0,88.7,11.7
2026-03-16,DBB,INVESCO DB MS BMTL,,Commodities,-33.7,40.3,74.0
2026-03-16,DBC,INVESCO DB CM IDX,,Commodities,90.5,99.4,8.9
2026-03-16,DD,"DUPONT DE NEMOURS, INC.",Materials,Materials,-52.0,1.4,53.4
2026-03-16,DDOG,"DATADOG, INC.",Information Technology,Information Technology,44.4,48.6,4.2
2026-03-16,DE,DEERE & COMPANY,Industrials,Industrials,-14.7,27.2,41.9
2026-03-16,DECK,DECKERS OUTDOOR ,Consumer Discretionary,Consumer Discretionary,-82.4,7.3,89.7
2026-03-16,DELL,DELL TECHNOLOGIES INC.,Information Technology,Information Technology,62.3,86.7,24.4
2026-03-16,DG,DOLLAR GENERAL ,Consumer Staples,Consumer Staples,-80.5,2.2,82.7
2026-03-16,DGX,QUEST DIAGNOSTICS INC.,Health Care,Health Care,3.5,9.3,5.8
2026-03-16,DHI,"D.R. HORTON, INC.",Consumer Discretionary,Consumer Discretionary,-12.9,0.6,13.5
2026-03-16,DHR,DANAHER ,Health Care,Health Care,-44.1,8.9,53.0
2026-03-16,DHT,"DHT HOLDINGS, INC.",,MR Discretion,54.4,63.3,8.9
2026-03-16,DIA,SPDR DOW JONES INDUS AVG,,Sector & Style ETFs,-44.0,1.8,45.8
2026-03-16,DIS,THE WALT DISNEY COMPANY,Communication Services,Communication Services,-82.9,5.8,88.7
2026-03-16,DJI,DOW JONES INDUSTRIAL AVG INDEX,,Indices,-46.4,2.2,48.6
2026-03-16,DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,Real Estate,-10.3,47.4,57.7
2026-03-16,DLTR,"DOLLAR TREE, INC.",Consumer Staples,Consumer Staples,-58.3,16.9,75.2
2026-03-16,DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,Real Estate,72.6,74.8,2.2
2026-03-16,DOV,DOVER ,Industrials,Industrials,-61.5,3.0,64.5
2026-03-16,DOW,DOW INC.,Materials,Materials,25.8,80.8,55.0
2026-03-16,DPZ,"DOMINO'S PIZZA, INC.",Consumer Discretionary,Consumer Discretionary,38.9,81.2,42.3
2026-03-16,DRI,"DARDEN RESTAURANTS, INC.",Consumer Discretionary,Consumer Discretionary,-50.4,32.3,82.7
2026-03-16,DTE,DTE ENERGY COMPANY,Utilities,Utilities,41.7,63.7,22.0
2026-03-16,DUK,DUKE ENERGY ,Utilities,Utilities,54.5,81.9,27.4
2026-03-16,DVA,DAVITA INC.,Health Care,Health Care,54.2,64.5,10.3
2026-03-16,DVN,DEVON ENERGY ,Energy,Energy,36.3,66.3,30.0
2026-03-16,DXCM,"DEXCOM, INC.",Health Care,Health Care,-38.1,33.5,71.6
2026-03-16,DXY,US DOLLAR INDEX,USD,Indices,82.5,98.2,15.7
2026-03-16,EA,ELECTRONIC ARTS INC.,Communication Services,Communication Services,-20.8,28.2,49.0
2026-03-16,EBAY,EBAY INC.,Consumer Discretionary,Consumer Discretionary,0.4,70.8,70.4
2026-03-16,EC,ECOPETROL SA,,MR Discretion,33.5,83.9,50.4
2026-03-16,ECH,ISHARES:MSCI CHILE,,Foreign,-59.2,8.1,67.3
2026-03-16,ECL,ECOLAB INC.,Materials,Materials,-25.4,1.8,27.2
2026-03-16,ED,"CONSOLIDATED EDISON, INC.",Utilities,Utilities,-18.5,49.4,67.9
2026-03-16,EDEN,ISHARES:MSCI DENMARK,,Foreign,-65.8,4.2,70.0
2026-03-16,EDV,VANGUARD EXT DUR T;ETF,Bonds,Bonds,4.0,10.5,6.5
2026-03-16,EFNL,ISHARES:MSCI FINLAND,,Foreign,-59.9,14.5,74.4
2026-03-16,EFX,EQUIFAX INC.,Industrials,Industrials,-46.0,42.7,88.7
2026-03-16,EG,"EVEREST GROUP, LTD.",Financials,Financials,-99.2,0.2,99.4
2026-03-16,EIDO,ISHARES:MSCI INDONESIA,,Foreign,-36.1,0.2,36.3
2026-03-16,EIRL,ISHARES:MSCI IRELAND,,Foreign,-47.2,4.2,51.4
2026-03-16,EIS,ISHARES:MSCI ISRAEL,,Foreign,-40.4,18.1,58.5
2026-03-16,EIX,EDISON INTERNATIONAL,Utilities,Utilities,-35.7,50.2,85.9
2026-03-16,EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,Consumer Staples,-52.0,3.4,55.4
2026-03-16,ELV,"ELEVANCE HEALTH, INC.",Health Care,Health Care,-67.0,4.6,71.6
2026-03-16,EME,"EMCOR GROUP, INC.",Industrials,Industrials,-40.4,3.4,43.8
2026-03-16,EMR,EMERSON ELECTRIC CO.,Industrials,Industrials,-43.3,9.3,52.6
2026-03-16,ENZL,ISHARES:MSCI NEW ZLND,,Foreign,-11.5,14.5,26.0
2026-03-16,EOG,"EOG RESOURCES, INC.",Energy,Energy,59.7,94.2,34.5
2026-03-16,EPAM,"EPAM SYSTEMS, INC.",Information Technology,Information Technology,-45.6,28.4,74.0
2026-03-16,EPHE,ISHARES:MSCI PHILIPPINES,,Foreign,-50.0,2.2,52.2
2026-03-16,EPOL,ISHARES:MSCI POLAND,,Foreign,-60.3,1.8,62.1
2026-03-16,EPU,ISHARES:MSCI PERU,,Foreign,-88.5,2.2,90.7
2026-03-16,EQIX,"EQUINIX, INC.",Real Estate,Real Estate,-32.2,58.9,91.1
2026-03-16,EQR,EQUITY RESIDENTIAL,Real Estate,Real Estate,-75.8,1.4,77.2
2026-03-16,EQT,EQT ,Energy,Energy,91.6,93.8,2.2
2026-03-16,ERIE,ERIE INDEMNITY COMPANY,Financials,Financials,-34.2,6.9,41.1
2026-03-16,ES,EVERSOURCE ENERGY,Utilities,Utilities,-21.2,37.9,59.1
2026-03-16,ES=F,E-MINI S&P 500 FUTURES,,Futures,-27.4,12.5,39.9
2026-03-16,ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,Real Estate,-17.0,40.7,57.7
2026-03-16,ETN,EATON  PUBLIC LIMITED COMPANY,Industrials,Industrials,-19.0,13.3,32.3
2026-03-16,ETR,ENTERGY ,Utilities,Utilities,19.1,54.2,35.1
2026-03-16,EVRG,"EVERGY, INC.",Utilities,Utilities,39.8,45.2,5.4
2026-03-16,EW,EDWARDS LIFESCIENCES ,Health Care,Health Care,43.7,92.3,48.6
2026-03-16,EWA,ISHARES:MSCI AUSTRALIA,,Foreign,-32.6,21.6,54.2
2026-03-16,EWC,ISHARES:MSCI CANADA,,Foreign,-53.6,9.3,62.9
2026-03-16,EWD,ISHARES:MSCI SWEDEN,,Foreign,-69.4,5.4,74.8
2026-03-16,EWG,ISHARES:MSCI GERMANY,,Foreign,-80.1,3.8,83.9
2026-03-16,EWH,ISHARES:MSCI HONG KONG,,Foreign,12.7,23.2,10.5
2026-03-16,EWI,ISHARES:MSCI ITALY,,Foreign,-51.6,3.8,55.4
2026-03-16,EWJ,ISHARES:MSCI JAPAN,,Foreign,-12.7,1.4,14.1
2026-03-16,EWK,ISHARES:MSCI BELGIUM,,Foreign,-35.7,0.6,36.3
2026-03-16,EWL,ISHARES:MSCI SWITZERLAND,,Foreign,-81.3,1.4,82.7
2026-03-16,EWM,ISHARES:MSCI MALAYSIA,,Foreign,-63.5,13.7,77.2
2026-03-16,EWN,ISHARES:MSCI NETHERLANDS,,Foreign,0.0,13.7,13.7
2026-03-16,EWO,ISHARES:MSCI AUSTRIA,,Foreign,-83.3,1.0,84.3
2026-03-16,EWP,ISHARES:MSCI SPAIN,,Foreign,-52.0,4.2,56.2
2026-03-16,EWQ,ISHARES:MSCI FRANCE,,Foreign,-52.8,2.6,55.4
2026-03-16,EWS,ISHARES:MSCI SINGAPORE,,Foreign,6.3,20.4,14.1
2026-03-16,EWT,ISHARES:MSCI TAIWAN,,Foreign,-6.8,24.4,31.2
2026-03-16,EWU,ISHARES:MSCI UK,,Foreign,-44.9,6.9,51.8
2026-03-16,EWW,ISHARES:MSCI MEXICO,,Foreign,-31.5,1.0,32.5
2026-03-16,EWY,ISHARES:MSCI S KOREA,,Foreign,-34.1,22.8,56.9
2026-03-16,EWZ,ISHARES:MSCI BRAZIL,,Foreign,1.2,13.7,12.5
2026-03-16,EXC,EXELON ,Utilities,Utilities,61.6,80.8,19.2
2026-03-16,EXE,EXPAND ENERGY ,Energy,Energy,44.5,63.3,18.8
2026-03-16,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON,Industrials,Industrials,-29.2,24.4,53.6
2026-03-16,EXPE,"EXPEDIA GROUP, INC.",Consumer Discretionary,Consumer Discretionary,-20.7,56.5,77.2
2026-03-16,EXR,EXTRA SPACE STORAGE INC.,Real Estate,Real Estate,-15.5,24.4,39.9
2026-03-16,F,FORD MOTOR COMPANY,Consumer Discretionary,Consumer Discretionary,-44.8,0.2,45.0
2026-03-16,FANG,"DIAMONDBACK ENERGY, INC.",Energy,Energy,59.5,83.9,24.4
2026-03-16,FAST,FASTENAL COMPANY,Industrials,Industrials,-7.9,25.2,33.1
2026-03-16,FCX,FREEPORT-MCMORAN INC.,Materials,Materials,-81.3,14.1,95.4
2026-03-16,FDS,FACTSET RESEARCH SYSTEMS INC.,Financials,Financials,-10.4,68.8,79.2
2026-03-16,FDX,FEDEX ,Industrials,Industrials,-88.5,4.6,93.1
2026-03-16,FE,FIRSTENERGY CORP.,Utilities,Utilities,37.3,58.5,21.2
2026-03-16,FFIV,"F5, INC.",Information Technology,Information Technology,-23.5,56.9,80.4
2026-03-16,FICO,FAIR ISAAC ,Information Technology,Information Technology,2.5,33.7,31.2
2026-03-16,FIS,FIDELITY NATIONAL INFORMATION SERVICES,Financials,Financials,47.2,95.4,48.2
2026-03-16,FISV,"FISERV, INC.",Financials,Financials,-17.4,66.5,83.9
2026-03-16,FITB,FIFTH THIRD BANCORP,Financials,Financials,-75.0,1.4,76.4
2026-03-16,FIX,"COMFORT SYSTEMS USA, INC.",Industrials,Industrials,-1.2,27.6,28.8
2026-03-16,FOXA,FOX ,Communication Services,Communication Services,-40.0,54.6,94.6
2026-03-16,FRO,FRONTLINE PLC,,MR Discretion,33.4,40.3,6.9
2026-03-16,FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,Real Estate,-20.6,63.3,83.9
2026-03-16,FSLR,"FIRST SOLAR, INC.",Information Technology,Information Technology,-29.4,10.9,40.3
2026-03-16,FTI,TECHNIPFMC PLC,,MR Discretion,7.9,36.3,28.4
2026-03-16,FTNT,"FORTINET, INC.",Information Technology,Information Technology,20.6,44.6,24.0
2026-03-16,FTV,FORTIVE ,Industrials,Industrials,-65.9,12.5,78.4
2026-03-16,FVX,5 YR TSY YLD NDX,Yields,Yields,13.7,92.3,78.6
2026-03-16,FXA,INVESCO:AU DOLLAR,,Currencies,-59.7,30.2,89.9
2026-03-16,FXB,INVESCO:GBP STERLING,,Currencies,-80.6,9.7,90.3
2026-03-16,FXC,INVESCO:CANADIAN DOLLAR,,Currencies,-59.8,33.7,93.5
2026-03-16,FXE,INVESCO:EURO,,Currencies,-71.4,1.4,72.8
2026-03-16,FXY,INVESCO:JAPANESE YEN,,Currencies,-42.5,0.6,43.1
2026-03-16,GD,GENERAL DYNAMICS ,Industrials,Industrials,7.5,38.7,31.2
2026-03-16,GDDY,GODADDY INC.,Information Technology,Information Technology,27.8,63.7,35.9
2026-03-16,GDX,VANECK:GOLD MINERS,,Commodities,-38.9,3.0,41.9
2026-03-16,GDXJ,VANECK:JR GOLD MINERS,,Commodities,-37.0,6.5,43.5
2026-03-16,GE,GENERAL ELECTRIC COMPANY,Industrials,Industrials,-42.8,17.7,60.5
2026-03-16,GEHC,GE HEALTHCARE TECHNOLOGIES INC.,Health Care,Health Care,-38.5,11.3,49.8
2026-03-16,GEN,GEN DIGITAL INC.,Information Technology,Information Technology,-74.3,6.9,81.2
2026-03-16,GEOS,GEOSPACE TECHNOLOGIES ,,MR Discretion,-11.9,81.2,93.1
2026-03-16,GEV,GE VERNOVA INC.,Industrials,Industrials,-11.9,41.5,53.4
2026-03-16,GGB,GERDAU SA,,MR Discretion,-50.2,1.0,51.2
2026-03-16,GILD,"GILEAD SCIENCES, INC.",Health Care,Health Care,-26.2,3.4,29.6
2026-03-16,GIS,"GENERAL MILLS, INC.",Consumer Staples,Consumer Staples,-88.9,0.6,89.5
2026-03-16,GL,GLOBE LIFE INC.,Financials,Financials,-75.8,10.1,85.9
2026-03-16,GLATF,GLOBAL ATOMIC ,,MR Discretion,1.4,86.3,84.9
2026-03-16,GLD,SPDR GOLD,Gold,Commodities,-21.4,16.9,38.3
2026-03-16,GLW,CORNING INC.,Information Technology,Information Technology,-15.1,22.0,37.1
2026-03-16,GM,GENERAL MOTORS COMPANY,Consumer Discretionary,Consumer Discretionary,-90.9,1.0,91.9
2026-03-16,GNK,GENCO SHIPPING & TRADING LIMITED,,MR Discretion,5.6,25.6,20.0
2026-03-16,GNRC,GENERAC HOLDINGS INC.,Industrials,Industrials,0.3,18.8,18.5
2026-03-16,GOOGL,ALPHABET INC.,Communication Services,Communication Services,2.8,30.0,27.2
2026-03-16,GPC,GENUINE PARTS COMPANY,Consumer Discretionary,Consumer Discretionary,-20.6,0.2,20.8
2026-03-16,GPN,GLOBAL PAYMENTS INC.,Financials,Financials,6.0,55.0,49.0
2026-03-16,GREK,GLBL X MSCI GREECE,,Foreign,-12.6,6.2,18.8
2026-03-16,GRMN,GARMIN LTD,Consumer Discretionary,Consumer Discretionary,10.9,69.4,58.5
