Date,Ticker,Ticker_name,Exposure,Category,Sharpe_Rank_qtd_change,current_Sharpe_Rank,previous_Sharpe_Rank
2026-03-16,THD,ISHARES:MSCI THAI,,Foreign,-32.5,14.5,47.0
2026-03-16,TIP,ISHARES:TIPS BD ETF,Bonds,Bonds,8.7,20.0,11.3
2026-03-16,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,-21.4,39.1,60.5
2026-03-16,TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,Communication Services,-45.4,30.8,76.2
2026-03-16,TLT,ISHARES:20+ TRS BD ETF,Bonds,Bonds,-6.4,6.5,12.9
2026-03-16,TMO,THERMO FISHER SCIENTIFIC INC.,Health Care,Health Care,-25.8,20.0,45.8
2026-03-16,TMUS,"T-MOBILE US, INC.",Communication Services,Communication Services,17.9,54.6,36.7
2026-03-16,TNX,10 Y TSY YLD NDX,Yields,Yields,10.0,92.3,82.3
2026-03-16,TPL,TEXAS PACIFIC LAND ,Energy,Energy,26.6,87.5,60.9
2026-03-16,TPR,"TAPESTRY, INC.",Consumer Discretionary,Consumer Discretionary,-73.0,10.5,83.5
2026-03-16,TRGP,TARGA RESOURCES CORP.,Energy,Energy,-3.5,79.2,82.7
2026-03-16,TRMB,TRIMBLE INC.,Information Technology,Information Technology,38.9,55.0,16.1
2026-03-16,TROW,"T. ROWE PRICE GROUP, INC.",Financials,Financials,-45.3,8.5,53.8
2026-03-16,TRV,"THE TRAVELERS COMPANIES, INC.",Financials,Financials,32.2,76.4,44.2
2026-03-16,TS,TENARIS SA,,MR Discretion,50.8,72.8,22.0
2026-03-16,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,Consumer Discretionary,-5.5,5.0,10.5
2026-03-16,TSLA,"TESLA, INC.",Consumer Discretionary,Consumer Discretionary,-60.7,10.1,70.8
2026-03-16,TSN,"TYSON FOODS, INC.",Consumer Staples,Consumer Staples,-33.8,32.3,66.1
2026-03-16,TT,TRANE TECHNOLOGIES PLC,Industrials,Industrials,-8.3,2.6,10.9
2026-03-16,TTD,"THE TRADE DESK, INC.",Communication Services,Communication Services,19.0,72.8,53.8
2026-03-16,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,Communication Services,13.1,86.3,73.2
2026-03-16,TUR,ISHARES:MSCI TURKEY,,Foreign,-54.0,6.9,60.9
2026-03-16,TXN,TEXAS INSTRUMENTS INC.,Information Technology,Information Technology,-49.6,2.6,52.2
2026-03-16,TXT,TEXTRON INC.,Industrials,Industrials,-74.2,4.6,78.8
2026-03-16,TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,Information Technology,53.2,98.2,45.0
2026-03-16,TYX,30 Y TSY YLD NDX,Yields,Yields,11.2,93.5,82.3
2026-03-16,UAL,"UNITED AIRLINES HOLDINGS, INC.",Industrials,Industrials,-58.1,11.7,69.8
2026-03-16,UBER,"UBER TECHNOLOGIES, INC.",Industrials,Industrials,64.8,83.5,18.7
2026-03-16,UDR,"UDR, INC.",Real Estate,Real Estate,-71.4,2.2,73.6
2026-03-16,UHS,"UNIVERSAL HEALTH SERVICES, INC.",Health Care,Health Care,0.0,2.2,2.2
2026-03-16,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,Consumer Discretionary,-66.3,0.6,66.9
2026-03-16,UNG,UNITED STATES NAT GAS,Energy Complex,Commodities,39.3,55.4,16.1
2026-03-16,UNH,UNITEDHEALTH GROUP INC.,Health Care,Health Care,-13.4,43.5,56.9
2026-03-16,UNP,UNION PACIFIC ,Industrials,Industrials,-45.2,4.6,49.8
2026-03-16,UPS,"UNITED PARCEL SERVICE, INC.",Industrials,Industrials,-78.2,0.2,78.4
2026-03-16,URA,GLBL X URANIUM ETF,,Commodities,-5.6,24.4,30.0
2026-03-16,URI,"UNITED RENTALS, INC.",Industrials,Industrials,-39.7,6.5,46.2
2026-03-16,URNM,SPROTT URANIUM MINERS,,MR Discretion,-21.0,18.5,39.5
2026-03-16,USB,U.S. BANCORP,Financials,Financials,-80.9,5.8,86.7
2026-03-16,USO,UNITED STATES OIL FUND,Energy Complex,Commodities,52.6,99.0,46.4
2026-03-16,UUP,INVESCO DB USD IDX BL,,Currencies,83.7,98.6,14.9
2026-03-16,V,VISA INC.,Financials,Financials,-20.7,57.3,78.0
2026-03-16,VAL,VALARIS LIMITED,,MR Discretion,15.9,24.8,8.9
2026-03-16,VICI,VICI PROPERTIES INC.,Real Estate,Real Estate,-8.0,31.5,39.5
2026-03-16,VIX,CBOE MKT VOLATILITY IDX,,Volatility,41.9,66.5,24.6
2026-03-16,VLO,VALERO ENERGY ,Energy,Energy,82.9,83.5,0.6
2026-03-16,VLTO,VERALTO ,Industrials,Industrials,11.6,43.5,31.9
2026-03-16,VMC,VULCAN MATERIALS COMPANY,Materials,Materials,-28.0,0.2,28.2
2026-03-16,VNM,VANECK:VIETNAM,,Foreign,-35.7,5.0,40.7
2026-03-16,VRSK,"VERISK ANALYTICS, INC.",Industrials,Industrials,37.6,93.8,56.2
2026-03-16,VRSN,"VERISIGN, INC.",Information Technology,Information Technology,81.4,90.7,9.3
2026-03-16,VRTX,VERTEX PHARMACEUTICALS INC.,Health Care,Health Care,-33.1,24.8,57.9
2026-03-16,VST,VISTRA CORP.,Utilities,Utilities,-2.8,21.6,24.4
2026-03-16,VTR,"VENTAS, INC.",Real Estate,Real Estate,58.8,67.7,8.9
2026-03-16,VTRS,VIATRIS INC.,Health Care,Health Care,-94.0,4.2,98.2
2026-03-16,VXN,CBOE NASDAQ MKT VOL NDX,,Volatility,16.0,45.2,29.2
2026-03-16,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,Communication Services,29.8,81.2,51.4
2026-03-16,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES ,Industrials,Industrials,-50.0,5.8,55.8
2026-03-16,WAT,WATERS ,Health Care,Health Care,2.8,11.3,8.5
2026-03-16,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,Communication Services,-52.4,26.0,78.4
2026-03-16,WDAY,"WORKDAY, INC.",Information Technology,Information Technology,-30.1,42.7,72.8
2026-03-16,WDC,WESTERN DIGITAL ,Information Technology,Information Technology,-19.0,18.1,37.1
2026-03-16,WEAT,TEUCRIUM:WHEAT,,Commodities,84.1,90.3,6.2
2026-03-16,WEC,"WEC ENERGY GROUP, INC.",Utilities,Utilities,38.8,56.5,17.7
2026-03-16,WELL,WELLTOWER INC.,Real Estate,Real Estate,29.4,30.0,0.6
2026-03-16,WFC,WELLS FARGO & COMPANY,Financials,Financials,-80.5,2.2,82.7
2026-03-16,WM,"WASTE MANAGEMENT, INC.",Industrials,Industrials,-18.6,55.0,73.6
2026-03-16,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,Energy,17.8,60.9,43.1
2026-03-16,WMT,WALMART INC.,Consumer Staples,Consumer Staples,-21.9,8.5,30.4
2026-03-16,WRB,W. R. BERKLEY ,Financials,Financials,7.9,31.5,23.6
2026-03-16,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,Consumer Discretionary,-45.2,2.6,47.8
2026-03-16,WST,"WEST PHARMACEUTICAL SERVICES, INC.",Health Care,Health Care,-21.1,20.4,41.5
2026-03-16,WTW,WILLIS TOWERS WATSON,Financials,Financials,-21.2,60.7,81.9
2026-03-16,WY,WEYERHAEUSER COMPANY,Real Estate,Real Estate,-94.8,1.8,96.6
2026-03-16,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,Consumer Discretionary,10.3,13.7,3.4
2026-03-16,XEL,XCEL ENERGY INC.,Utilities,Utilities,40.0,45.4,5.4
2026-03-16,XES,SPDR S&P OIL&GAS E&S,,MR Discretion,-6.5,29.0,35.5
2026-03-16,XLB,SEL SECTOR:MATRLS SPDR,,Sector & Style ETFs,-69.0,0.2,69.2
2026-03-16,XLC,SEL SECTOR:COMM SVC SPDR,,Sector & Style ETFs,-15.9,45.4,61.3
2026-03-16,XLE,SEL SECTOR:ENERGY SPDR,,Sector & Style ETFs,48.4,84.7,36.3
2026-03-16,XLF,SEL SECTOR:FINL S SPDR,,Sector & Style ETFs,-73.6,10.3,83.9
2026-03-16,XLI,SEL SECTOR:INDUST SPDR,,Sector & Style ETFs,-55.9,4.2,60.1
2026-03-16,XLK,SEL SECTOR:TECH SPDR,,Sector & Style ETFs,0.4,32.7,32.3
2026-03-16,XLP,SEL SECTOR:C STP SPDR,,Sector & Style ETFs,-27.0,2.2,29.2
2026-03-16,XLRE,SEL SECTOR:RL EST SPDR,,Sector & Style ETFs,-0.4,10.5,10.9
2026-03-16,XLU,SEL SECTOR:UTIL SPDR,,Sector & Style ETFs,48.8,58.1,9.3
2026-03-16,XLV,SEL SECTOR:H CARE SPDR,,Sector & Style ETFs,-39.1,2.2,41.3
2026-03-16,XLY,SEL SECTOR:C DSC SPDR,,Sector & Style ETFs,-38.5,16.1,54.6
2026-03-16,XOM,EXXON MOBIL ,Energy,Energy,-9.2,70.4,79.6
2026-03-16,XOP,SPDR S&P OIL&GAS EXP,,MR Discretion,80.9,95.8,14.9
2026-03-16,XYL,XYLEM INC.,Industrials,Industrials,-7.5,16.5,24.0
2026-03-16,XYZ,"BLOCK, INC.",Financials,Financials,-3.6,85.1,88.7
2026-03-16,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,Consumer Discretionary,-16.3,50.6,66.9
2026-03-16,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",Health Care,Health Care,20.6,33.9,13.3
2026-03-16,ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,Information Technology,-27.4,0.6,28.0
2026-03-16,ZTS,ZOETIS INC.,Health Care,Health Care,-46.0,24.4,70.4
