Ticker,Ticker_name,Exposure,Date,day_pct_change
EWZ,ISHARES:MSCI BRAZIL,,2026-03-03,-0.0471
FRO,FRONTLINE PLC,,2026-03-03,-0.0626
FTI,TECHNIPFMC PLC,,2026-03-03,-0.0203
FXA,INVESCO:AU DOLLAR,,2026-03-03,-0.0064
FXB,INVESCO:GBP STERLING,,2026-03-03,-0.0033
FXC,INVESCO:CANADIAN DOLLAR,,2026-03-03,0.0003
FXE,INVESCO:EURO,,2026-03-03,-0.0061
FXY,INVESCO:JAPANESE YEN,,2026-03-03,-0.0022
GDX,VANECK:GOLD MINERS,,2026-03-03,-0.0876
GDXJ,VANECK:JR GOLD MINERS,,2026-03-03,-0.0891
GEOS,GEOSPACE TECHNOLOGIES ,,2026-03-03,-0.0277
GGB,GERDAU SA,,2026-03-03,-0.0704
GLATF,GLOBAL ATOMIC ,,2026-03-03,-0.0448
GNK,GENCO SHIPPING & TRADING LIMITED,,2026-03-03,-0.0192
GREK,GLBL X MSCI GREECE,,2026-03-03,-0.0563
HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,2026-03-03,-0.0107
HYD,VANECK:HIGH YIELD MUNI,,2026-03-03,-0.0062
ICL,ICL GROUP LTD,,2026-03-03,-0.0198
INDA,ISHARES:MSCI INDIA,,2026-03-03,-0.0143
IWD,ISHARES:RUSS 1000 VL ETF,,2026-03-03,-0.0128
IWF,ISHARES:RUSS 1000 GR ETF,,2026-03-03,-0.0062
IWM,ISHARES:RUSS 2000 ETF,,2026-03-03,-0.0173
JNK,SPDR BBG HIGH YIELD BD,,2026-03-03,-0.0023
MCHI,ISHARES:MSCI CHINA,,2026-03-03,-0.0275
MDY,SPDR S&P MIDCAP 400 ETF,,2026-03-03,-0.0172
MP,MP MATERIALS CORP,,2026-03-03,-0.0366
MTUM,ISHARES:MSCI USA MOM FCT,,2026-03-03,-0.0264
MUB,ISHARES:NATL MUNI BOND,,2026-03-03,-0.0047
NDX,NASDAQ 100 INDEX,,2026-03-03,-0.0109
NORW,GLBL X MSCI NORWAY ETF,,2026-03-03,-0.0075
NOV,NOV INC.,,2026-03-03,-0.0295
NQ=F,NASDAQ 100 FUTURES,,2026-03-03,-0.0065
OEF,ISHARES:S&P 100,,2026-03-03,-0.0048
PAM,PAMPA ENERGIA SA,,2026-03-03,-0.041
PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,2026-03-03,-0.0208
PFF,ISHARES:PREF AND INC SEC,,2026-03-03,-0.0057
POWA,INVESCO BLOOMBERG PRICING POWER,,2026-03-03,-0.0094
PPLT,ABRDN:PHYSICAL PLATINUM,,2026-03-03,-0.09
QAT,ISHARES:MSCI QATAR,,2026-03-03,0.0074
QQQ,INVESCO QQQ TRUST 1,,2026-03-03,-0.0107
QUAL,ISHARES:MSCI USA QF,,2026-03-03,-0.0107
RIG,TRANSOCEAN LTD,,2026-03-03,-0.0224
ROKU,"ROKU, INC.",,2026-03-03,-0.041
RSP,INVESCO S&P500 EWGHT,,2026-03-03,-0.0123
RUT,RUSSELL 2000 INDEX,,2026-03-03,-0.0179
SBLK,STAR BULK CARRIERS CORP.,,2026-03-03,-0.0238
SCHP,SCHWAB STR:US TIPS,,2026-03-03,-0.0011
SD,"SANDRIDGE ENERGY, INC.",,2026-03-03,0.0142
SDY,SPDR S&P DIVIDEND,,2026-03-03,-0.0086
SILJ,ETFMG PRIME JR SILVR MNR,,2026-03-03,-0.0971
SLV,ISHARES:SILVER TRUST,,2026-03-03,-0.0845
SM,SM ENERGY COMPANY,,2026-03-03,-0.0041
SMH,VANECK:SEMICONDUCTOR,,2026-03-03,-0.0377
SOYB,TEUCRIUM:SOYBEAN,,2026-03-03,0.0106
SPHB,INVESCO S&P500 HI BE,,2026-03-03,-0.0216
SPLV,INVESCO S&P500 LOWVL,,2026-03-03,-0.0059
SPX,S&P 500 INDEX,,2026-03-03,-0.0094
SPY,SPDR S&P 500 ETF,,2026-03-03,-0.0088
STLA,STELLANTIS NV,,2026-03-03,-0.0183
STNG,SCORPIO TANKERS INC.,,2026-03-03,0.0144
TAGS,TEUCRIUM:AGRICULTURAL,,2026-03-03,0.0017
TDW,TIDEWATER INC.,,2026-03-03,0.0977
TECK,TECK RESOURCES LIMITED,,2026-03-03,-0.0303
THD,ISHARES:MSCI THAI,,2026-03-03,-0.0267
TS,TENARIS SA,,2026-03-03,-0.0302
TUR,ISHARES:MSCI TURKEY,,2026-03-03,-0.0205
URA,GLBL X URANIUM ETF,,2026-03-03,-0.0788
URNM,SPROTT URANIUM MINERS,,2026-03-03,-0.0819
UUP,INVESCO DB USD IDX BL,,2026-03-03,0.0048
VAL,VALARIS LIMITED,,2026-03-03,-0.0213
VIX,CBOE MKT VOLATILITY IDX,,2026-03-03,0.0993
VNM,VANECK:VIETNAM,,2026-03-03,-0.0274
VXN,CBOE NASDAQ MKT VOL NDX,,2026-03-03,0.0831
WEAT,TEUCRIUM:WHEAT,,2026-03-03,-0.0064
XES,SPDR S&P OIL&GAS E&S,,2026-03-03,-0.0155
XLB,SEL SECTOR:MATRLS SPDR,,2026-03-03,-0.0246
XLC,SEL SECTOR:COMM SVC SPDR,,2026-03-03,0.0008
XLE,SEL SECTOR:ENERGY SPDR,,2026-03-03,-0.0091
XLF,SEL SECTOR:FINL S SPDR,,2026-03-03,-0.0018
XLI,SEL SECTOR:INDUST SPDR,,2026-03-03,-0.0193
XLK,SEL SECTOR:TECH SPDR,,2026-03-03,-0.0146
XLP,SEL SECTOR:C STP SPDR,,2026-03-03,-0.0109
XLRE,SEL SECTOR:RL EST SPDR,,2026-03-03,-0.005
XLU,SEL SECTOR:UTIL SPDR,,2026-03-03,-0.0063
XLV,SEL SECTOR:H CARE SPDR,,2026-03-03,-0.0113
XLY,SEL SECTOR:C DSC SPDR,,2026-03-03,-0.0092
XOP,SPDR S&P OIL&GAS EXP,,2026-03-03,-0.0036
