Date,Ticker,Ticker_name,Exposure,Category,Sharpe_Rank_mtd_change,current_Sharpe_Rank,previous_Sharpe_Rank
2026-02-19,MDY,SPDR S&P MIDCAP 400 ETF,,Sector & Style ETFs,-26.5,55.4,81.9
2026-02-19,MET,"METLIFE, INC.",Financials,Financials,12.7,67.3,54.6
2026-02-19,META,"META PLATFORMS, INC.",Communication Services,Communication Services,-6.0,61.7,67.7
2026-02-19,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Consumer Discretionary,51.2,68.1,16.9
2026-02-19,MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,Consumer Staples,60.9,72.8,11.9
2026-02-19,MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,Materials,5.9,70.4,64.5
2026-02-19,MMM,3M COMPANY,Industrials,Industrials,57.6,77.6,20.0
2026-02-19,MNST,MONSTER BEVERAGE ,Consumer Staples,Consumer Staples,-45.7,21.2,66.9
2026-02-19,MO,"ALTRIA GROUP, INC.",Consumer Staples,Consumer Staples,6.7,82.7,76.0
2026-02-19,MOH,"MOLINA HEALTHCARE, INC.",Health Care,Health Care,-29.8,26.4,56.2
2026-02-19,MOS,THE MOSAIC COMPANY,Materials,Materials,-9.7,76.2,85.9
2026-02-19,MP,MP MATERIALS CORP,,MR Discretion,-40.5,21.6,62.1
2026-02-19,MPC,MARATHON PETROLEUM ,Energy,Energy,-2.4,73.2,75.6
2026-02-19,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",Information Technology,Information Technology,-38.9,57.7,96.6
2026-02-19,MRK,"MERCK & CO., INC.",Health Care,Health Care,10.7,85.5,74.8
2026-02-19,MRNA,"MODERNA, INC.",Health Care,Health Care,-45.7,47.0,92.7
2026-02-19,MRSH,"MARSH & MCLENNAN COMPANIES, INC.",Financials,Financials,-5.6,56.9,62.5
2026-02-19,MS,MORGAN STANLEY,Financials,Financials,-23.0,13.7,36.7
2026-02-19,MSCI,MSCI INC.,Financials,Financials,-66.3,20.0,86.3
2026-02-19,MSFT,MICROSOFT ,Information Technology,Information Technology,9.1,24.4,15.3
2026-02-19,MSI,"MOTOROLA SOLUTIONS, INC.",Information Technology,Information Technology,6.0,92.7,86.7
2026-02-19,MTB,M&T BANK ,Financials,Financials,-31.0,61.3,92.3
2026-02-19,MTCH,"MATCH GROUP, INC.",Communication Services,Communication Services,26.2,52.6,26.4
2026-02-19,MTD,METTLER-TOLEDO INTERNATIONAL INC.,Health Care,Health Care,-15.0,18.5,33.5
2026-02-19,MTUM,ISHARES:MSCI USA MOM FCT,,Sector & Style ETFs,-26.9,29.6,56.5
2026-02-19,MU,"MICRON TECHNOLOGY, INC.",Information Technology,Information Technology,-40.5,37.1,77.6
2026-02-19,MUB,ISHARES:NATL MUNI BOND,,Bonds,9.9,89.1,79.2
2026-02-19,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,Consumer Discretionary,29.0,73.2,44.2
2026-02-19,NDAQ,"NASDAQ, INC.",Financials,Financials,-39.7,2.2,41.9
2026-02-19,NDSN,NORDSON ,Industrials,Industrials,-11.5,86.3,97.8
2026-02-19,NDX,NASDAQ 100 INDEX,,Indices,-25.7,18.5,44.2
2026-02-19,NEE,"NEXTERA ENERGY, INC.",Utilities,Utilities,-5.9,87.9,93.8
2026-02-19,NEM,NEWMONT ,Materials,Materials,-14.7,26.8,41.5
2026-02-19,NFLX,"NETFLIX, INC.",Communication Services,Communication Services,18.2,19.6,1.4
2026-02-19,NI,NISOURCE INC.,Utilities,Utilities,-18.3,74.8,93.1
2026-02-19,NKE,"NIKE, INC.",Consumer Discretionary,Consumer Discretionary,21.5,55.4,33.9
2026-02-19,NOC,NORTHROP GRUMMAN ,Industrials,Industrials,-15.5,83.9,99.4
2026-02-19,NORW,GLBL X MSCI NORWAY ETF,,Foreign,-13.5,75.6,89.1
2026-02-19,NOV,NOV INC.,,MR Discretion,-13.4,80.8,94.2
2026-02-19,NOW,"SERVICENOW, INC.",Information Technology,Information Technology,28.5,34.3,5.8
2026-02-19,NQ=F,NASDAQ 100 FUTURES,,Futures,-37.3,15.7,53.0
2026-02-19,NRG,"NRG ENERGY, INC.",Utilities,Utilities,64.3,90.3,26.0
2026-02-19,NSC,NORFOLK SOUTHERN ,Industrials,Industrials,40.9,88.3,47.4
2026-02-19,NTAP,"NETAPP, INC.",Information Technology,Information Technology,42.9,64.5,21.6
2026-02-19,NTRS,NORTHERN TRUST ,Financials,Financials,-37.1,35.9,73.0
2026-02-19,NUE,NUCOR ,Materials,Materials,-39.1,33.3,72.4
2026-02-19,NVDA,NVIDIA ,Information Technology,Information Technology,-8.8,46.8,55.6
2026-02-19,NVR,"NVR, INC.",Consumer Discretionary,Consumer Discretionary,-62.3,26.0,88.3
2026-02-19,NWSA,NEWS CORP.,Communication Services,Communication Services,-62.3,16.5,78.8
2026-02-19,NXPI,NXP SEMICONDUCTORS NV,Information Technology,Information Technology,-18.2,42.3,60.5
2026-02-19,O,REALTY INCOME ,Real Estate,Real Estate,-13.5,85.5,99.0
2026-02-19,ODFL,"OLD DOMINION FREIGHT LINE, INC.",Industrials,Industrials,-12.3,76.4,88.7
2026-02-19,OEF,ISHARES:S&P 100,,Sector & Style ETFs,-9.3,22.6,31.9
2026-02-19,OKE,"ONEOK, INC.",Energy,Energy,1.6,96.2,94.6
2026-02-19,OMC,OMNICOM GROUP INC.,Communication Services,Communication Services,41.7,67.3,25.6
2026-02-19,ON,ON SEMICONDUCTOR ,Information Technology,Information Technology,-5.5,63.7,69.2
2026-02-19,ORCL,ORACLE ,Information Technology,Information Technology,32.6,40.3,7.7
2026-02-19,ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,Consumer Discretionary,-63.5,20.4,83.9
2026-02-19,OTIS,OTIS WORLDWIDE ,Industrials,Industrials,46.8,72.8,26.0
2026-02-19,OXY,OCCIDENTAL PETROLEUM ,Energy,Energy,2.4,97.0,94.6
2026-02-19,PAM,PAMPA ENERGIA SA,,MR Discretion,8.2,53.8,45.6
2026-02-19,PANW,"PALO ALTO NETWORKS, INC.",Information Technology,Information Technology,-23.8,5.8,29.6
2026-02-19,PAYC,"PAYCOM SOFTWARE, INC.",Industrials,Industrials,8.3,9.3,1.0
2026-02-19,PAYX,"PAYCHEX, INC.",Industrials,Industrials,-6.8,7.3,14.1
2026-02-19,PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,MR Discretion,-9.5,89.5,99.0
2026-02-19,PCAR,PACCAR INC,Industrials,Industrials,-48.0,49.4,97.4
2026-02-19,PCG,PG&E ,Utilities,Utilities,77.0,99.4,22.4
2026-02-19,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,Utilities,9.9,93.8,83.9
2026-02-19,PEP,"PEPSICO, INC.",Consumer Staples,Consumer Staples,0.8,95.4,94.6
2026-02-19,PFE,PFIZER INC.,Health Care,Health Care,-24.6,70.8,95.4
2026-02-19,PFF,ISHARES:PREF AND INC SEC,,Bonds,-51.6,38.7,90.3
2026-02-19,PFG,"PRINCIPAL FINANCIAL GROUP, INC.",Financials,Financials,-41.0,43.1,84.1
2026-02-19,PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,Consumer Staples,0.0,95.8,95.8
2026-02-19,PGR,THE PROGRESSIVE ,Financials,Financials,32.6,55.8,23.2
2026-02-19,PH,PARKER-HANNIFIN ,Industrials,Industrials,11.1,77.6,66.5
2026-02-19,PHM,"PULTEGROUP, INC.",Consumer Discretionary,Consumer Discretionary,14.5,83.7,69.2
2026-02-19,PKG,PACKAGING  OF AMERICA,Materials,Materials,1.6,90.7,89.1
2026-02-19,PLD,"PROLOGIS, INC.",Real Estate,Real Estate,22.2,76.8,54.6
2026-02-19,PLTR,PALANTIR TECHNOLOGIES INC.,Information Technology,Information Technology,11.9,12.1,0.2
2026-02-19,PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,Consumer Staples,2.0,91.9,89.9
2026-02-19,PNC,"THE PNC FINANCIAL SERVICES GROUP, INC.",Financials,Financials,-24.2,47.0,71.2
2026-02-19,PNR,PENTAIR PUBLIC LIMITED COMPANY,Industrials,Industrials,-31.3,26.4,57.7
2026-02-19,PNW,PINNACLE WEST CAPITAL ,Utilities,Utilities,-3.1,81.2,84.3
2026-02-19,PODD,INSULET ,Health Care,Health Care,2.6,10.7,8.1
2026-02-19,POOL,POOL ,Consumer Discretionary,Consumer Discretionary,-78.9,16.5,95.4
2026-02-19,POWA,INVESCO BLOOMBERG PRICING POWER,,Sector & Style ETFs,-41.7,25.2,66.9
2026-02-19,PPG,"PPG INDUSTRIES, INC.",Materials,Materials,-16.3,83.1,99.4
2026-02-19,PPL,PPL ,Utilities,Utilities,-31.9,39.3,71.2
2026-02-19,PPLT,ABRDN:PHYSICAL PLATINUM,,Commodities,-25.7,6.2,31.9
2026-02-19,PRU,"PRUDENTIAL FINANCIAL, INC.",Financials,Financials,-22.7,19.6,42.3
2026-02-19,PSA,PUBLIC STORAGE.,Real Estate,Real Estate,-14.7,72.8,87.5
2026-02-19,PSKY,PARAMOUNT SKYDANCE ,Communication Services,Communication Services,32.9,33.5,0.6
2026-02-19,PSX,PHILLIPS 66,Energy,Energy,-2.4,84.3,86.7
2026-02-19,PTC,PTC INC.,Information Technology,Information Technology,34.1,46.6,12.5
2026-02-19,PWR,"QUANTA SERVICES, INC.",Industrials,Industrials,6.7,82.7,76.0
2026-02-19,PYPL,"PAYPAL HOLDINGS, INC.",Financials,Financials,8.5,13.7,5.2
2026-02-19,Q,"QNITY ELECTRONICS, INC.",Information Technology,Information Technology,-25.9,53.4,79.3
2026-02-19,QAT,ISHARES:MSCI QATAR,,Foreign,-24.2,55.4,79.6
2026-02-19,QCOM,QUALCOMM INC.,Information Technology,Information Technology,10.7,13.7,3.0
2026-02-19,QQQ,INVESCO QQQ TRUST 1,,Sector & Style ETFs,-25.3,18.5,43.8
2026-02-19,QUAL,ISHARES:MSCI USA QF,,Sector & Style ETFs,-17.1,35.9,53.0
2026-02-19,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,Consumer Discretionary,-3.6,60.1,63.7
2026-02-19,REG,REGENCY CENTERS ,Real Estate,Real Estate,-0.8,95.0,95.8
2026-02-19,REGN,"REGENERON PHARMACEUTICALS, INC.",Health Care,Health Care,52.7,70.8,18.1
2026-02-19,RF,REGIONS FINANCIAL ,Financials,Financials,-8.7,53.8,62.5
2026-02-19,RIG,TRANSOCEAN LTD,,MR Discretion,-6.7,91.9,98.6
2026-02-19,RJF,"RAYMOND JAMES FINANCIAL, INC.",Financials,Financials,-40.1,22.4,62.5
2026-02-19,RL,RALPH LAUREN ,Consumer Discretionary,Consumer Discretionary,14.1,49.8,35.7
2026-02-19,RMD,RESMED INC.,Health Care,Health Care,-42.1,43.8,85.9
2026-02-19,ROK,"ROCKWELL AUTOMATION, INC.",Industrials,Industrials,-61.5,15.3,76.8
2026-02-19,ROKU,"ROKU, INC.",,MR Discretion,9.1,11.7,2.6
2026-02-19,ROL,"ROLLINS, INC.",Industrials,Industrials,-76.6,20.8,97.4
2026-02-19,ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,Information Technology,10.4,16.9,6.5
2026-02-19,ROST,"ROSS STORES, INC.",Consumer Discretionary,Consumer Discretionary,-3.6,61.3,64.9
2026-02-19,RSG,"REPUBLIC SERVICES, INC.",Industrials,Industrials,13.1,79.2,66.1
2026-02-19,RSP,INVESCO S&P500 EWGHT,,Sector & Style ETFs,-24.6,58.1,82.7
2026-02-19,RTX,RTX ,Industrials,Industrials,-28.5,53.0,81.5
2026-02-19,RUT,RUSSELL 2000 INDEX,,Indices,-64.3,26.0,90.3
2026-02-19,RVTY,"REVVITY, INC.",Health Care,Health Care,-83.7,4.6,88.3
2026-02-19,SBAC,SBA COMMUNICATIONS ,Real Estate,Real Estate,63.1,87.9,24.8
2026-02-19,SBLK,STAR BULK CARRIERS CORP.,,MR Discretion,-0.4,97.0,97.4
2026-02-19,SBUX,STARBUCKS ,Consumer Discretionary,Consumer Discretionary,-40.5,46.2,86.7
2026-02-19,SCHP,SCHWAB STR:US TIPS,,Bonds,21.6,96.4,74.8
2026-02-19,SCHW,THE CHARLES SCHWAB ,Financials,Financials,-53.6,7.3,60.9
2026-02-19,SD,"SANDRIDGE ENERGY, INC.",,MR Discretion,6.3,86.7,80.4
2026-02-19,SDY,SPDR S&P DIVIDEND,,Sector & Style ETFs,-4.8,95.0,99.8
2026-02-19,SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,Materials,-31.4,59.7,91.1
2026-02-19,SHY,ISHARES:1-3 TRS BD ETF,Bonds,Bonds,18.3,68.3,50.0
2026-02-19,SILJ,ETFMG PRIME JR SILVR MNR,,Commodities,-23.8,20.8,44.6
2026-02-19,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,Consumer Staples,-2.4,90.7,93.1
2026-02-19,SLB,SCHLUMBERGER N.V.,Energy,Energy,-27.8,69.2,97.0
2026-02-19,SLV,ISHARES:SILVER TRUST,,Commodities,-30.6,6.9,37.5
2026-02-19,SM,SM ENERGY COMPANY,,MR Discretion,16.9,98.6,81.7
2026-02-19,SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,Information Technology,0.4,49.8,49.4
2026-02-19,SMH,VANECK:SEMICONDUCTOR,,Sector & Style ETFs,-40.9,35.1,76.0
2026-02-19,SNA,SNAP-ON INC.,Industrials,Industrials,-23.6,71.4,95.0
2026-02-19,SNDK,SANDISK CORPORATION,Information Technology,Information Technology,-50.7,42.3,93.0
2026-02-19,SNPS,"SYNOPSYS, INC.",Information Technology,Information Technology,-30.5,17.3,47.8
2026-02-19,SO,THE SOUTHERN COMPANY,Utilities,Utilities,5.6,78.2,72.6
2026-02-19,SOLV,SOLVENTUM ,Health Care,Health Care,-18.5,10.1,28.6
2026-02-19,SOYB,TEUCRIUM:SOYBEAN,,Commodities,21.0,95.8,74.8
2026-02-19,SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,Real Estate,22.6,89.9,67.3
2026-02-19,SPGI,S&P GLOBAL INC.,Financials,Financials,-34.3,10.5,44.8
2026-02-19,SPHB,INVESCO S&P500 HI BE,,Sector & Style ETFs,-23.4,31.2,54.6
2026-02-19,SPLV,INVESCO S&P500 LOWVL,,Sector & Style ETFs,1.6,97.8,96.2
2026-02-19,SPX,S&P 500 INDEX,,Indices,-21.8,25.6,47.4
2026-02-19,SPY,SPDR S&P 500 ETF,,Sector & Style ETFs,-21.8,26.4,48.2
2026-02-19,SRE,SEMPRA,Utilities,Utilities,48.2,84.7,36.5
2026-02-19,STE,STERIS PUBLIC LIMITED COMPANY,Health Care,Health Care,-32.9,31.2,64.1
2026-02-19,STIP,ISHARES:0-5 TIPS BD ETF,Bonds,Bonds,-4.6,83.9,88.5
2026-02-19,STLA,STELLANTIS NV,,MR Discretion,-4.0,12.1,16.1
2026-02-19,STLD,"STEEL DYNAMICS, INC.",Materials,Materials,-2.8,59.7,62.5
2026-02-19,STNG,SCORPIO TANKERS INC.,,MR Discretion,5.1,95.0,89.9
2026-02-19,STT,STATE STREET ,Financials,Financials,-2.3,41.9,44.2
2026-02-19,STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,Information Technology,-19.8,49.0,68.8
2026-02-19,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,Consumer Staples,-59.9,33.9,93.8
2026-02-19,SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,Materials,12.7,87.5,74.8
2026-02-19,SWK,"STANLEY BLACK & DECKER, INC.",Industrials,Industrials,9.5,77.2,67.7
2026-02-19,SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,Information Technology,30.2,53.4,23.2
2026-02-19,SYF,SYNCHRONY FINANCIAL,Financials,Financials,9.9,23.2,13.3
2026-02-19,SYK,STRYKER ,Health Care,Health Care,-4.8,75.6,80.4
2026-02-19,SYY,SYSCO ,Consumer Staples,Consumer Staples,5.1,97.8,92.7
2026-02-19,T,AT&T INC.,Communication Services,Communication Services,20.6,94.6,74.0
2026-02-19,TAGS,TEUCRIUM:AGRICULTURAL,,Commodities,23.8,97.0,73.2
2026-02-19,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,Consumer Staples,-39.3,35.5,74.8
2026-02-19,TDG,TRANSDIGM GROUP INC.,Industrials,Industrials,-71.4,17.7,89.1
2026-02-19,TDW,TIDEWATER INC.,,MR Discretion,-4.7,93.5,98.2
2026-02-19,TDY,TELEDYNE TECHNOLOGIES INC.,Information Technology,Information Technology,-34.9,58.9,93.8
2026-02-19,TECH,BIO-TECHNE ,Health Care,Health Care,-77.0,6.5,83.5
2026-02-19,TECK,TECK RESOURCES LIMITED,,MR Discretion,-9.9,62.1,72.0
2026-02-19,TEL,TE CONNECTIVITY LTD,Information Technology,Information Technology,14.1,36.1,22.0
2026-02-19,TER,"TERADYNE, INC.",Information Technology,Information Technology,-2.8,95.4,98.2
2026-02-19,TFC,TRUIST FINANCIAL ,Financials,Financials,-7.6,58.9,66.5
2026-02-19,TGT,TARGET ,Consumer Staples,Consumer Staples,-3.5,80.4,83.9
2026-02-19,THD,ISHARES:MSCI THAI,,Foreign,14.3,95.8,81.5
2026-02-19,TIP,ISHARES:TIPS BD ETF,Bonds,Bonds,27.3,94.6,67.3
2026-02-19,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,23.6,38.9,15.3
2026-02-19,TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,Communication Services,21.8,52.2,30.4
2026-02-19,TLT,ISHARES:20+ TRS BD ETF,Bonds,Bonds,43.5,93.1,49.6
2026-02-19,TMO,THERMO FISHER SCIENTIFIC INC.,Health Care,Health Care,-46.4,1.0,47.4
2026-02-19,TMUS,"T-MOBILE US, INC.",Communication Services,Communication Services,44.8,97.0,52.2
2026-02-19,TNX,10 Y TSY YLD NDX,Yields,Yields,-82.9,3.0,85.9
2026-02-19,TPL,TEXAS PACIFIC LAND ,Energy,Energy,0.0,99.8,99.8
2026-02-19,TPR,"TAPESTRY, INC.",Consumer Discretionary,Consumer Discretionary,28.6,62.9,34.3
2026-02-19,TRGP,TARGA RESOURCES CORP.,Energy,Energy,2.4,96.2,93.8
2026-02-19,TRMB,TRIMBLE INC.,Information Technology,Information Technology,34.9,36.7,1.8
2026-02-19,TROW,"T. ROWE PRICE GROUP, INC.",Financials,Financials,-57.1,14.5,71.6
2026-02-19,TRV,"THE TRAVELERS COMPANIES, INC.",Financials,Financials,74.6,97.8,23.2
2026-02-19,TS,TENARIS SA,,MR Discretion,0.2,94.0,93.8
2026-02-19,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,Consumer Discretionary,-19.9,45.8,65.7
2026-02-19,TSLA,"TESLA, INC.",Consumer Discretionary,Consumer Discretionary,-2.8,23.2,26.0
2026-02-19,TSN,"TYSON FOODS, INC.",Consumer Staples,Consumer Staples,-14.3,84.7,99.0
2026-02-19,TT,TRANE TECHNOLOGIES PLC,Industrials,Industrials,5.6,88.3,82.7
2026-02-19,TTD,"THE TRADE DESK, INC.",Communication Services,Communication Services,-3.6,6.9,10.5
2026-02-19,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,Communication Services,10.3,11.3,1.0
2026-02-19,TUR,ISHARES:MSCI TURKEY,,Foreign,-23.0,76.4,99.4
2026-02-19,TXN,TEXAS INSTRUMENTS INC.,Information Technology,Information Technology,-20.2,68.5,88.7
2026-02-19,TXT,TEXTRON INC.,Industrials,Industrials,0.4,44.6,44.2
2026-02-19,TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,Information Technology,10.3,11.3,1.0
2026-02-19,TYX,30 Y TSY YLD NDX,Yields,Yields,-55.5,3.4,58.9
2026-02-19,UAL,"UNITED AIRLINES HOLDINGS, INC.",Industrials,Industrials,28.9,45.4,16.5
2026-02-19,UBER,"UBER TECHNOLOGIES, INC.",Industrials,Industrials,-31.7,3.4,35.1
2026-02-19,UDR,"UDR, INC.",Real Estate,Real Estate,-10.4,56.9,67.3
2026-02-19,UHS,"UNIVERSAL HEALTH SERVICES, INC.",Health Care,Health Care,61.5,78.0,16.5
2026-02-19,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,Consumer Discretionary,-38.9,31.3,70.2
2026-02-19,UNG,UNITED STATES NAT GAS,Energy Complex,Commodities,-48.4,41.5,89.9
2026-02-19,UNH,UNITEDHEALTH GROUP INC.,Health Care,Health Care,-4.4,31.9,36.3
2026-02-19,UNP,UNION PACIFIC ,Industrials,Industrials,40.9,99.0,58.1
2026-02-19,UPS,"UNITED PARCEL SERVICE, INC.",Industrials,Industrials,-12.1,73.6,85.7
2026-02-19,URA,GLBL X URANIUM ETF,,Commodities,-52.0,29.2,81.2
2026-02-19,URI,"UNITED RENTALS, INC.",Industrials,Industrials,0.4,32.3,31.9
2026-02-19,URNM,SPROTT URANIUM MINERS,,MR Discretion,-58.0,33.5,91.5
2026-02-19,USB,U.S. BANCORP,Financials,Financials,-10.8,57.7,68.5
2026-02-19,USO,UNITED STATES OIL FUND,Energy Complex,Commodities,-7.5,90.7,98.2
2026-02-19,UUP,INVESCO DB USD IDX BL,,Currencies,4.4,54.2,49.8
2026-02-19,V,VISA INC.,Financials,Financials,43.6,48.2,4.6
2026-02-19,VAL,VALARIS LIMITED,,MR Discretion,1.8,88.7,86.9
2026-02-19,VICI,VICI PROPERTIES INC.,Real Estate,Real Estate,39.7,90.7,51.0
2026-02-19,VIX,CBOE MKT VOLATILITY IDX,,Volatility,-2.0,74.4,76.4
2026-02-19,VLO,VALERO ENERGY ,Energy,Energy,-10.7,59.3,70.0
2026-02-19,VLTO,VERALTO ,Industrials,Industrials,-26.9,17.7,44.6
2026-02-19,VMC,VULCAN MATERIALS COMPANY,Materials,Materials,-26.0,46.0,72.0
2026-02-19,VNM,VANECK:VIETNAM,,Foreign,-11.1,10.9,22.0
2026-02-19,VRSK,"VERISK ANALYTICS, INC.",Industrials,Industrials,-11.1,16.9,28.0
2026-02-19,VRSN,"VERISIGN, INC.",Information Technology,Information Technology,-34.9,5.8,40.7
2026-02-19,VRTX,VERTEX PHARMACEUTICALS INC.,Health Care,Health Care,-9.1,41.9,51.0
2026-02-19,VST,VISTRA CORP.,Utilities,Utilities,28.6,74.8,46.2
2026-02-19,VTR,"VENTAS, INC.",Real Estate,Real Estate,43.7,88.7,45.0
2026-02-19,VTRS,VIATRIS INC.,Health Care,Health Care,28.9,93.8,64.9
2026-02-19,VXN,CBOE NASDAQ MKT VOL NDX,,Volatility,6.4,76.4,70.0
2026-02-19,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,Communication Services,11.9,95.0,83.1
2026-02-19,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES ,Industrials,Industrials,9.9,97.4,87.5
2026-02-19,WAT,WATERS ,Health Care,Health Care,-23.5,7.7,31.2
2026-02-19,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,Communication Services,28.6,30.4,1.8
2026-02-19,WDAY,"WORKDAY, INC.",Information Technology,Information Technology,4.0,6.2,2.2
2026-02-19,WDC,WESTERN DIGITAL ,Information Technology,Information Technology,-28.0,32.5,60.5
2026-02-19,WEAT,TEUCRIUM:WHEAT,,Commodities,4.4,99.4,95.0
2026-02-19,WEC,"WEC ENERGY GROUP, INC.",Utilities,Utilities,-20.2,77.2,97.4
2026-02-19,WELL,WELLTOWER INC.,Real Estate,Real Estate,38.9,86.3,47.4
2026-02-19,WFC,WELLS FARGO & COMPANY,Financials,Financials,23.4,52.2,28.8
2026-02-19,WM,"WASTE MANAGEMENT, INC.",Industrials,Industrials,15.8,71.6,55.8
2026-02-19,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,Energy,-0.8,94.6,95.4
2026-02-19,WMT,WALMART INC.,Consumer Staples,Consumer Staples,-26.4,59.5,85.9
2026-02-19,WRB,W. R. BERKLEY ,Financials,Financials,41.3,66.1,24.8
2026-02-19,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,Consumer Discretionary,-48.4,39.5,87.9
2026-02-19,WST,"WEST PHARMACEUTICAL SERVICES, INC.",Health Care,Health Care,27.4,28.0,0.6
2026-02-19,WTW,WILLIS TOWERS WATSON,Financials,Financials,15.8,32.7,16.9
2026-02-19,WY,WEYERHAEUSER COMPANY,Real Estate,Real Estate,-74.2,10.9,85.1
2026-02-19,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,Consumer Discretionary,45.2,49.0,3.8
2026-02-19,XEL,XCEL ENERGY INC.,Utilities,Utilities,4.8,80.0,75.2
2026-02-19,XES,SPDR S&P OIL&GAS E&S,,MR Discretion,-8.7,89.9,98.6
2026-02-19,XLB,SEL SECTOR:MATRLS SPDR,,Sector & Style ETFs,-9.6,82.7,92.3
2026-02-19,XLC,SEL SECTOR:COMM SVC SPDR,,Sector & Style ETFs,-7.5,43.5,51.0
2026-02-19,XLE,SEL SECTOR:ENERGY SPDR,,Sector & Style ETFs,-4.0,95.8,99.8
2026-02-19,XLF,SEL SECTOR:FINL S SPDR,,Sector & Style ETFs,2.7,21.4,18.7
2026-02-19,XLI,SEL SECTOR:INDUST SPDR,,Sector & Style ETFs,-1.6,83.5,85.1
2026-02-19,XLK,SEL SECTOR:TECH SPDR,,Sector & Style ETFs,-12.5,22.0,34.5
2026-02-19,XLP,SEL SECTOR:C STP SPDR,,Sector & Style ETFs,-5.9,93.5,99.4
2026-02-19,XLRE,SEL SECTOR:RL EST SPDR,,Sector & Style ETFs,7.6,91.5,83.9
2026-02-19,XLU,SEL SECTOR:UTIL SPDR,,Sector & Style ETFs,31.8,90.7,58.9
2026-02-19,XLV,SEL SECTOR:H CARE SPDR,,Sector & Style ETFs,-3.2,32.3,35.5
2026-02-19,XLY,SEL SECTOR:C DSC SPDR,,Sector & Style ETFs,-42.9,11.3,54.2
2026-02-19,XOM,EXXON MOBIL ,Energy,Energy,-10.3,89.5,99.8
2026-02-19,XOP,SPDR S&P OIL&GAS EXP,,MR Discretion,-5.1,91.9,97.0
2026-02-19,XYL,XYLEM INC.,Industrials,Industrials,-26.6,16.5,43.1
2026-02-19,XYZ,"BLOCK, INC.",Financials,Financials,-5.5,17.3,22.8
2026-02-19,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,Consumer Discretionary,28.2,91.9,63.7
2026-02-19,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",Health Care,Health Care,58.3,99.8,41.5
2026-02-19,ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,Information Technology,17.8,71.2,53.4
2026-02-19,ZTS,ZOETIS INC.,Health Care,Health Care,12.3,71.2,58.9
