Date,Ticker,Ticker_name,Exposure,Category,model_score_wtd_change,current_model_score,previous_model_score
2026-03-13,CRWD,"CROWDSTRIKE HOLDINGS, INC.",Information Technology,Information Technology,-26.0,-54.0,-28.0
2026-03-13,CSCO,"CISCO SYSTEMS, INC.",Information Technology,Information Technology,-50.0,11.0,61.0
2026-03-13,CSGP,"COSTAR GROUP, INC.",Real Estate,Real Estate,18.0,-30.0,-48.0
2026-03-13,CSX,CSX ,Industrials,Industrials,11.0,39.0,28.0
2026-03-13,CTAS,CINTAS ,Industrials,Industrials,15.0,-18.0,-33.0
2026-03-13,CTRA,COTERRA ENERGY INC.,Energy,Energy,-10.0,12.0,22.0
2026-03-13,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS ,Information Technology,Information Technology,17.0,-22.0,-39.0
2026-03-13,CTVA,"CORTEVA, INC.",Materials,Materials,44.0,39.0,-5.0
2026-03-13,CVNA,CARVANA CO.,Consumer Discretionary,Consumer Discretionary,-14.0,-19.0,-5.0
2026-03-13,CVS,CVS HEALTH ,Health Care,Health Care,26.0,36.0,10.0
2026-03-13,CVX,CHEVRON ,Energy,Energy,-28.0,-14.0,14.0
2026-03-13,D,"DOMINION ENERGY, INC.",Utilities,Utilities,36.0,52.0,16.0
2026-03-13,DAL,"DELTA AIR LINES, INC.",Industrials,Industrials,-15.0,56.0,71.0
2026-03-13,DASH,"DOORDASH, INC.",Consumer Discretionary,Consumer Discretionary,-3.0,-42.0,-39.0
2026-03-13,DBA,INVESCO DB MS AGRI,,Commodities,0.0,-35.0,-35.0
2026-03-13,DBB,INVESCO DB MS BMTL,,Commodities,-33.0,1.0,34.0
2026-03-13,DBC,INVESCO DB CM IDX,,Commodities,-14.0,-22.0,-8.0
2026-03-13,DD,"DUPONT DE NEMOURS, INC.",Materials,Materials,26.0,18.0,-8.0
2026-03-13,DDOG,"DATADOG, INC.",Information Technology,Information Technology,17.0,-20.0,-37.0
2026-03-13,DE,DEERE & COMPANY,Industrials,Industrials,2.0,3.0,1.0
2026-03-13,DECK,DECKERS OUTDOOR ,Consumer Discretionary,Consumer Discretionary,-24.0,-41.0,-17.0
2026-03-13,DELL,DELL TECHNOLOGIES INC.,Information Technology,Information Technology,-15.0,-68.0,-53.0
2026-03-13,DG,DOLLAR GENERAL ,Consumer Staples,Consumer Staples,-6.0,13.0,19.0
2026-03-13,DGX,QUEST DIAGNOSTICS INC.,Health Care,Health Care,51.0,77.0,26.0
2026-03-13,DHI,"D.R. HORTON, INC.",Consumer Discretionary,Consumer Discretionary,-8.0,-46.0,-38.0
2026-03-13,DHR,DANAHER ,Health Care,Health Care,37.0,4.0,-33.0
2026-03-13,DHT,"DHT HOLDINGS, INC.",,MR Discretion,-7.0,38.0,45.0
2026-03-13,DIA,SPDR DOW JONES INDUS AVG,,Sector & Style ETFs,-41.0,-18.0,23.0
2026-03-13,DIS,THE WALT DISNEY COMPANY,Communication Services,Communication Services,48.0,-5.0,-53.0
2026-03-13,DJI,DOW JONES INDUSTRIAL AVG INDEX,,Indices,13.0,-28.0,-41.0
2026-03-13,DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,Real Estate,34.0,6.0,-28.0
2026-03-13,DLTR,"DOLLAR TREE, INC.",Consumer Staples,Consumer Staples,-25.0,4.0,29.0
2026-03-13,DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,Real Estate,-31.0,16.0,47.0
2026-03-13,DOV,DOVER ,Industrials,Industrials,-47.0,-18.0,29.0
2026-03-13,DOW,DOW INC.,Materials,Materials,7.0,-23.0,-30.0
2026-03-13,DPZ,"DOMINO'S PIZZA, INC.",Consumer Discretionary,Consumer Discretionary,-57.0,-100.0,-43.0
2026-03-13,DRI,"DARDEN RESTAURANTS, INC.",Consumer Discretionary,Consumer Discretionary,0.0,14.0,14.0
2026-03-13,DTE,DTE ENERGY COMPANY,Utilities,Utilities,25.0,-6.0,-31.0
2026-03-13,DUK,DUKE ENERGY ,Utilities,Utilities,30.0,10.0,-20.0
2026-03-13,DVA,DAVITA INC.,Health Care,Health Care,10.0,-20.0,-30.0
2026-03-13,DVN,DEVON ENERGY ,Energy,Energy,-1.0,-2.0,-1.0
2026-03-13,DXCM,"DEXCOM, INC.",Health Care,Health Care,9.0,28.0,19.0
2026-03-13,DXY,US DOLLAR INDEX,USD,Indices,-3.0,-17.0,-14.0
2026-03-13,EA,ELECTRONIC ARTS INC.,Communication Services,Communication Services,-1.0,4.0,5.0
2026-03-13,EBAY,EBAY INC.,Consumer Discretionary,Consumer Discretionary,-51.0,-66.0,-15.0
2026-03-13,EC,ECOPETROL SA,,MR Discretion,-36.0,-14.0,22.0
2026-03-13,ECH,ISHARES:MSCI CHILE,,Foreign,0.0,-0.0,-0.0
2026-03-13,ECL,ECOLAB INC.,Materials,Materials,25.0,33.0,8.0
2026-03-13,ED,"CONSOLIDATED EDISON, INC.",Utilities,Utilities,-1.0,13.0,14.0
2026-03-13,EDEN,ISHARES:MSCI DENMARK,,Foreign,-54.0,-26.0,28.0
2026-03-13,EDV,VANGUARD EXT DUR T;ETF,Bonds,Bonds,38.0,39.0,1.0
2026-03-13,EFNL,ISHARES:MSCI FINLAND,,Foreign,-23.0,-22.0,1.0
2026-03-13,EFX,EQUIFAX INC.,Industrials,Industrials,28.0,-22.0,-50.0
2026-03-13,EG,"EVEREST GROUP, LTD.",Financials,Financials,9.0,-24.0,-33.0
2026-03-13,EIDO,ISHARES:MSCI INDONESIA,,Foreign,-27.0,-24.0,3.0
2026-03-13,EIRL,ISHARES:MSCI IRELAND,,Foreign,-22.0,-6.0,16.0
2026-03-13,EIS,ISHARES:MSCI ISRAEL,,Foreign,7.0,-1.0,-8.0
2026-03-13,EIX,EDISON INTERNATIONAL,Utilities,Utilities,11.0,4.0,-7.0
2026-03-13,EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,Consumer Staples,-8.0,-18.0,-10.0
2026-03-13,ELV,"ELEVANCE HEALTH, INC.",Health Care,Health Care,22.0,36.0,14.0
2026-03-13,EME,"EMCOR GROUP, INC.",Industrials,Industrials,-8.0,-18.0,-10.0
2026-03-13,EMR,EMERSON ELECTRIC CO.,Industrials,Industrials,-60.0,-23.0,37.0
2026-03-13,ENZL,ISHARES:MSCI NEW ZLND,,Foreign,-22.0,11.0,33.0
2026-03-13,EOG,"EOG RESOURCES, INC.",Energy,Energy,-50.0,-43.0,7.0
2026-03-13,EPAM,"EPAM SYSTEMS, INC.",Information Technology,Information Technology,32.0,0.0,-32.0
2026-03-13,EPHE,ISHARES:MSCI PHILIPPINES,,Foreign,14.0,38.0,24.0
2026-03-13,EPOL,ISHARES:MSCI POLAND,,Foreign,0.0,-0.0,-0.0
2026-03-13,EPU,ISHARES:MSCI PERU,,Foreign,0.0,-24.0,-24.0
2026-03-13,EQIX,"EQUINIX, INC.",Real Estate,Real Estate,-22.0,-27.0,-5.0
2026-03-13,EQR,EQUITY RESIDENTIAL,Real Estate,Real Estate,26.0,12.0,-14.0
2026-03-13,EQT,EQT ,Energy,Energy,-16.0,-8.0,8.0
2026-03-13,ERIE,ERIE INDEMNITY COMPANY,Financials,Financials,68.0,-4.0,-72.0
2026-03-13,ES,EVERSOURCE ENERGY,Utilities,Utilities,46.0,19.0,-27.0
2026-03-13,ES=F,E-MINI S&P 500 FUTURES,,Futures,26.0,22.0,-4.0
2026-03-13,ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,Real Estate,9.0,-5.0,-14.0
2026-03-13,ETN,EATON  PUBLIC LIMITED COMPANY,Industrials,Industrials,-9.0,-21.0,-12.0
2026-03-13,ETR,ENTERGY ,Utilities,Utilities,0.0,33.0,33.0
2026-03-13,EVRG,"EVERGY, INC.",Utilities,Utilities,-7.0,18.0,25.0
2026-03-13,EW,EDWARDS LIFESCIENCES ,Health Care,Health Care,6.0,-0.0,-6.0
2026-03-13,EWA,ISHARES:MSCI AUSTRALIA,,Foreign,11.0,39.0,28.0
2026-03-13,EWC,ISHARES:MSCI CANADA,,Foreign,-3.0,8.0,11.0
2026-03-13,EWD,ISHARES:MSCI SWEDEN,,Foreign,-36.0,-20.0,16.0
2026-03-13,EWG,ISHARES:MSCI GERMANY,,Foreign,-18.0,-0.0,18.0
2026-03-13,EWH,ISHARES:MSCI HONG KONG,,Foreign,53.0,61.0,8.0
2026-03-13,EWI,ISHARES:MSCI ITALY,,Foreign,10.0,-0.0,-10.0
2026-03-13,EWJ,ISHARES:MSCI JAPAN,,Foreign,-37.0,4.0,41.0
2026-03-13,EWK,ISHARES:MSCI BELGIUM,,Foreign,9.0,-0.0,-9.0
2026-03-13,EWL,ISHARES:MSCI SWITZERLAND,,Foreign,-33.0,0.0,33.0
2026-03-13,EWM,ISHARES:MSCI MALAYSIA,,Foreign,2.0,-15.0,-17.0
2026-03-13,EWN,ISHARES:MSCI NETHERLANDS,,Foreign,0.0,-36.0,-36.0
2026-03-13,EWO,ISHARES:MSCI AUSTRIA,,Foreign,24.0,-0.0,-24.0
2026-03-13,EWP,ISHARES:MSCI SPAIN,,Foreign,0.0,-0.0,-0.0
2026-03-13,EWQ,ISHARES:MSCI FRANCE,,Foreign,-13.0,0.0,13.0
2026-03-13,EWS,ISHARES:MSCI SINGAPORE,,Foreign,-6.0,-15.0,-9.0
2026-03-13,EWT,ISHARES:MSCI TAIWAN,,Foreign,11.0,39.0,28.0
2026-03-13,EWU,ISHARES:MSCI UK,,Foreign,29.0,30.0,1.0
2026-03-13,EWW,ISHARES:MSCI MEXICO,,Foreign,0.0,-30.0,-30.0
2026-03-13,EWY,ISHARES:MSCI S KOREA,,Foreign,52.0,59.0,7.0
2026-03-13,EWZ,ISHARES:MSCI BRAZIL,,Foreign,-22.0,11.0,33.0
2026-03-13,EXC,EXELON ,Utilities,Utilities,27.0,16.0,-11.0
2026-03-13,EXE,EXPAND ENERGY ,Energy,Energy,-31.0,-5.0,26.0
2026-03-13,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON,Industrials,Industrials,-27.0,1.0,28.0
2026-03-13,EXPE,"EXPEDIA GROUP, INC.",Consumer Discretionary,Consumer Discretionary,35.0,8.0,-27.0
2026-03-13,EXR,EXTRA SPACE STORAGE INC.,Real Estate,Real Estate,25.0,24.0,-1.0
2026-03-13,F,FORD MOTOR COMPANY,Consumer Discretionary,Consumer Discretionary,16.0,0.0,-16.0
2026-03-13,FANG,"DIAMONDBACK ENERGY, INC.",Energy,Energy,-6.0,-40.0,-34.0
2026-03-13,FAST,FASTENAL COMPANY,Industrials,Industrials,-27.0,-16.0,11.0
2026-03-13,FCX,FREEPORT-MCMORAN INC.,Materials,Materials,10.0,28.0,18.0
2026-03-13,FDS,FACTSET RESEARCH SYSTEMS INC.,Financials,Financials,-49.0,-56.0,-7.0
2026-03-13,FDX,FEDEX ,Industrials,Industrials,0.0,25.0,25.0
2026-03-13,FE,FIRSTENERGY CORP.,Utilities,Utilities,20.0,40.0,20.0
2026-03-13,FFIV,"F5, INC.",Information Technology,Information Technology,-61.0,-102.0,-41.0
2026-03-13,FICO,FAIR ISAAC ,Information Technology,Information Technology,17.0,-2.0,-19.0
2026-03-13,FIS,FIDELITY NATIONAL INFORMATION SERVICES,Financials,Financials,-40.0,-77.0,-37.0
2026-03-13,FISV,"FISERV, INC.",Financials,Financials,-33.0,-83.0,-50.0
2026-03-13,FITB,FIFTH THIRD BANCORP,Financials,Financials,-2.0,-20.0,-18.0
2026-03-13,FIX,"COMFORT SYSTEMS USA, INC.",Industrials,Industrials,-1.0,7.0,8.0
2026-03-13,FOXA,FOX ,Communication Services,Communication Services,14.0,11.0,-3.0
2026-03-13,FRO,FRONTLINE PLC,,MR Discretion,-28.0,3.0,31.0
2026-03-13,FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,Real Estate,46.0,26.0,-20.0
2026-03-13,FSLR,"FIRST SOLAR, INC.",Information Technology,Information Technology,-52.0,-36.0,16.0
2026-03-13,FTI,TECHNIPFMC PLC,,MR Discretion,-38.0,5.0,43.0
2026-03-13,FTNT,"FORTINET, INC.",Information Technology,Information Technology,52.0,-27.0,-79.0
2026-03-13,FTV,FORTIVE ,Industrials,Industrials,41.0,19.0,-22.0
2026-03-13,FVX,5 YR TSY YLD NDX,Yields,Yields,-33.0,-17.0,16.0
2026-03-13,FXA,INVESCO:AU DOLLAR,,Currencies,4.0,20.0,16.0
2026-03-13,FXB,INVESCO:GBP STERLING,,Currencies,-54.0,-18.0,36.0
2026-03-13,FXC,INVESCO:CANADIAN DOLLAR,,Currencies,48.0,31.0,-17.0
2026-03-13,FXE,INVESCO:EURO,,Currencies,-42.0,-18.0,24.0
2026-03-13,FXY,INVESCO:JAPANESE YEN,,Currencies,35.0,9.0,-26.0
2026-03-13,GD,GENERAL DYNAMICS ,Industrials,Industrials,-19.0,49.0,68.0
2026-03-13,GDDY,GODADDY INC.,Information Technology,Information Technology,21.0,-22.0,-43.0
2026-03-13,GDX,VANECK:GOLD MINERS,,Commodities,-17.0,-41.0,-24.0
2026-03-13,GDXJ,VANECK:JR GOLD MINERS,,Commodities,5.0,-19.0,-24.0
2026-03-13,GE,GENERAL ELECTRIC COMPANY,Industrials,Industrials,-19.0,15.0,34.0
2026-03-13,GEHC,GE HEALTHCARE TECHNOLOGIES INC.,Health Care,Health Care,25.0,13.0,-12.0
2026-03-13,GEN,GEN DIGITAL INC.,Information Technology,Information Technology,71.0,17.0,-54.0
2026-03-13,GEOS,GEOSPACE TECHNOLOGIES ,,MR Discretion,-4.0,-18.0,-14.0
2026-03-13,GEV,GE VERNOVA INC.,Industrials,Industrials,10.0,7.0,-3.0
2026-03-13,GGB,GERDAU SA,,MR Discretion,-35.0,-24.0,11.0
2026-03-13,GILD,"GILEAD SCIENCES, INC.",Health Care,Health Care,42.0,79.0,37.0
2026-03-13,GIS,"GENERAL MILLS, INC.",Consumer Staples,Consumer Staples,3.0,2.0,-1.0
2026-03-13,GL,GLOBE LIFE INC.,Financials,Financials,13.0,-9.0,-22.0
2026-03-13,GLATF,GLOBAL ATOMIC ,,MR Discretion,-18.0,-19.0,-1.0
2026-03-13,GLD,SPDR GOLD,Gold,Commodities,-71.0,-26.0,45.0
2026-03-13,GLW,CORNING INC.,Information Technology,Information Technology,10.0,-8.0,-18.0
2026-03-13,GM,GENERAL MOTORS COMPANY,Consumer Discretionary,Consumer Discretionary,20.0,-0.0,-20.0
2026-03-13,GNK,GENCO SHIPPING & TRADING LIMITED,,MR Discretion,-12.0,-10.0,2.0
2026-03-13,GNRC,GENERAC HOLDINGS INC.,Industrials,Industrials,7.0,8.0,1.0
2026-03-13,GOOGL,ALPHABET INC.,Communication Services,Communication Services,10.0,47.0,37.0
2026-03-13,GPC,GENUINE PARTS COMPANY,Consumer Discretionary,Consumer Discretionary,35.0,5.0,-30.0
2026-03-13,GPN,GLOBAL PAYMENTS INC.,Financials,Financials,34.0,-13.0,-47.0
2026-03-13,GREK,GLBL X MSCI GREECE,,Foreign,0.0,-0.0,-0.0
2026-03-13,GRMN,GARMIN LTD,Consumer Discretionary,Consumer Discretionary,-4.0,-33.0,-29.0
2026-03-13,GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,Financials,-3.0,-13.0,-10.0
2026-03-13,GWW,"W.W. GRAINGER, INC.",Industrials,Industrials,1.0,-22.0,-23.0
2026-03-13,HAL,HALLIBURTON COMPANY,Energy,Energy,-9.0,25.0,34.0
2026-03-13,HAS,"HASBRO, INC.",Consumer Discretionary,Consumer Discretionary,40.0,23.0,-17.0
2026-03-13,HBAN,HUNTINGTON BANCSHARES INC.,Financials,Financials,-32.0,-20.0,12.0
2026-03-13,HCA,"HCA HEALTHCARE, INC.",Health Care,Health Care,118.0,75.0,-43.0
2026-03-13,HD,"THE HOME DEPOT, INC.",Consumer Discretionary,Consumer Discretionary,7.0,-3.0,-10.0
2026-03-13,HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,Financials,-57.0,-46.0,11.0
2026-03-13,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Industrials,Industrials,24.0,25.0,1.0
2026-03-13,HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,27.0,35.0,8.0
2026-03-13,HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,MR Discretion,24.0,2.0,-22.0
2026-03-13,HOLX,"HOLOGIC, INC.",Health Care,Health Care,29.0,2.0,-27.0
2026-03-13,HON,HONEYWELL INTERNATIONAL INC.,Industrials,Industrials,-21.0,19.0,40.0
2026-03-13,HOOD,"ROBINHOOD MARKETS, INC.",Financials,Financials,-30.0,-51.0,-21.0
2026-03-13,HPE,HEWLETT PACKARD ENTERPRISE COMPANY,Information Technology,Information Technology,-20.0,26.0,46.0
2026-03-13,HPQ,HP INC.,Information Technology,Information Technology,36.0,-10.0,-46.0
2026-03-13,HRL,HORMEL FOODS ,Consumer Staples,Consumer Staples,10.0,3.0,-7.0
2026-03-13,HSIC,"HENRY SCHEIN, INC.",Health Care,Health Care,-1.0,18.0,19.0
2026-03-13,HST,"HOST HOTELS & RESORTS, INC.",Real Estate,Real Estate,27.0,45.0,18.0
2026-03-13,HSY,THE HERSHEY COMPANY,Consumer Staples,Consumer Staples,9.0,44.0,35.0
2026-03-13,HUBB,HUBBELL INC.,Industrials,Industrials,-28.0,-10.0,18.0
2026-03-13,HUM,HUMANA INC.,Health Care,Health Care,-28.0,-8.0,20.0
2026-03-13,HWM,HOWMET AEROSPACE INC.,Industrials,Industrials,-26.0,9.0,35.0
2026-03-13,HYD,VANECK:HIGH YIELD MUNI,,Bonds,30.0,70.0,40.0
2026-03-13,HYG,ISHARES:IBOXX $HY CORP,Bonds,Bonds,0.0,11.0,11.0
2026-03-13,IBKR,"INTERACTIVE BROKERS GROUP, INC.",Financials,Financials,21.0,11.0,-10.0
2026-03-13,IBM,INTERNATIONAL BUSINESS MACHINES ,Information Technology,Information Technology,-23.0,-53.0,-30.0
2026-03-13,ICE,"INTERCONTINENTAL EXCHANGE, INC.",Financials,Financials,15.0,-5.0,-20.0
2026-03-13,ICL,ICL GROUP LTD,,MR Discretion,4.0,6.0,2.0
2026-03-13,IDXX,"IDEXX LABORATORIES, INC.",Health Care,Health Care,17.0,13.0,-4.0
2026-03-13,IEF,ISHARES:7-10 TRS BD ETF,Bonds,Bonds,-39.0,-11.0,28.0
2026-03-13,IEX,IDEX ,Industrials,Industrials,14.0,4.0,-10.0
2026-03-13,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Materials,Materials,-1.0,23.0,24.0
2026-03-13,INCY,INCYTE ,Health Care,Health Care,-12.0,16.0,28.0
2026-03-13,INDA,ISHARES:MSCI INDIA,,Foreign,15.0,-18.0,-33.0
2026-03-13,INTC,INTEL ,Information Technology,Information Technology,-22.0,22.0,44.0
2026-03-13,INTU,INTUIT INC.,Information Technology,Information Technology,-44.0,-77.0,-33.0
2026-03-13,INVH,INVITATION HOMES INC.,Real Estate,Real Estate,104.0,75.0,-29.0
2026-03-13,IP,INTERNATIONAL PAPER COMPANY,Materials,Materials,41.0,35.0,-6.0
2026-03-13,IQV,IQVIA HOLDINGS INC,Health Care,Health Care,15.0,0.0,-15.0
2026-03-13,IR,INGERSOLL RAND INC.,Industrials,Industrials,16.0,4.0,-12.0
2026-03-13,IRM,IRON MOUNTAIN INC.,Real Estate,Real Estate,21.0,-5.0,-26.0
2026-03-13,ISRG,"INTUITIVE SURGICAL, INC.",Health Care,Health Care,-12.0,-26.0,-14.0
2026-03-13,IT,"GARTNER, INC.",Information Technology,Information Technology,0.0,-7.0,-7.0
2026-03-13,ITW,ILLINOIS TOOL WORKS INC.,Industrials,Industrials,11.0,-15.0,-26.0
2026-03-13,IVZ,INVESCO LTD.,Financials,Financials,-81.0,-18.0,63.0
2026-03-13,IWD,ISHARES:RUSS 1000 VL ETF,,Sector & Style ETFs,3.0,55.0,52.0
2026-03-13,IWF,ISHARES:RUSS 1000 GR ETF,,Sector & Style ETFs,22.0,17.0,-5.0
2026-03-13,IWM,ISHARES:RUSS 2000 ETF,,Sector & Style ETFs,-74.0,-18.0,56.0
2026-03-13,J,JACOBS SOLUTIONS INC.,Industrials,Industrials,-23.0,-29.0,-6.0
2026-03-13,JBHT,"J. B. HUNT TRANSPORT SERVICES, INC.",Industrials,Industrials,11.0,35.0,24.0
2026-03-13,JBL,JABIL INC.,Information Technology,Information Technology,-10.0,-2.0,8.0
2026-03-13,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Industrials,-22.0,-15.0,7.0
2026-03-13,JKHY,"JACK HENRY & ASSOCIATES, INC.",Financials,Financials,-73.0,-93.0,-20.0
2026-03-13,JNJ,JOHNSON & JOHNSON,Health Care,Health Care,79.0,84.0,5.0
2026-03-13,JNK,SPDR BBG HIGH YIELD BD,,Bonds,0.0,11.0,11.0
2026-03-13,JPM,JPMORGAN CHASE & CO.,Financials,Financials,-89.0,-33.0,56.0
2026-03-13,KDP,KEURIG DR PEPPER INC.,Consumer Staples,Consumer Staples,12.0,28.0,16.0
2026-03-13,KEY,KEYCORP,Financials,Financials,-57.0,-13.0,44.0
2026-03-13,KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Information Technology,Information Technology,-3.0,35.0,38.0
2026-03-13,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,Consumer Staples,53.0,7.0,-46.0
2026-03-13,KIM,KIMCO REALTY .,Real Estate,Real Estate,1.0,-26.0,-27.0
2026-03-13,KKR,KKR & CO. INC.,Financials,Financials,23.0,-16.0,-39.0
2026-03-13,KLAC,KLA ,Information Technology,Information Technology,9.0,8.0,-1.0
2026-03-13,KMB,KIMBERLY-CLARK ,Consumer Staples,Consumer Staples,74.0,0.0,-74.0
2026-03-13,KMI,"KINDER MORGAN, INC.",Energy,Energy,7.0,10.0,3.0
2026-03-13,KO,THE COCA-COLA COMPANY,Consumer Staples,Consumer Staples,28.0,35.0,7.0
2026-03-13,KR,THE KROGER CO.,Consumer Staples,Consumer Staples,3.0,-24.0,-27.0
2026-03-13,KVUE,KENVUE INC.,Consumer Staples,Consumer Staples,47.0,23.0,-24.0
2026-03-13,L,LOEWS ,Financials,Financials,19.0,65.0,46.0
2026-03-13,LDOS,"LEIDOS HOLDINGS, INC.",Industrials,Industrials,-6.0,12.0,18.0
2026-03-13,LEN,LENNAR ,Consumer Discretionary,Consumer Discretionary,59.0,17.0,-42.0
2026-03-13,LH,LABORATORY  OF AMERICA HOLDINGS,Health Care,Health Care,-36.0,-17.0,19.0
2026-03-13,LHX,"L3HARRIS TECHNOLOGIES, INC.",Industrials,Industrials,-67.0,-16.0,51.0
2026-03-13,LII,LENNOX INTERNATIONAL INC.,Industrials,Industrials,6.0,-33.0,-39.0
2026-03-13,LIN,LINDE PUBLIC LIMITED COMPANY,Materials,Materials,-23.0,-20.0,3.0
2026-03-13,LLY,ELI LILLY AND COMPANY,Health Care,Health Care,115.0,43.0,-72.0
2026-03-13,LMT,LOCKHEED MARTIN ,Industrials,Industrials,-26.0,16.0,42.0
2026-03-13,LNT,ALLIANT ENERGY ,Utilities,Utilities,-27.0,-5.0,22.0
2026-03-13,LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,-33.0,-20.0,13.0
2026-03-13,LQD,ISHARES:IBOXX $IG CORP,Bonds,Bonds,-10.0,13.0,23.0
2026-03-13,LRCX,LAM RESEARCH ,Information Technology,Information Technology,-9.0,-15.0,-6.0
2026-03-13,LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,Consumer Discretionary,9.0,-47.0,-56.0
2026-03-13,LUV,SOUTHWEST AIRLINES CO.,Industrials,Industrials,-2.0,-0.0,2.0
2026-03-13,LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,Consumer Discretionary,22.0,36.0,14.0
2026-03-13,LW,"LAMB WESTON HOLDINGS, INC.",Consumer Staples,Consumer Staples,42.0,-10.0,-52.0
2026-03-13,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,Materials,10.0,-43.0,-53.0
2026-03-13,LYV,"LIVE NATION ENTERTAINMENT, INC.",Communication Services,Communication Services,23.0,-34.0,-57.0
2026-03-13,MA,MASTERCARD INC..,Financials,Financials,62.0,17.0,-45.0
2026-03-13,MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,Real Estate,44.0,9.0,-35.0
2026-03-13,MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,Consumer Discretionary,25.0,27.0,2.0
2026-03-13,MAS,MASCO ,Industrials,Industrials,-7.0,-9.0,-2.0
2026-03-13,MCD,MCDONALD'S ,Consumer Discretionary,Consumer Discretionary,29.0,53.0,24.0
2026-03-13,MCHI,ISHARES:MSCI CHINA,,Foreign,36.0,41.0,5.0
2026-03-13,MCHP,MICROCHIP TECHNOLOGY INC.,Information Technology,Information Technology,-13.0,-9.0,4.0
2026-03-13,MCK,MCKESSON ,Health Care,Health Care,-53.0,18.0,71.0
2026-03-13,MCO,MOODY'S ,Financials,Financials,15.0,-22.0,-37.0
2026-03-13,MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,Consumer Staples,31.0,13.0,-18.0
2026-03-13,MDT,MEDTRONIC PUBLIC LIMITED COMPANY,Health Care,Health Care,-3.0,-13.0,-10.0
2026-03-13,MDY,SPDR S&P MIDCAP 400 ETF,,Sector & Style ETFs,-10.0,13.0,23.0
2026-03-13,MET,"METLIFE, INC.",Financials,Financials,16.0,-18.0,-34.0
2026-03-13,META,"META PLATFORMS, INC.",Communication Services,Communication Services,-23.0,-38.0,-15.0
2026-03-13,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Consumer Discretionary,-40.0,-58.0,-18.0
2026-03-13,MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,Consumer Staples,-23.0,-18.0,5.0
2026-03-13,MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,Materials,26.0,-0.0,-26.0
2026-03-13,MMM,3M COMPANY,Industrials,Industrials,0.0,4.0,4.0
2026-03-13,MNST,MONSTER BEVERAGE ,Consumer Staples,Consumer Staples,19.0,7.0,-12.0
2026-03-13,MO,"ALTRIA GROUP, INC.",Consumer Staples,Consumer Staples,35.0,34.0,-1.0
2026-03-13,MOH,"MOLINA HEALTHCARE, INC.",Health Care,Health Care,-71.0,-93.0,-22.0
2026-03-13,MOS,THE MOSAIC COMPANY,Materials,Materials,-17.0,18.0,35.0
2026-03-13,MP,MP MATERIALS CORP,,MR Discretion,-25.0,32.0,57.0
2026-03-13,MPC,MARATHON PETROLEUM ,Energy,Energy,-26.0,-20.0,6.0
2026-03-13,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",Information Technology,Information Technology,-8.0,-18.0,-10.0
2026-03-13,MRK,"MERCK & CO., INC.",Health Care,Health Care,12.0,51.0,39.0
2026-03-13,MRNA,"MODERNA, INC.",Health Care,Health Care,-40.0,-27.0,13.0
2026-03-13,MRSH,"MARSH & MCLENNAN COMPANIES, INC.",Financials,Financials,-30.0,-7.0,23.0
2026-03-13,MS,MORGAN STANLEY,Financials,Financials,-28.0,-12.0,16.0
2026-03-13,MSCI,MSCI INC.,Financials,Financials,19.0,16.0,-3.0
2026-03-13,MSFT,MICROSOFT ,Information Technology,Information Technology,10.0,-21.0,-31.0
2026-03-13,MSI,"MOTOROLA SOLUTIONS, INC.",Information Technology,Information Technology,-12.0,5.0,17.0
2026-03-13,MTB,M&T BANK ,Financials,Financials,-3.0,-13.0,-10.0
2026-03-13,MTCH,"MATCH GROUP, INC.",Communication Services,Communication Services,-42.0,-26.0,16.0
2026-03-13,MTD,METTLER-TOLEDO INTERNATIONAL INC.,Health Care,Health Care,-26.0,-13.0,13.0
