Ticker,Ticker_name,Exposure,Date,wtd_pct_change
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS ,Information Technology,2026-02-20,-0.0228
DDOG,"DATADOG, INC.",Information Technology,2026-02-20,-0.0762
DELL,DELL TECHNOLOGIES INC.,Information Technology,2026-02-20,0.0407
EPAM,"EPAM SYSTEMS, INC.",Information Technology,2026-02-20,-0.1654
FFIV,"F5, INC.",Information Technology,2026-02-20,0.0163
FICO,FAIR ISAAC ,Information Technology,2026-02-20,0.0042
FSLR,"FIRST SOLAR, INC.",Information Technology,2026-02-20,0.0719
FTNT,"FORTINET, INC.",Information Technology,2026-02-20,-0.065
GDDY,GODADDY INC.,Information Technology,2026-02-20,0.0171
GEN,GEN DIGITAL INC.,Information Technology,2026-02-20,-0.0578
GLW,CORNING INC.,Information Technology,2026-02-20,0.0453
HPE,HEWLETT PACKARD ENTERPRISE COMPANY,Information Technology,2026-02-20,-0.0582
HPQ,HP INC.,Information Technology,2026-02-20,-0.0348
IBM,INTERNATIONAL BUSINESS MACHINES ,Information Technology,2026-02-20,-0.0199
INTC,INTEL ,Information Technology,2026-02-20,-0.0573
INTU,INTUIT INC.,Information Technology,2026-02-20,-0.0472
IT,"GARTNER, INC.",Information Technology,2026-02-20,-0.0306
JBL,JABIL INC.,Information Technology,2026-02-20,0.0649
KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Information Technology,2026-02-20,0.043
KLAC,KLA ,Information Technology,2026-02-20,0.0218
LRCX,LAM RESEARCH ,Information Technology,2026-02-20,0.0399
MCHP,MICROCHIP TECHNOLOGY INC.,Information Technology,2026-02-20,-0.0106
MPWR,"MONOLITHIC POWER SYSTEMS, INC.",Information Technology,2026-02-20,0.0279
MSFT,MICROSOFT ,Information Technology,2026-02-20,-0.0102
MSI,"MOTOROLA SOLUTIONS, INC.",Information Technology,2026-02-20,0.0022
MU,"MICRON TECHNOLOGY, INC.",Information Technology,2026-02-20,0.0401
NOW,"SERVICENOW, INC.",Information Technology,2026-02-20,-0.0262
NTAP,"NETAPP, INC.",Information Technology,2026-02-20,0.0006
NVDA,NVIDIA ,Information Technology,2026-02-20,0.0383
NXPI,NXP SEMICONDUCTORS NV,Information Technology,2026-02-20,-0.0497
ON,ON SEMICONDUCTOR ,Information Technology,2026-02-20,-0.0429
ORCL,ORACLE ,Information Technology,2026-02-20,-0.0753
PANW,"PALO ALTO NETWORKS, INC.",Information Technology,2026-02-20,-0.1093
PLTR,PALANTIR TECHNOLOGIES INC.,Information Technology,2026-02-20,0.0291
PTC,PTC INC.,Information Technology,2026-02-20,-0.0103
Q,"QNITY ELECTRONICS, INC.",Information Technology,2026-02-20,0.0158
QCOM,QUALCOMM INC.,Information Technology,2026-02-20,0.0155
ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,2026-02-20,0.0447
SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,2026-02-20,0.0616
SNDK,SANDISK CORPORATION,Information Technology,2026-02-20,0.0374
SNPS,"SYNOPSYS, INC.",Information Technology,2026-02-20,0.0065
STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,2026-02-20,-0.0349
SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,2026-02-20,-0.033
TDY,TELEDYNE TECHNOLOGIES INC.,Information Technology,2026-02-20,0.0128
TEL,TE CONNECTIVITY LTD,Information Technology,2026-02-20,-0.0062
TER,"TERADYNE, INC.",Information Technology,2026-02-20,0.0324
TRMB,TRIMBLE INC.,Information Technology,2026-02-20,0.0184
TXN,TEXAS INSTRUMENTS INC.,Information Technology,2026-02-20,-0.0284
TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,2026-02-20,0.043
VRSN,"VERISIGN, INC.",Information Technology,2026-02-20,-0.0142
WDAY,"WORKDAY, INC.",Information Technology,2026-02-20,-0.0458
WDC,WESTERN DIGITAL ,Information Technology,2026-02-20,0.014
ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,2026-02-20,-0.0348
ALB,ALBEMARLE ,Materials,2026-02-20,0.0124
AMCR,AMCOR PLC,Materials,2026-02-20,0.008
APD,"AIR PRODUCTS AND CHEMICALS, INC.",Materials,2026-02-20,0.0051
AVY,AVERY DENNISON ,Materials,2026-02-20,0.0057
BALL,BALL ,Materials,2026-02-20,-0.0113
CF,"CF INDUSTRIES HOLDINGS, INC.",Materials,2026-02-20,0.0266
CRH,CRH PUBLIC LIMITED COMPANY,Materials,2026-02-20,-0.0153
CTVA,"CORTEVA, INC.",Materials,2026-02-20,0.0171
DD,"DUPONT DE NEMOURS, INC.",Materials,2026-02-20,0.0038
DOW,DOW INC.,Materials,2026-02-20,-0.0606
ECL,ECOLAB INC.,Materials,2026-02-20,0.0167
FCX,FREEPORT-MCMORAN INC.,Materials,2026-02-20,0.0239
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Materials,2026-02-20,-0.0194
IP,INTERNATIONAL PAPER COMPANY,Materials,2026-02-20,-0.0454
LIN,LINDE PUBLIC LIMITED COMPANY,Materials,2026-02-20,0.0322
LYB,LYONDELLBASELL INDUSTRIES NV,Materials,2026-02-20,-0.0163
MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,2026-02-20,0.0104
MOS,THE MOSAIC COMPANY,Materials,2026-02-20,-0.0074
NEM,NEWMONT ,Materials,2026-02-20,-0.0292
NUE,NUCOR ,Materials,2026-02-20,-0.0176
PKG,PACKAGING  OF AMERICA,Materials,2026-02-20,-0.0369
PPG,"PPG INDUSTRIES, INC.",Materials,2026-02-20,-0.0366
SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,2026-02-20,-0.0224
STLD,"STEEL DYNAMICS, INC.",Materials,2026-02-20,0.0089
SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,2026-02-20,-0.0547
VMC,VULCAN MATERIALS COMPANY,Materials,2026-02-20,-0.0682
AMT,AMERICAN TOWER ,Real Estate,2026-02-20,-0.0249
ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Real Estate,2026-02-20,0.0221
AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,2026-02-20,0.0069
BXP,"BOSTON PROPERTIES, INC.",Real Estate,2026-02-20,-0.0099
CBRE,"CBRE GROUP, INC.",Real Estate,2026-02-20,0.033
CCI,CROWN CASTLE INC.,Real Estate,2026-02-20,-0.0262
CPT,CAMDEN PROPERTY TRUST,Real Estate,2026-02-20,-0.0123
CSGP,"COSTAR GROUP, INC.",Real Estate,2026-02-20,0.1085
DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,2026-02-20,-0.0292
DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,2026-02-20,0.0174
EQIX,"EQUINIX, INC.",Real Estate,2026-02-20,-0.0294
EQR,EQUITY RESIDENTIAL,Real Estate,2026-02-20,-0.0197
ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,2026-02-20,0.0134
EXR,EXTRA SPACE STORAGE INC.,Real Estate,2026-02-20,0.0437
FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,2026-02-20,0.0253
HST,"HOST HOTELS & RESORTS, INC.",Real Estate,2026-02-20,0.0256
INVH,INVITATION HOMES INC.,Real Estate,2026-02-20,-0.0626
IRM,IRON MOUNTAIN INC.,Real Estate,2026-02-20,0.0042
KIM,KIMCO REALTY .,Real Estate,2026-02-20,0.0203
MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,2026-02-20,-0.0153
O,REALTY INCOME ,Real Estate,2026-02-20,0.0073
PLD,"PROLOGIS, INC.",Real Estate,2026-02-20,0.0183
PSA,PUBLIC STORAGE.,Real Estate,2026-02-20,0.0155
REG,REGENCY CENTERS ,Real Estate,2026-02-20,0.0088
SBAC,SBA COMMUNICATIONS ,Real Estate,2026-02-20,-0.0061
SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,2026-02-20,0.0247
UDR,"UDR, INC.",Real Estate,2026-02-20,-0.0242
VICI,VICI PROPERTIES INC.,Real Estate,2026-02-20,0.027
VTR,"VENTAS, INC.",Real Estate,2026-02-20,0.0082
WELL,WELLTOWER INC.,Real Estate,2026-02-20,-0.012
WY,WEYERHAEUSER COMPANY,Real Estate,2026-02-20,-0.055
DXY,US DOLLAR INDEX,USD,2026-02-20,0.0094
AEE,AMEREN ,Utilities,2026-02-20,-0.0083
AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,2026-02-20,-0.0044
AES,THE AES ,Utilities,2026-02-20,0.0141
ATO,ATMOS ENERGY ,Utilities,2026-02-20,0.0096
AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,2026-02-20,-0.0309
CEG,CONSTELLATION ENERGY,Utilities,2026-02-20,0.0222
CMS,CMS ENERGY ,Utilities,2026-02-20,-0.0115
CNP,"CENTERPOINT ENERGY, INC.",Utilities,2026-02-20,0.0113
D,"DOMINION ENERGY, INC.",Utilities,2026-02-20,-0.0083
DTE,DTE ENERGY COMPANY,Utilities,2026-02-20,0.0004
DUK,DUKE ENERGY ,Utilities,2026-02-20,-0.0111
ED,"CONSOLIDATED EDISON, INC.",Utilities,2026-02-20,-0.0344
EIX,EDISON INTERNATIONAL,Utilities,2026-02-20,0.0319
ES,EVERSOURCE ENERGY,Utilities,2026-02-20,0.0027
ETR,ENTERGY ,Utilities,2026-02-20,-0.01
EVRG,"EVERGY, INC.",Utilities,2026-02-20,-0.0294
EXC,EXELON ,Utilities,2026-02-20,-0.0142
FE,FIRSTENERGY CORP.,Utilities,2026-02-20,0.002
LNT,ALLIANT ENERGY ,Utilities,2026-02-20,-0.0025
NEE,"NEXTERA ENERGY, INC.",Utilities,2026-02-20,-0.0173
NI,NISOURCE INC.,Utilities,2026-02-20,0.0002
NRG,"NRG ENERGY, INC.",Utilities,2026-02-20,0.0396
PCG,PG&E ,Utilities,2026-02-20,0.011
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,2026-02-20,-0.0093
PNW,PINNACLE WEST CAPITAL ,Utilities,2026-02-20,-0.0106
PPL,PPL ,Utilities,2026-02-20,-0.01
SO,THE SOUTHERN COMPANY,Utilities,2026-02-20,-0.0068
SRE,SEMPRA,Utilities,2026-02-20,-0.013
VST,VISTRA CORP.,Utilities,2026-02-20,-0.0005
WEC,"WEC ENERGY GROUP, INC.",Utilities,2026-02-20,-0.0125
XEL,XCEL ENERGY INC.,Utilities,2026-02-20,-0.0005
FVX,5 YR TSY YLD NDX,Yields,2026-02-20,0.0111
TNX,10 Y TSY YLD NDX,Yields,2026-02-20,0.0074
TYX,30 Y TSY YLD NDX,Yields,2026-02-20,0.0064
ASC,ARDMORE SHIPPING ,,2026-02-20,0.1141
BTC=F,BITCOIN FUTURES,,2026-02-20,-0.0153
BTI,BRITISH AMERICAN TOBACCO P.L.C.,,2026-02-20,0.0434
BTU,PEABODY ENERGY ,,2026-02-20,-0.0267
CALM,"CAL-MAINE FOODS, INC.",,2026-02-20,0.0044
CANE,TEUCRIUM:SUGAR,,2026-02-20,0.0221
CCJ,CAMECO ,,2026-02-20,0.0748
CMBT,CMB.TECH NV,,2026-02-20,0.0879
CMRE,COSTAMARE INC.,,2026-02-20,0.0148
CNR,"CORE NATURAL RESOURCES, INC.",,2026-02-20,-0.039
COMT,ISHARES:GSCI COMM DYN RS,,2026-02-20,0.033
CORN,TEUCRIUM:CORN,,2026-02-20,-0.0017
CPER,UNITED STATES COPPER IDX,,2026-02-20,0.0172
CRESY,CRESUD INC.,,2026-02-20,0.0229
DBA,INVESCO DB MS AGRI,,2026-02-20,0.0093
DBB,INVESCO DB MS BMTL,,2026-02-20,0.0102
DBC,INVESCO DB CM IDX,,2026-02-20,0.0302
DHT,"DHT HOLDINGS, INC.",,2026-02-20,0.0968
DIA,SPDR DOW JONES INDUS AVG,,2026-02-20,0.0016
DJI,DOW JONES INDUSTRIAL AVG INDEX,,2026-02-20,0.0025
EC,ECOPETROL SA,,2026-02-20,0.0504
ECH,ISHARES:MSCI CHILE,,2026-02-20,-0.0052
EDEN,ISHARES:MSCI DENMARK,,2026-02-20,-0.0071
EFNL,ISHARES:MSCI FINLAND,,2026-02-20,0.0258
EIDO,ISHARES:MSCI INDONESIA,,2026-02-20,0.0163
EIRL,ISHARES:MSCI IRELAND,,2026-02-20,0.0145
EIS,ISHARES:MSCI ISRAEL,,2026-02-20,0.0022
ENZL,ISHARES:MSCI NEW ZLND,,2026-02-20,-0.0199
EPHE,ISHARES:MSCI PHILIPPINES,,2026-02-20,0.007
EPOL,ISHARES:MSCI POLAND,,2026-02-20,0.0037
EPU,ISHARES:MSCI PERU,,2026-02-20,0.0345
ES=F,E-MINI S&P 500 FUTURES,,2026-02-20,0.0116
EWA,ISHARES:MSCI AUSTRALIA,,2026-02-20,0.0185
EWC,ISHARES:MSCI CANADA,,2026-02-20,0.0176
EWD,ISHARES:MSCI SWEDEN,,2026-02-20,0.0099
EWG,ISHARES:MSCI GERMANY,,2026-02-20,0.008
EWH,ISHARES:MSCI HONG KONG,,2026-02-20,0.0263
EWI,ISHARES:MSCI ITALY,,2026-02-20,0.0229
EWJ,ISHARES:MSCI JAPAN,,2026-02-20,-0.0254
EWK,ISHARES:MSCI BELGIUM,,2026-02-20,0.0011
EWL,ISHARES:MSCI SWITZERLAND,,2026-02-20,0.0092
EWM,ISHARES:MSCI MALAYSIA,,2026-02-20,0.0138
EWN,ISHARES:MSCI NETHERLANDS,,2026-02-20,0.0248
EWO,ISHARES:MSCI AUSTRIA,,2026-02-20,0.0247
EWP,ISHARES:MSCI SPAIN,,2026-02-20,0.0254
EWQ,ISHARES:MSCI FRANCE,,2026-02-20,0.021
EWS,ISHARES:MSCI SINGAPORE,,2026-02-20,0.0337
EWT,ISHARES:MSCI TAIWAN,,2026-02-20,0.0182
EWU,ISHARES:MSCI UK,,2026-02-20,0.0167
EWW,ISHARES:MSCI MEXICO,,2026-02-20,0.0025
EWY,ISHARES:MSCI S KOREA,,2026-02-20,0.059
EWZ,ISHARES:MSCI BRAZIL,,2026-02-20,0.0344
FRO,FRONTLINE PLC,,2026-02-20,0.1229
FTI,TECHNIPFMC PLC,,2026-02-20,0.0347
FXA,INVESCO:AU DOLLAR,,2026-02-20,0.0016
FXB,INVESCO:GBP STERLING,,2026-02-20,-0.013
FXC,INVESCO:CANADIAN DOLLAR,,2026-02-20,-0.004
FXE,INVESCO:EURO,,2026-02-20,-0.0073
FXY,INVESCO:JAPANESE YEN,,2026-02-20,-0.0151
GDX,VANECK:GOLD MINERS,,2026-02-20,0.0223
GDXJ,VANECK:JR GOLD MINERS,,2026-02-20,0.0416
GEOS,GEOSPACE TECHNOLOGIES ,,2026-02-20,-0.0382
GGB,GERDAU SA,,2026-02-20,0.0121
GLATF,GLOBAL ATOMIC ,,2026-02-20,0.16
GNK,GENCO SHIPPING & TRADING LIMITED,,2026-02-20,0.0788
GREK,GLBL X MSCI GREECE,,2026-02-20,-0.0139
HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,2026-02-20,0.0395
HYD,VANECK:HIGH YIELD MUNI,,2026-02-20,0.001
ICL,ICL GROUP LTD,,2026-02-20,-0.0524
INDA,ISHARES:MSCI INDIA,,2026-02-20,0.01
IWD,ISHARES:RUSS 1000 VL ETF,,2026-02-20,0.007
IWF,ISHARES:RUSS 1000 GR ETF,,2026-02-20,0.015
IWM,ISHARES:RUSS 2000 ETF,,2026-02-20,0.0063
JNK,SPDR BBG HIGH YIELD BD,,2026-02-20,0.0014
MCHI,ISHARES:MSCI CHINA,,2026-02-20,0.0109
MDY,SPDR S&P MIDCAP 400 ETF,,2026-02-20,0.0122
MP,MP MATERIALS CORP,,2026-02-20,-0.0464
MTUM,ISHARES:MSCI USA MOM FCT,,2026-02-20,0.0131
MUB,ISHARES:NATL MUNI BOND,,2026-02-20,0.0026
NDX,NASDAQ 100 INDEX,,2026-02-20,0.0113
NORW,GLBL X MSCI NORWAY ETF,,2026-02-20,0.0299
NOV,NOV INC.,,2026-02-20,0.062
NQ=F,NASDAQ 100 FUTURES,,2026-02-20,0.0123
OEF,ISHARES:S&P 100,,2026-02-20,0.0128
PAM,PAMPA ENERGIA SA,,2026-02-20,0.0199
PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,2026-02-20,0.0395
PFF,ISHARES:PREF AND INC SEC,,2026-02-20,0.0003
POWA,INVESCO BLOOMBERG PRICING POWER,,2026-02-20,-0.0024
PPLT,ABRDN:PHYSICAL PLATINUM,,2026-02-20,0.0509
QAT,ISHARES:MSCI QATAR,,2026-02-20,-0.0124
QQQ,INVESCO QQQ TRUST 1,,2026-02-20,0.0114
QUAL,ISHARES:MSCI USA QF,,2026-02-20,0.0131
RIG,TRANSOCEAN LTD,,2026-02-20,-0.0031
ROKU,"ROKU, INC.",,2026-02-20,-0.0111
RSP,INVESCO S&P500 EWGHT,,2026-02-20,0.006
RUT,RUSSELL 2000 INDEX,,2026-02-20,0.0065
SBLK,STAR BULK CARRIERS CORP.,,2026-02-20,0.0605
SCHP,SCHWAB STR:US TIPS,,2026-02-20,-0.0011
SD,"SANDRIDGE ENERGY, INC.",,2026-02-20,0.042
SDY,SPDR S&P DIVIDEND,,2026-02-20,-0.0015
SILJ,ETFMG PRIME JR SILVR MNR,,2026-02-20,0.0695
SLV,ISHARES:SILVER TRUST,,2026-02-20,0.099
SM,SM ENERGY COMPANY,,2026-02-20,0.1025
SMH,VANECK:SEMICONDUCTOR,,2026-02-20,0.0179
SOYB,TEUCRIUM:SOYBEAN,,2026-02-20,0.0021
SPHB,INVESCO S&P500 HI BE,,2026-02-20,0.0142
SPLV,INVESCO S&P500 LOWVL,,2026-02-20,0.0012
SPX,S&P 500 INDEX,,2026-02-20,0.0107
SPY,SPDR S&P 500 ETF,,2026-02-20,0.0113
STLA,STELLANTIS NV,,2026-02-20,-0.0026
STNG,SCORPIO TANKERS INC.,,2026-02-20,0.0163
TAGS,TEUCRIUM:AGRICULTURAL,,2026-02-20,0.0212
TDW,TIDEWATER INC.,,2026-02-20,0.0493
TECK,TECK RESOURCES LIMITED,,2026-02-20,0.0083
THD,ISHARES:MSCI THAI,,2026-02-20,0.0299
TS,TENARIS SA,,2026-02-20,0.0755
TUR,ISHARES:MSCI TURKEY,,2026-02-20,-0.0135
URA,GLBL X URANIUM ETF,,2026-02-20,0.0472
URNM,SPROTT URANIUM MINERS,,2026-02-20,0.0657
UUP,INVESCO DB USD IDX BL,,2026-02-20,0.0101
VAL,VALARIS LIMITED,,2026-02-20,-0.0022
VIX,CBOE MKT VOLATILITY IDX,,2026-02-20,-0.0733
VNM,VANECK:VIETNAM,,2026-02-20,0.0212
VXN,CBOE NASDAQ MKT VOL NDX,,2026-02-20,-0.0812
WEAT,TEUCRIUM:WHEAT,,2026-02-20,0.0567
XES,SPDR S&P OIL&GAS E&S,,2026-02-20,0.0208
XLB,SEL SECTOR:MATRLS SPDR,,2026-02-20,-0.0066
XLC,SEL SECTOR:COMM SVC SPDR,,2026-02-20,0.0194
XLE,SEL SECTOR:ENERGY SPDR,,2026-02-20,0.0098
XLF,SEL SECTOR:FINL S SPDR,,2026-02-20,0.0163
XLI,SEL SECTOR:INDUST SPDR,,2026-02-20,0.0176
XLK,SEL SECTOR:TECH SPDR,,2026-02-20,0.0095
XLP,SEL SECTOR:C STP SPDR,,2026-02-20,-0.0181
XLRE,SEL SECTOR:RL EST SPDR,,2026-02-20,0.0014
XLU,SEL SECTOR:UTIL SPDR,,2026-02-20,-0.0037
XLV,SEL SECTOR:H CARE SPDR,,2026-02-20,-0.0054
XLY,SEL SECTOR:C DSC SPDR,,2026-02-20,0.0109
XOP,SPDR S&P OIL&GAS EXP,,2026-02-20,0.0268
