Date,Ticker,Ticker_name,Exposure,Category,Sharpe_Rank_wtd_change,current_Sharpe_Rank,previous_Sharpe_Rank
2026-04-13,SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,Materials,-4.8,72.8,77.6
2026-04-13,SHY,ISHARES:1-3 TRS BD ETF,Bonds,Bonds,0.6,50.0,49.4
2026-04-13,SILJ,ETFMG PRIME JR SILVR MNR,,Commodities,13.9,29.2,15.3
2026-04-13,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,Consumer Staples,-0.4,0.2,0.6
2026-04-13,SLB,SCHLUMBERGER N.V.,Energy,Energy,4.6,91.9,87.3
2026-04-13,SLV,ISHARES:SILVER TRUST,,Commodities,7.6,14.1,6.5
2026-04-13,SM,SM ENERGY COMPANY,,MR Discretion,-8.7,65.3,74.0
2026-04-13,SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,Information Technology,2.2,36.9,34.7
2026-04-13,SMH,VANECK:SEMICONDUCTOR,,Sector & Style ETFs,4.7,72.4,67.7
2026-04-13,SNA,SNAP-ON INC.,Industrials,Industrials,-0.4,72.4,72.8
2026-04-13,SNDK,SANDISK CORPORATION,Information Technology,Information Technology,6.0,64.9,58.9
2026-04-13,SNPS,"SYNOPSYS, INC.",Information Technology,Information Technology,31.1,56.5,25.4
2026-04-13,SO,THE SOUTHERN COMPANY,Utilities,Utilities,-11.3,26.2,37.5
2026-04-13,SOLV,SOLVENTUM ,Health Care,Health Care,6.2,63.3,57.1
2026-04-13,SOYB,TEUCRIUM:SOYBEAN,,Commodities,-3.2,23.2,26.4
2026-04-13,SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,Real Estate,3.2,87.9,84.7
2026-04-13,SPGI,S&P GLOBAL INC.,Financials,Financials,11.3,52.2,40.9
2026-04-13,SPHB,INVESCO S&P500 HI BE,,Sector & Style ETFs,10.9,66.9,56.0
2026-04-13,SPLV,INVESCO S&P500 LOWVL,,Sector & Style ETFs,-10.7,30.4,41.1
2026-04-13,SPX,S&P 500 INDEX,,Indices,12.7,61.7,49.0
2026-04-13,SPY,SPDR S&P 500 ETF,,Sector & Style ETFs,11.9,60.1,48.2
2026-04-13,SRE,SEMPRA,Utilities,Utilities,-30.5,43.5,74.0
2026-04-13,STE,STERIS PUBLIC LIMITED COMPANY,Health Care,Health Care,9.5,86.3,76.8
2026-04-13,STIP,ISHARES:0-5 TIPS BD ETF,Bonds,Bonds,11.1,66.1,55.0
2026-04-13,STLA,STELLANTIS NV,,MR Discretion,2.4,99.4,97.0
2026-04-13,STLD,"STEEL DYNAMICS, INC.",Materials,Materials,23.1,93.1,70.0
2026-04-13,STNG,SCORPIO TANKERS INC.,,MR Discretion,18.2,74.0,55.8
2026-04-13,STT,STATE STREET ,Financials,Financials,6.4,93.5,87.1
2026-04-13,STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,Information Technology,0.0,68.1,68.1
2026-04-13,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,Consumer Staples,-5.4,85.7,91.1
2026-04-13,SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,Materials,0.8,62.5,61.7
2026-04-13,SWK,"STANLEY BLACK & DECKER, INC.",Industrials,Industrials,3.2,47.8,44.6
2026-04-13,SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,Information Technology,6.5,69.2,62.7
2026-04-13,SYF,SYNCHRONY FINANCIAL,Financials,Financials,6.7,94.6,87.9
2026-04-13,SYK,STRYKER ,Health Care,Health Care,17.7,74.2,56.5
2026-04-13,SYY,SYSCO ,Consumer Staples,Consumer Staples,0.4,12.5,12.1
2026-04-13,T,AT&T INC.,Communication Services,Communication Services,-15.9,10.9,26.8
2026-04-13,TAGS,TEUCRIUM:AGRICULTURAL,,Commodities,-3.2,10.1,13.3
2026-04-13,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,Consumer Staples,-3.2,75.6,78.8
2026-04-13,TDG,TRANSDIGM GROUP INC.,Industrials,Industrials,16.6,59.3,42.7
2026-04-13,TDW,TIDEWATER INC.,,MR Discretion,3.2,89.1,85.9
2026-04-13,TDY,TELEDYNE TECHNOLOGIES INC.,Information Technology,Information Technology,8.7,45.8,37.1
2026-04-13,TECH,BIO-TECHNE ,Health Care,Health Care,11.5,93.8,82.3
2026-04-13,TECK,TECK RESOURCES LIMITED,,MR Discretion,20.3,77.6,57.3
2026-04-13,TEL,TE CONNECTIVITY LTD,Information Technology,Information Technology,6.3,83.1,76.8
2026-04-13,TER,"TERADYNE, INC.",Information Technology,Information Technology,5.1,84.3,79.2
2026-04-13,TFC,TRUIST FINANCIAL ,Financials,Financials,9.1,95.4,86.3
2026-04-13,TGT,TARGET ,Consumer Staples,Consumer Staples,-32.5,41.9,74.4
2026-04-13,THD,ISHARES:MSCI THAI,,Foreign,4.8,79.2,74.4
2026-04-13,TIP,ISHARES:TIPS BD ETF,Bonds,Bonds,13.7,67.7,54.0
2026-04-13,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,-7.6,47.0,54.6
2026-04-13,TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,Communication Services,9.1,45.4,36.3
2026-04-13,TLT,ISHARES:20+ TRS BD ETF,Bonds,Bonds,9.9,59.7,49.8
2026-04-13,TMO,THERMO FISHER SCIENTIFIC INC.,Health Care,Health Care,28.0,91.5,63.5
2026-04-13,TMUS,"T-MOBILE US, INC.",Communication Services,Communication Services,-5.2,0.2,5.4
2026-04-13,TNX,10 Y TSY YLD NDX,Yields,Yields,-7.1,51.4,58.5
2026-04-13,TPL,TEXAS PACIFIC LAND ,Energy,Energy,1.2,16.1,14.9
2026-04-13,TPR,"TAPESTRY, INC.",Consumer Discretionary,Consumer Discretionary,0.2,46.0,45.8
2026-04-13,TRGP,TARGA RESOURCES CORP.,Energy,Energy,-9.9,39.5,49.4
2026-04-13,TRMB,TRIMBLE INC.,Information Technology,Information Technology,12.9,55.4,42.5
2026-04-13,TROW,"T. ROWE PRICE GROUP, INC.",Financials,Financials,8.0,89.5,81.5
2026-04-13,TRV,"THE TRAVELERS COMPANIES, INC.",Financials,Financials,6.1,37.3,31.2
2026-04-13,TS,TENARIS SA,,MR Discretion,8.7,99.0,90.3
2026-04-13,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,Consumer Discretionary,10.7,40.3,29.6
2026-04-13,TSLA,"TESLA, INC.",Consumer Discretionary,Consumer Discretionary,2.7,6.9,4.2
2026-04-13,TSN,"TYSON FOODS, INC.",Consumer Staples,Consumer Staples,-5.2,82.7,87.9
2026-04-13,TT,TRANE TECHNOLOGIES PLC,Industrials,Industrials,2.0,80.0,78.0
2026-04-13,TTD,"THE TRADE DESK, INC.",Communication Services,Communication Services,3.6,16.1,12.5
2026-04-13,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,Communication Services,7.2,28.0,20.8
2026-04-13,TUR,ISHARES:MSCI TURKEY,,Foreign,6.4,79.2,72.8
2026-04-13,TXN,TEXAS INSTRUMENTS INC.,Information Technology,Information Technology,8.5,84.3,75.8
2026-04-13,TXT,TEXTRON INC.,Industrials,Industrials,11.5,45.4,33.9
2026-04-13,TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,Information Technology,0.4,16.1,15.7
2026-04-13,TYX,30 Y TSY YLD NDX,Yields,Yields,-8.3,38.7,47.0
2026-04-13,UAL,"UNITED AIRLINES HOLDINGS, INC.",Industrials,Industrials,-4.5,64.5,69.0
2026-04-13,UBER,"UBER TECHNOLOGIES, INC.",Industrials,Industrials,12.3,45.0,32.7
2026-04-13,UDR,"UDR, INC.",Real Estate,Real Estate,6.9,45.8,38.9
2026-04-13,UHS,"UNIVERSAL HEALTH SERVICES, INC.",Health Care,Health Care,1.2,31.2,30.0
2026-04-13,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,Consumer Discretionary,11.9,22.4,10.5
2026-04-13,UNG,UNITED STATES NAT GAS,Energy Complex,Commodities,3.2,5.0,1.8
2026-04-13,UNH,UNITEDHEALTH GROUP INC.,Health Care,Health Care,3.5,83.1,79.6
2026-04-13,UNP,UNION PACIFIC ,Industrials,Industrials,8.7,76.0,67.3
2026-04-13,UPS,"UNITED PARCEL SERVICE, INC.",Industrials,Industrials,11.5,74.0,62.5
2026-04-13,URA,GLBL X URANIUM ETF,,Commodities,13.5,50.6,37.1
2026-04-13,URI,"UNITED RENTALS, INC.",Industrials,Industrials,8.8,66.5,57.7
2026-04-13,URNM,SPROTT URANIUM MINERS,,MR Discretion,16.3,43.1,26.8
2026-04-13,USB,U.S. BANCORP,Financials,Financials,7.9,93.8,85.9
2026-04-13,USO,UNITED STATES OIL FUND,Energy Complex,Commodities,2.3,56.5,54.2
2026-04-13,UUP,INVESCO DB USD IDX BL,,Currencies,-19.4,15.7,35.1
2026-04-13,V,VISA INC.,Financials,Financials,9.2,68.5,59.3
2026-04-13,VAL,VALARIS LIMITED,,MR Discretion,0.8,45.8,45.0
2026-04-13,VICI,VICI PROPERTIES INC.,Real Estate,Real Estate,13.8,56.5,42.7
2026-04-13,VIX,CBOE MKT VOLATILITY IDX,,Volatility,-1.2,10.9,12.1
2026-04-13,VLO,VALERO ENERGY ,Energy,Energy,13.1,41.1,28.0
2026-04-13,VLTO,VERALTO ,Industrials,Industrials,6.7,59.3,52.6
2026-04-13,VMC,VULCAN MATERIALS COMPANY,Materials,Materials,0.0,95.0,95.0
2026-04-13,VNM,VANECK:VIETNAM,,Foreign,3.1,70.0,66.9
2026-04-13,VRSK,"VERISK ANALYTICS, INC.",Industrials,Industrials,3.6,5.4,1.8
2026-04-13,VRSN,"VERISIGN, INC.",Information Technology,Information Technology,6.0,87.5,81.5
2026-04-13,VRT,VERTIV HOLDINGS CO,Industrials,Industrials,9.0,54.2,45.2
2026-04-13,VRTX,VERTEX PHARMACEUTICALS INC.,Health Care,Health Care,9.1,10.1,1.0
2026-04-13,VST,VISTRA CORP.,Utilities,Utilities,8.9,48.0,39.1
2026-04-13,VTR,"VENTAS, INC.",Real Estate,Real Estate,-8.0,22.4,30.4
2026-04-13,VTRS,VIATRIS INC.,Health Care,Health Care,18.7,42.7,24.0
2026-04-13,VXN,CBOE NASDAQ MKT VOL NDX,,Volatility,-3.2,12.9,16.1
2026-04-13,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,Communication Services,0.0,0.2,0.2
2026-04-13,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES ,Industrials,Industrials,10.1,85.9,75.8
2026-04-13,WAT,WATERS ,Health Care,Health Care,3.6,97.8,94.2
2026-04-13,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,Communication Services,4.0,37.9,33.9
2026-04-13,WDAY,"WORKDAY, INC.",Information Technology,Information Technology,16.2,31.5,15.3
2026-04-13,WDC,WESTERN DIGITAL ,Information Technology,Information Technology,-5.2,49.4,54.6
2026-04-13,WEAT,TEUCRIUM:WHEAT,,Commodities,-1.4,25.6,27.0
2026-04-13,WEC,"WEC ENERGY GROUP, INC.",Utilities,Utilities,-21.4,38.3,59.7
2026-04-13,WELL,WELLTOWER INC.,Real Estate,Real Estate,-8.3,30.0,38.3
2026-04-13,WFC,WELLS FARGO & COMPANY,Financials,Financials,3.5,97.0,93.5
2026-04-13,WM,"WASTE MANAGEMENT, INC.",Industrials,Industrials,5.5,22.0,16.5
2026-04-13,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,Energy,-13.9,16.9,30.8
2026-04-13,WMT,WALMART INC.,Consumer Staples,Consumer Staples,-18.1,24.4,42.5
2026-04-13,WRB,W. R. BERKLEY ,Financials,Financials,9.6,29.6,20.0
2026-04-13,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,Consumer Discretionary,8.5,74.6,66.1
2026-04-13,WST,"WEST PHARMACEUTICAL SERVICES, INC.",Health Care,Health Care,0.8,99.8,99.0
2026-04-13,WTW,WILLIS TOWERS WATSON,Financials,Financials,14.3,51.8,37.5
2026-04-13,WY,WEYERHAEUSER COMPANY,Real Estate,Real Estate,-3.2,83.5,86.7
2026-04-13,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,Consumer Discretionary,-7.6,60.1,67.7
2026-04-13,XEL,XCEL ENERGY INC.,Utilities,Utilities,-30.9,30.0,60.9
2026-04-13,XES,SPDR S&P OIL&GAS E&S,,MR Discretion,5.9,81.5,75.6
2026-04-13,XLB,SEL SECTOR:MATRLS SPDR,,Sector & Style ETFs,8.3,71.2,62.9
2026-04-13,XLC,SEL SECTOR:COMM SVC SPDR,,Sector & Style ETFs,10.7,41.9,31.2
2026-04-13,XLE,SEL SECTOR:ENERGY SPDR,,Sector & Style ETFs,-0.4,27.6,28.0
2026-04-13,XLF,SEL SECTOR:FINL S SPDR,,Sector & Style ETFs,9.9,87.1,77.2
2026-04-13,XLI,SEL SECTOR:INDUST SPDR,,Sector & Style ETFs,4.7,59.3,54.6
2026-04-13,XLK,SEL SECTOR:TECH SPDR,,Sector & Style ETFs,11.5,66.5,55.0
2026-04-13,XLP,SEL SECTOR:C STP SPDR,,Sector & Style ETFs,-12.3,19.2,31.5
2026-04-13,XLRE,SEL SECTOR:RL EST SPDR,,Sector & Style ETFs,2.0,70.8,68.8
2026-04-13,XLU,SEL SECTOR:UTIL SPDR,,Sector & Style ETFs,-17.9,31.5,49.4
2026-04-13,XLV,SEL SECTOR:H CARE SPDR,,Sector & Style ETFs,6.3,31.5,25.2
2026-04-13,XLY,SEL SECTOR:C DSC SPDR,,Sector & Style ETFs,8.9,59.7,50.8
2026-04-13,XOM,EXXON MOBIL ,Energy,Energy,-5.2,24.4,29.6
2026-04-13,XOP,SPDR S&P OIL&GAS EXP,,MR Discretion,-1.6,35.5,37.1
2026-04-13,XYL,XYLEM INC.,Industrials,Industrials,0.8,89.9,89.1
2026-04-13,XYZ,"BLOCK, INC.",Financials,Financials,14.3,73.2,58.9
2026-04-13,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,Consumer Discretionary,-15.1,51.8,66.9
2026-04-13,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",Health Care,Health Care,7.5,72.4,64.9
2026-04-13,ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,Information Technology,7.9,89.1,81.2
2026-04-13,ZTS,ZOETIS INC.,Health Care,Health Care,10.0,80.0,70.0
