Date,Ticker,Ticker_name,Exposure,Category,Sharpe_Rank_wtd_change,current_Sharpe_Rank,previous_Sharpe_Rank
2026-04-13,A,"AGILENT TECHNOLOGIES, INC.",Health Care,Health Care,18.8,81.5,62.7
2026-04-13,AAPL,APPLE INC.,Information Technology,Information Technology,14.3,60.5,46.2
2026-04-13,ABBV,ABBVIE INC.,Health Care,Health Care,3.6,14.9,11.3
2026-04-13,ABNB,"AIRBNB, INC.",Consumer Discretionary,Consumer Discretionary,7.5,61.7,54.2
2026-04-13,ABT,ABBOTT LABORATORIES,Health Care,Health Care,1.6,8.1,6.5
2026-04-13,ACGL,ARCH CAPITAL GROUP LTD.,Financials,Financials,15.1,77.2,62.1
2026-04-13,ACN,ACCENTURE PUBLIC LIMITED COMPANY,Information Technology,Information Technology,31.7,56.5,24.8
2026-04-13,ADBE,ADOBE INC.,Information Technology,Information Technology,49.6,58.1,8.5
2026-04-13,ADI,"ANALOG DEVICES, INC.",Information Technology,Information Technology,5.2,81.2,76.0
2026-04-13,ADM,ARCHER-DANIELS-MIDLAND COMPANY.,Consumer Staples,Consumer Staples,1.2,15.3,14.1
2026-04-13,ADP,"AUTOMATIC DATA PROCESSING, INC.",Industrials,Industrials,15.4,31.5,16.1
2026-04-13,ADSK,"AUTODESK, INC.",Information Technology,Information Technology,14.7,21.2,6.5
2026-04-13,AEE,AMEREN ,Utilities,Utilities,-22.3,43.8,66.1
2026-04-13,AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,Utilities,-19.8,41.1,60.9
2026-04-13,AES,THE AES ,Utilities,Utilities,11.5,83.1,71.6
2026-04-13,AFL,AFLAC INC.,Financials,Financials,20.3,79.2,58.9
2026-04-13,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",Financials,Financials,8.8,66.5,57.7
2026-04-13,AIZ,"ASSURANT, INC.",Financials,Financials,-1.2,60.1,61.3
2026-04-13,AJG,ARTHUR J. GALLAGHER & CO.,Financials,Financials,5.2,90.7,85.5
2026-04-13,AKAM,"AKAMAI TECHNOLOGIES, INC.",Information Technology,Information Technology,4.4,12.1,7.7
2026-04-13,ALB,ALBEMARLE ,Materials,Materials,27.8,77.2,49.4
2026-04-13,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,22.7,67.7,45.0
2026-04-13,ALL,THE ALLSTATE ,Financials,Financials,9.7,77.8,68.1
2026-04-13,ALLE,ALLEGION PUBLIC LIMITED COMPANY,Industrials,Industrials,11.9,52.6,40.7
2026-04-13,AMAT,"APPLIED MATERIALS, INC.",Information Technology,Information Technology,-2.7,66.9,69.6
2026-04-13,AMCR,AMCOR PLC,Materials,Materials,-3.2,59.3,62.5
2026-04-13,AMD,"ADVANCED MICRO DEVICES, INC.",Information Technology,Information Technology,7.6,93.1,85.5
2026-04-13,AME,"AMETEK, INC.",Industrials,Industrials,9.1,84.7,75.6
2026-04-13,AMGN,AMGEN INC.,Health Care,Health Care,-2.0,16.1,18.1
2026-04-13,AMP,"AMERIPRISE FINANCIAL, INC.",Financials,Financials,3.4,67.5,64.1
2026-04-13,AMT,AMERICAN TOWER ,Real Estate,Real Estate,-10.3,51.0,61.3
2026-04-13,AMZN,"AMAZON.COM, INC.",Consumer Discretionary,Consumer Discretionary,1.6,97.4,95.8
2026-04-13,ANET,"ARISTA NETWORKS, INC.",Information Technology,Information Technology,9.5,74.8,65.3
2026-04-13,AON,AON PLC,Financials,Financials,10.3,65.3,55.0
2026-04-13,AOS,A. O. SMITH ,Industrials,Industrials,3.9,44.2,40.3
2026-04-13,APA,APA ,Energy,Energy,-1.2,72.0,73.2
2026-04-13,APD,"AIR PRODUCTS AND CHEMICALS, INC.",Materials,Materials,11.9,76.0,64.1
2026-04-13,APH,AMPHENOL ,Information Technology,Information Technology,4.7,47.0,42.3
2026-04-13,APO,"APOLLO GLOBAL MANAGEMENT, INC.",Financials,Financials,3.2,73.6,70.4
2026-04-13,APP,APPLOVIN CORP,Information Technology,Information Technology,12.1,30.8,18.7
2026-04-13,APTV,APTIV PLC,Consumer Discretionary,Consumer Discretionary,-1.6,9.7,11.3
2026-04-13,ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Real Estate,Real Estate,14.1,33.7,19.6
2026-04-13,ARES,ARES MANAGEMENT CORP,Financials,Financials,3.2,64.9,61.7
2026-04-13,ASC,ARDMORE SHIPPING ,,MR Discretion,16.7,80.4,63.7
2026-04-13,ATO,ATMOS ENERGY ,Utilities,Utilities,-20.7,34.7,55.4
2026-04-13,AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,Real Estate,10.1,69.6,59.5
2026-04-13,AVGO,BROADCOM INC.,Information Technology,Information Technology,20.6,85.5,64.9
2026-04-13,AVY,AVERY DENNISON ,Materials,Materials,4.8,51.8,47.0
2026-04-13,AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,Utilities,-24.2,16.9,41.1
2026-04-13,AXON,"AXON ENTERPRISE, INC.",Industrials,Industrials,2.4,13.7,11.3
2026-04-13,AXP,AMERICAN EXPRESS COMPANY,Financials,Financials,18.2,81.5,63.3
2026-04-13,AZO,"AUTOZONE, INC.",Consumer Discretionary,Consumer Discretionary,10.3,39.1,28.8
2026-04-13,BA,THE BOEING COMPANY,Industrials,Industrials,-0.4,67.7,68.1
2026-04-13,BAC,BANK OF AMERICA ,Financials,Financials,7.9,96.2,88.3
2026-04-13,BALL,BALL ,Materials,Materials,3.4,52.2,48.8
2026-04-13,BAX,BAXTER INTERNATIONAL INC.,Health Care,Health Care,19.9,64.9,45.0
2026-04-13,BBY,"BEST BUY CO., INC.",Consumer Discretionary,Consumer Discretionary,-17.4,41.9,59.3
2026-04-13,BDX,"BECTON, DICKINSON AND COMPANY",Health Care,Health Care,3.5,32.7,29.2
2026-04-13,BEN,"FRANKLIN RESOURCES, INC.",Financials,Financials,7.1,62.5,55.4
2026-04-13,BF.B,BROWN-FORMAN ,Consumer Staples,Consumer Staples,-2.3,93.1,95.4
2026-04-13,BG,BUNGE LIMITED,Consumer Staples,Consumer Staples,2.8,28.4,25.6
2026-04-13,BIIB,BIOGEN INC.,Health Care,Health Care,11.5,21.2,9.7
2026-04-13,BK,THE BANK OF NEW YORK MELLON ,Financials,Financials,5.2,87.5,82.3
2026-04-13,BKNG,BOOKING HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,4.4,67.3,62.9
2026-04-13,BKR,BAKER HUGHES COMPANY,Energy,Energy,6.3,83.5,77.2
2026-04-13,BLDR,"BUILDERS FIRSTSOURCE, INC.",Industrials,Industrials,1.6,56.2,54.6
2026-04-13,BLK,"BLACKROCK, INC.",Financials,Financials,11.5,90.7,79.2
2026-04-13,BMY,BRISTOL-MYERS SQUIBB COMPANY,Health Care,Health Care,-7.9,40.7,48.6
2026-04-13,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Industrials,Industrials,17.1,23.6,6.5
2026-04-13,BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,Financials,6.0,27.6,21.6
2026-04-13,BRO,"BROWN & BROWN, INC.",Financials,Financials,17.6,70.2,52.6
2026-04-13,BSX,BOSTON SCIENTIFIC ,Health Care,Health Care,7.6,31.2,23.6
2026-04-13,BTC=F,BITCOIN FUTURES,,Futures,2.5,71.2,68.7
2026-04-13,BTI,BRITISH AMERICAN TOBACCO P.L.C.,,MR Discretion,-1.4,23.4,24.8
2026-04-13,BTU,PEABODY ENERGY ,,MR Discretion,0.8,1.0,0.2
2026-04-13,BX,BLACKSTONE INC,Financials,Financials,2.8,85.9,83.1
2026-04-13,BXP,"BOSTON PROPERTIES, INC.",Real Estate,Real Estate,9.3,77.6,68.3
2026-04-13,C,CITIGROUP INC.,Financials,Financials,4.9,85.1,80.2
2026-04-13,CAG,"CONAGRA BRANDS, INC.",Consumer Staples,Consumer Staples,-23.1,19.2,42.3
2026-04-13,CAH,"CARDINAL HEALTH, INC.",Health Care,Health Care,1.2,28.4,27.2
2026-04-13,CALM,"CAL-MAINE FOODS, INC.",,MR Discretion,2.0,12.9,10.9
2026-04-13,CANE,TEUCRIUM:SUGAR,,Commodities,-4.0,34.7,38.7
2026-04-13,CARR,CARRIER GLOBAL ,Industrials,Industrials,5.9,81.5,75.6
2026-04-13,CASY,"CASEY'S GENERAL STORES, INC.",Consumer Staples,Consumer Staples,7.2,76.4,69.2
2026-04-13,CAT,CATERPILLAR INC.,Industrials,Industrials,4.7,60.1,55.4
2026-04-13,CB,CHUBB LTD,Financials,Financials,7.1,48.2,41.1
2026-04-13,CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,Financials,8.4,53.0,44.6
2026-04-13,CBRE,"CBRE GROUP, INC.",Real Estate,Real Estate,6.7,87.5,80.8
2026-04-13,CCI,CROWN CASTLE INC.,Real Estate,Real Estate,-6.0,59.3,65.3
2026-04-13,CCJ,CAMECO ,,MR Discretion,21.9,55.8,33.9
2026-04-13,CCL,CARNIVAL CORP,Consumer Discretionary,Consumer Discretionary,1.2,74.0,72.8
2026-04-13,CDNS,"CADENCE DESIGN SYSTEMS, INC.",Information Technology,Information Technology,41.7,53.8,12.1
2026-04-13,CDW,CDW ,Information Technology,Information Technology,2.0,97.0,95.0
2026-04-13,CEG,CONSTELLATION ENERGY,Utilities,Utilities,3.1,31.9,28.8
2026-04-13,CF,"CF INDUSTRIES HOLDINGS, INC.",Materials,Materials,4.4,27.2,22.8
2026-04-13,CFG,"CITIZENS FINANCIAL GROUP, INC.",Financials,Financials,10.0,92.3,82.3
2026-04-13,CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,Consumer Staples,9.1,34.7,25.6
2026-04-13,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",Industrials,Industrials,6.8,26.0,19.2
2026-04-13,CHTR,"CHARTER COMMUNICATIONS, INC.",Communication Services,Communication Services,6.3,74.4,68.1
2026-04-13,CI,THE CIGNA GROUP,Health Care,Health Care,7.1,74.0,66.9
2026-04-13,CIEN,CIENA CORPORATION,Information Technology,Information Technology,-6.7,62.5,69.2
2026-04-13,CINF,CINCINNATI FINANCIAL ,Financials,Financials,10.5,39.5,29.0
2026-04-13,CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,Consumer Staples,-8.8,21.2,30.0
2026-04-13,CLX,THE CLOROX COMPANY,Consumer Staples,Consumer Staples,-20.4,37.9,58.3
2026-04-13,CMBT,CMB.TECH NV,,MR Discretion,15.1,68.5,53.4
2026-04-13,CMCSA,COMCAST ,Communication Services,Communication Services,2.8,24.4,21.6
2026-04-13,CME,CME GROUP INC.,Financials,Financials,4.2,16.9,12.7
2026-04-13,CMG,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Discretionary,Consumer Discretionary,6.7,74.0,67.3
2026-04-13,CMI,CUMMINS INC.,Industrials,Industrials,4.8,74.0,69.2
2026-04-13,CMRE,COSTAMARE INC.,,MR Discretion,13.9,74.4,60.5
2026-04-13,CMS,CMS ENERGY ,Utilities,Utilities,-15.9,56.9,72.8
2026-04-13,CNC,CENTENE ,Health Care,Health Care,4.2,74.6,70.4
2026-04-13,CNP,"CENTERPOINT ENERGY, INC.",Utilities,Utilities,-23.4,18.1,41.5
2026-04-13,CNR,"CORE NATURAL RESOURCES, INC.",,MR Discretion,-2.0,12.1,14.1
2026-04-13,COF,CAPITAL ONE FINANCIAL ,Financials,Financials,1.2,80.0,78.8
2026-04-13,COHR,COHERENT CORP.,Information Technology,Information Technology,-0.2,61.1,61.3
2026-04-13,COIN,"COINBASE GLOBAL, INC.",Financials,Financials,6.9,32.9,26.0
2026-04-13,COMT,ISHARES:GSCI COMM DYN RS,,Commodities,7.2,41.9,34.7
2026-04-13,COO,"THE COOPER COMPANIES, INC.",Health Care,Health Care,17.5,64.9,47.4
2026-04-13,COP,CONOCOPHILLIPS,Energy,Energy,-2.0,44.2,46.2
2026-04-13,COR,"CENCORA, INC.",Health Care,Health Care,0.7,6.9,6.2
2026-04-13,CORN,TEUCRIUM:CORN,,Commodities,-1.5,6.2,7.7
2026-04-13,COST,COSTCO WHOLESALE ,Consumer Staples,Consumer Staples,-22.2,28.0,50.2
2026-04-13,CPAY,"FLEETCOR TECHNOLOGIES, INC.",Financials,Financials,31.6,51.4,19.8
2026-04-13,CPB,CAMPBELL SOUP COMPANY,Consumer Staples,Consumer Staples,-9.9,40.3,50.2
2026-04-13,CPER,UNITED STATES COPPER IDX,,Commodities,17.8,58.5,40.7
2026-04-13,CPRT,"COPART, INC.",Industrials,Industrials,2.8,60.1,57.3
2026-04-13,CPT,CAMDEN PROPERTY TRUST,Real Estate,Real Estate,0.2,65.3,65.1
2026-04-13,CRESY,CRESUD INC.,,MR Discretion,7.5,57.7,50.2
2026-04-13,CRH,CRH PUBLIC LIMITED COMPANY,Materials,Materials,0.8,95.0,94.2
2026-04-13,CRL,CHARLES RIVER LABORATORIES,Health Care,Health Care,8.0,78.8,70.8
2026-04-13,CRM,"SALESFORCE, INC.",Information Technology,Information Technology,23.0,27.6,4.6
2026-04-13,CRWD,"CROWDSTRIKE HOLDINGS, INC.",Information Technology,Information Technology,19.0,33.1,14.1
2026-04-13,CSCO,"CISCO SYSTEMS, INC.",Information Technology,Information Technology,-4.4,60.5,64.9
2026-04-13,CSGP,"COSTAR GROUP, INC.",Real Estate,Real Estate,0.8,7.7,6.9
2026-04-13,CSX,CSX ,Industrials,Industrials,6.0,74.8,68.8
2026-04-13,CTAS,CINTAS ,Industrials,Industrials,-1.2,16.5,17.7
2026-04-13,CTRA,COTERRA ENERGY INC.,Energy,Energy,-2.8,60.9,63.7
2026-04-13,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS ,Information Technology,Information Technology,32.1,60.5,28.4
2026-04-13,CTVA,"CORTEVA, INC.",Materials,Materials,2.8,60.9,58.1
2026-04-13,CVNA,CARVANA CO.,Consumer Discretionary,Consumer Discretionary,3.2,80.0,76.8
2026-04-13,CVS,CVS HEALTH ,Health Care,Health Care,-6.4,57.7,64.1
2026-04-13,CVX,CHEVRON ,Energy,Energy,5.9,22.4,16.5
2026-04-13,D,"DOMINION ENERGY, INC.",Utilities,Utilities,-26.4,36.9,63.3
2026-04-13,DAL,"DELTA AIR LINES, INC.",Industrials,Industrials,-7.4,83.7,91.1
2026-04-13,DASH,"DOORDASH, INC.",Consumer Discretionary,Consumer Discretionary,15.8,45.4,29.6
2026-04-13,DBA,INVESCO DB MS AGRI,,Commodities,3.6,61.7,58.1
2026-04-13,DBB,INVESCO DB MS BMTL,,Commodities,33.4,55.4,22.0
2026-04-13,DBC,INVESCO DB CM IDX,,Commodities,11.5,39.9,28.4
2026-04-13,DD,"DUPONT DE NEMOURS, INC.",Materials,Materials,4.4,48.6,44.2
2026-04-13,DDOG,"DATADOG, INC.",Information Technology,Information Technology,9.5,21.2,11.7
2026-04-13,DE,DEERE & COMPANY,Industrials,Industrials,2.3,69.6,67.3
2026-04-13,DECK,DECKERS OUTDOOR ,Consumer Discretionary,Consumer Discretionary,0.0,69.2,69.2
2026-04-13,DELL,DELL TECHNOLOGIES INC.,Information Technology,Information Technology,9.1,86.7,77.6
2026-04-13,DG,DOLLAR GENERAL ,Consumer Staples,Consumer Staples,9.1,18.8,9.7
2026-04-13,DGX,QUEST DIAGNOSTICS INC.,Health Care,Health Care,3.6,13.3,9.7
2026-04-13,DHI,"D.R. HORTON, INC.",Consumer Discretionary,Consumer Discretionary,1.2,56.2,55.0
2026-04-13,DHR,DANAHER ,Health Care,Health Care,17.4,73.2,55.8
2026-04-13,DHT,"DHT HOLDINGS, INC.",,MR Discretion,3.4,51.2,47.8
2026-04-13,DIA,SPDR DOW JONES INDUS AVG,,Sector & Style ETFs,7.9,61.3,53.4
2026-04-13,DIS,THE WALT DISNEY COMPANY,Communication Services,Communication Services,6.4,66.9,60.5
2026-04-13,DJI,DOW JONES INDUSTRIAL AVG INDEX,,Indices,10.3,64.5,54.2
2026-04-13,DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,Real Estate,10.8,79.6,68.8
2026-04-13,DLTR,"DOLLAR TREE, INC.",Consumer Staples,Consumer Staples,11.3,29.0,17.7
2026-04-13,DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,Real Estate,-9.5,42.3,51.8
2026-04-13,DOV,DOVER ,Industrials,Industrials,7.9,72.0,64.1
2026-04-13,DOW,DOW INC.,Materials,Materials,16.2,72.4,56.2
2026-04-13,DPZ,"DOMINO'S PIZZA, INC.",Consumer Discretionary,Consumer Discretionary,-3.2,21.2,24.4
2026-04-13,DRI,"DARDEN RESTAURANTS, INC.",Consumer Discretionary,Consumer Discretionary,-5.2,31.5,36.7
2026-04-13,DTE,DTE ENERGY COMPANY,Utilities,Utilities,-20.2,38.7,58.9
2026-04-13,DUK,DUKE ENERGY ,Utilities,Utilities,-13.5,26.0,39.5
2026-04-13,DVA,DAVITA INC.,Health Care,Health Care,15.8,70.8,55.0
2026-04-13,DVN,DEVON ENERGY ,Energy,Energy,-10.3,43.5,53.8
2026-04-13,DXCM,"DEXCOM, INC.",Health Care,Health Care,0.8,46.2,45.4
2026-04-13,DXY,US DOLLAR INDEX,USD,Indices,-17.9,22.0,39.9
2026-04-13,EA,ELECTRONIC ARTS INC.,Communication Services,Communication Services,-3.9,78.4,82.3
2026-04-13,EBAY,EBAY INC.,Consumer Discretionary,Consumer Discretionary,3.2,66.1,62.9
2026-04-13,EC,ECOPETROL SA,,MR Discretion,3.5,47.0,43.5
2026-04-13,ECH,ISHARES:MSCI CHILE,,Foreign,10.7,69.2,58.5
2026-04-13,ECL,ECOLAB INC.,Materials,Materials,6.3,43.8,37.5
2026-04-13,ED,"CONSOLIDATED EDISON, INC.",Utilities,Utilities,-21.2,26.2,47.4
2026-04-13,EDEN,ISHARES:MSCI DENMARK,,Foreign,9.5,89.5,80.0
2026-04-13,EDV,VANGUARD EXT DUR T;ETF,Bonds,Bonds,13.0,56.5,43.5
2026-04-13,EFNL,ISHARES:MSCI FINLAND,,Foreign,12.5,81.3,68.8
2026-04-13,EFX,EQUIFAX INC.,Industrials,Industrials,15.5,66.1,50.6
2026-04-13,EG,"EVEREST GROUP, LTD.",Financials,Financials,8.7,87.9,79.2
2026-04-13,EIDO,ISHARES:MSCI INDONESIA,,Foreign,16.7,65.3,48.6
2026-04-13,EIRL,ISHARES:MSCI IRELAND,,Foreign,13.5,78.4,64.9
2026-04-13,EIS,ISHARES:MSCI ISRAEL,,Foreign,-2.8,44.6,47.4
2026-04-13,EIX,EDISON INTERNATIONAL,Utilities,Utilities,-45.6,41.1,86.7
2026-04-13,EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,Consumer Staples,-2.0,11.7,13.7
2026-04-13,ELV,"ELEVANCE HEALTH, INC.",Health Care,Health Care,0.0,88.3,88.3
2026-04-13,EME,"EMCOR GROUP, INC.",Industrials,Industrials,4.2,66.7,62.5
2026-04-13,EMR,EMERSON ELECTRIC CO.,Industrials,Industrials,3.9,70.8,66.9
2026-04-13,ENZL,ISHARES:MSCI NEW ZLND,,Foreign,18.6,58.5,39.9
2026-04-13,EOG,"EOG RESOURCES, INC.",Energy,Energy,0.7,56.5,55.8
2026-04-13,EPAM,"EPAM SYSTEMS, INC.",Information Technology,Information Technology,2.4,13.7,11.3
2026-04-13,EPHE,ISHARES:MSCI PHILIPPINES,,Foreign,2.4,66.5,64.1
2026-04-13,EPOL,ISHARES:MSCI POLAND,,Foreign,5.9,97.4,91.5
2026-04-13,EPU,ISHARES:MSCI PERU,,Foreign,9.1,48.6,39.5
2026-04-13,EQIX,"EQUINIX, INC.",Real Estate,Real Estate,7.1,97.4,90.3
2026-04-13,EQR,EQUITY RESIDENTIAL,Real Estate,Real Estate,-1.2,72.4,73.6
2026-04-13,EQT,EQT ,Energy,Energy,-1.2,2.2,3.4
2026-04-13,ERIE,ERIE INDEMNITY COMPANY,Financials,Financials,3.6,97.4,93.8
2026-04-13,ES,EVERSOURCE ENERGY,Utilities,Utilities,-6.9,6.2,13.1
2026-04-13,ES=F,E-MINI S&P 500 FUTURES,,Futures,14.7,68.5,53.8
2026-04-13,ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,Real Estate,1.2,53.0,51.8
2026-04-13,ETN,EATON  PUBLIC LIMITED COMPANY,Industrials,Industrials,-4.3,79.2,83.5
2026-04-13,ETR,ENTERGY ,Utilities,Utilities,-6.0,74.8,80.8
2026-04-13,EVRG,"EVERGY, INC.",Utilities,Utilities,-17.8,38.7,56.5
2026-04-13,EW,EDWARDS LIFESCIENCES ,Health Care,Health Care,12.3,18.5,6.2
2026-04-13,EWA,ISHARES:MSCI AUSTRALIA,,Foreign,11.5,78.8,67.3
2026-04-13,EWC,ISHARES:MSCI CANADA,,Foreign,20.3,53.4,33.1
2026-04-13,EWD,ISHARES:MSCI SWEDEN,,Foreign,28.2,73.6,45.4
2026-04-13,EWG,ISHARES:MSCI GERMANY,,Foreign,9.5,71.6,62.1
2026-04-13,EWH,ISHARES:MSCI HONG KONG,,Foreign,0.8,60.1,59.3
2026-04-13,EWI,ISHARES:MSCI ITALY,,Foreign,7.9,83.5,75.6
2026-04-13,EWJ,ISHARES:MSCI JAPAN,,Foreign,6.8,66.9,60.1
2026-04-13,EWK,ISHARES:MSCI BELGIUM,,Foreign,8.3,69.2,60.9
2026-04-13,EWL,ISHARES:MSCI SWITZERLAND,,Foreign,13.1,61.7,48.6
2026-04-13,EWM,ISHARES:MSCI MALAYSIA,,Foreign,-1.2,35.5,36.7
2026-04-13,EWN,ISHARES:MSCI NETHERLANDS,,Foreign,6.4,75.6,69.2
2026-04-13,EWO,ISHARES:MSCI AUSTRIA,,Foreign,14.6,81.5,66.9
2026-04-13,EWP,ISHARES:MSCI SPAIN,,Foreign,6.0,76.4,70.4
2026-04-13,EWQ,ISHARES:MSCI FRANCE,,Foreign,9.3,81.7,72.4
2026-04-13,EWS,ISHARES:MSCI SINGAPORE,,Foreign,10.5,84.3,73.8
2026-04-13,EWT,ISHARES:MSCI TAIWAN,,Foreign,6.7,71.6,64.9
2026-04-13,EWU,ISHARES:MSCI UK,,Foreign,9.5,61.7,52.2
2026-04-13,EWW,ISHARES:MSCI MEXICO,,Foreign,4.2,79.8,75.6
2026-04-13,EWY,ISHARES:MSCI S KOREA,,Foreign,3.1,45.0,41.9
2026-04-13,EWZ,ISHARES:MSCI BRAZIL,,Foreign,10.1,86.7,76.6
2026-04-13,EXC,EXELON ,Utilities,Utilities,-6.3,28.4,34.7
2026-04-13,EXE,EXPAND ENERGY ,Energy,Energy,-1.2,8.9,10.1
2026-04-13,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON,Industrials,Industrials,3.1,44.2,41.1
2026-04-13,EXPE,"EXPEDIA GROUP, INC.",Consumer Discretionary,Consumer Discretionary,26.9,56.9,30.0
2026-04-13,EXR,EXTRA SPACE STORAGE INC.,Real Estate,Real Estate,-1.3,43.7,45.0
