Date,Ticker,Ticker_name,Exposure,Category,model_score
2026-04-10,GIS,"GENERAL MILLS, INC.",Consumer Staples,Consumer Staples,9.0
2026-04-10,GL,GLOBE LIFE INC.,Financials,Financials,38.0
2026-04-10,GLATF,GLOBAL ATOMIC ,,MR Discretion,1.0
2026-04-10,GLD,SPDR GOLD,Gold,Commodities,39.0
2026-04-10,GLW,CORNING INC.,Information Technology,Information Technology,40.0
2026-04-10,GM,GENERAL MOTORS COMPANY,Consumer Discretionary,Consumer Discretionary,3.0
2026-04-10,GNK,GENCO SHIPPING & TRADING LIMITED,,MR Discretion,1.0
2026-04-10,GNRC,GENERAC HOLDINGS INC.,Industrials,Industrials,30.0
2026-04-10,GOOGL,ALPHABET INC.,Communication Services,Communication Services,-22.0
2026-04-10,GPC,GENUINE PARTS COMPANY,Consumer Discretionary,Consumer Discretionary,6.0
2026-04-10,GPN,GLOBAL PAYMENTS INC.,Financials,Financials,-15.0
2026-04-10,GREK,GLBL X MSCI GREECE,,Foreign,-1.0
2026-04-10,GRMN,GARMIN LTD,Consumer Discretionary,Consumer Discretionary,-2.0
2026-04-10,GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,Financials,-40.0
2026-04-10,GWW,"W.W. GRAINGER, INC.",Industrials,Industrials,-17.0
2026-04-10,HAL,HALLIBURTON COMPANY,Energy,Energy,15.0
2026-04-10,HAS,"HASBRO, INC.",Consumer Discretionary,Consumer Discretionary,54.0
2026-04-10,HBAN,HUNTINGTON BANCSHARES INC.,Financials,Financials,-36.0
2026-04-10,HCA,"HCA HEALTHCARE, INC.",Health Care,Health Care,56.0
2026-04-10,HD,"THE HOME DEPOT, INC.",Consumer Discretionary,Consumer Discretionary,-28.0
2026-04-10,HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,Financials,3.0
2026-04-10,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Industrials,Industrials,-10.0
2026-04-10,HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,-20.0
2026-04-10,HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,MR Discretion,-9.0
2026-04-10,HON,HONEYWELL INTERNATIONAL INC.,Industrials,Industrials,2.0
2026-04-10,HOOD,"ROBINHOOD MARKETS, INC.",Financials,Financials,25.0
2026-04-10,HPE,HEWLETT PACKARD ENTERPRISE COMPANY,Information Technology,Information Technology,-3.0
2026-04-10,HPQ,HP INC.,Information Technology,Information Technology,38.0
2026-04-10,HRL,HORMEL FOODS ,Consumer Staples,Consumer Staples,4.0
2026-04-10,HSIC,"HENRY SCHEIN, INC.",Health Care,Health Care,4.0
2026-04-10,HST,"HOST HOTELS & RESORTS, INC.",Real Estate,Real Estate,-23.0
2026-04-10,HSY,THE HERSHEY COMPANY,Consumer Staples,Consumer Staples,54.0
2026-04-10,HUBB,HUBBELL INC.,Industrials,Industrials,-43.0
2026-04-10,HUM,HUMANA INC.,Health Care,Health Care,13.0
2026-04-10,HWM,HOWMET AEROSPACE INC.,Industrials,Industrials,44.0
2026-04-10,HYD,VANECK:HIGH YIELD MUNI,,Bonds,-3.0
2026-04-10,HYG,ISHARES:IBOXX $HY CORP,Bonds,Bonds,-36.0
2026-04-10,IBKR,"INTERACTIVE BROKERS GROUP, INC.",Financials,Financials,-22.0
2026-04-10,IBM,INTERNATIONAL BUSINESS MACHINES ,Information Technology,Information Technology,6.0
2026-04-10,ICE,"INTERCONTINENTAL EXCHANGE, INC.",Financials,Financials,3.0
2026-04-10,ICL,ICL GROUP LTD,,MR Discretion,57.0
2026-04-10,IDXX,"IDEXX LABORATORIES, INC.",Health Care,Health Care,5.0
