Date,Ticker,Ticker_name,Exposure,Category,model_score_qtd_change,current_model_score,previous_model_score
2026-02-13,PSA,PUBLIC STORAGE.,Real Estate,Real Estate,-44.0,-36.0,8.0
2026-02-13,PSKY,PARAMOUNT SKYDANCE ,Communication Services,Communication Services,22.0,25.0,3.0
2026-02-13,PSX,PHILLIPS 66,Energy,Energy,-53.0,-43.0,10.0
2026-02-13,PTC,PTC INC.,Information Technology,Information Technology,-38.0,-43.0,-5.0
2026-02-13,PWR,"QUANTA SERVICES, INC.",Industrials,Industrials,-18.0,-10.0,8.0
2026-02-13,PYPL,"PAYPAL HOLDINGS, INC.",Financials,Financials,11.0,0.0,-11.0
2026-02-13,Q,"QNITY ELECTRONICS, INC.",Information Technology,Information Technology,13.0,-13.0,-26.0
2026-02-13,QAT,ISHARES:MSCI QATAR,,Foreign,-73.0,-41.0,32.0
2026-02-13,QCOM,QUALCOMM INC.,Information Technology,Information Technology,-11.0,-37.0,-26.0
2026-02-13,QQQ,INVESCO QQQ TRUST 1,,Sector & Style ETFs,40.0,2.0,-38.0
2026-02-13,QUAL,ISHARES:MSCI USA QF,,Sector & Style ETFs,-3.0,-34.0,-31.0
2026-02-13,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,Consumer Discretionary,47.0,8.0,-39.0
2026-02-13,REG,REGENCY CENTERS ,Real Estate,Real Estate,-30.0,-35.0,-5.0
2026-02-13,REGN,"REGENERON PHARMACEUTICALS, INC.",Health Care,Health Care,-51.0,-54.0,-3.0
2026-02-13,RF,REGIONS FINANCIAL ,Financials,Financials,67.0,47.0,-20.0
2026-02-13,RIG,TRANSOCEAN LTD,,MR Discretion,-68.0,-17.0,51.0
2026-02-13,RJF,"RAYMOND JAMES FINANCIAL, INC.",Financials,Financials,-2.0,-10.0,-8.0
2026-02-13,RL,RALPH LAUREN ,Consumer Discretionary,Consumer Discretionary,-13.0,38.0,51.0
2026-02-13,RMD,RESMED INC.,Health Care,Health Care,-25.0,31.0,56.0
2026-02-13,ROK,"ROCKWELL AUTOMATION, INC.",Industrials,Industrials,-30.0,-11.0,19.0
2026-02-13,ROKU,"ROKU, INC.",,MR Discretion,101.0,44.0,-57.0
2026-02-13,ROL,"ROLLINS, INC.",Industrials,Industrials,-26.0,-3.0,23.0
2026-02-13,ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,Information Technology,28.0,8.0,-20.0
2026-02-13,ROST,"ROSS STORES, INC.",Consumer Discretionary,Consumer Discretionary,-19.0,-2.0,17.0
2026-02-13,RSG,"REPUBLIC SERVICES, INC.",Industrials,Industrials,-25.0,-30.0,-5.0
2026-02-13,RSP,INVESCO S&P500 EWGHT,,Sector & Style ETFs,28.0,-3.0,-31.0
2026-02-13,RTX,RTX ,Industrials,Industrials,123.0,84.0,-39.0
2026-02-13,RUT,RUSSELL 2000 INDEX,,Indices,40.0,37.0,-3.0
2026-02-13,RVTY,"REVVITY, INC.",Health Care,Health Care,-56.0,-12.0,44.0
2026-02-13,SBAC,SBA COMMUNICATIONS ,Real Estate,Real Estate,50.0,1.0,-49.0
2026-02-13,SBLK,STAR BULK CARRIERS CORP.,,MR Discretion,-81.0,-43.0,38.0
2026-02-13,SBUX,STARBUCKS ,Consumer Discretionary,Consumer Discretionary,2.0,-13.0,-15.0
2026-02-13,SCHP,SCHWAB STR:US TIPS,,Bonds,3.0,-8.0,-11.0
2026-02-13,SCHW,THE CHARLES SCHWAB ,Financials,Financials,39.0,-6.0,-45.0
2026-02-13,SD,"SANDRIDGE ENERGY, INC.",,MR Discretion,-7.0,-30.0,-23.0
2026-02-13,SDY,SPDR S&P DIVIDEND,,Sector & Style ETFs,-36.0,-37.0,-1.0
2026-02-13,SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,Materials,-59.0,-19.0,40.0
2026-02-13,SHY,ISHARES:1-3 TRS BD ETF,Bonds,Bonds,37.0,36.0,-1.0
2026-02-13,SILJ,ETFMG PRIME JR SILVR MNR,,Commodities,6.0,-8.0,-14.0
2026-02-13,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,Consumer Staples,-33.0,-53.0,-20.0
2026-02-13,SLB,SCHLUMBERGER N.V.,Energy,Energy,-10.0,-17.0,-7.0
2026-02-13,SLV,ISHARES:SILVER TRUST,,Commodities,8.0,12.0,4.0
2026-02-13,SM,SM ENERGY COMPANY,,MR Discretion,-62.0,-46.0,16.0
2026-02-13,SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,Information Technology,-30.0,-49.0,-19.0
2026-02-13,SMH,VANECK:SEMICONDUCTOR,,Sector & Style ETFs,60.0,44.0,-16.0
2026-02-13,SNA,SNAP-ON INC.,Industrials,Industrials,19.0,-16.0,-35.0
2026-02-13,SNDK,SANDISK CORPORATION,Information Technology,Information Technology,-6.0,-24.0,-18.0
2026-02-13,SNPS,"SYNOPSYS, INC.",Information Technology,Information Technology,58.0,12.0,-46.0
2026-02-13,SO,THE SOUTHERN COMPANY,Utilities,Utilities,-12.0,-12.0,0.0
2026-02-13,SOLV,SOLVENTUM ,Health Care,Health Care,-15.0,2.0,17.0
2026-02-13,SOYB,TEUCRIUM:SOYBEAN,,Commodities,-99.0,-72.0,27.0
2026-02-13,SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,Real Estate,9.0,-17.0,-26.0
2026-02-13,SPGI,S&P GLOBAL INC.,Financials,Financials,35.0,0.0,-35.0
2026-02-13,SPHB,INVESCO S&P500 HI BE,,Sector & Style ETFs,117.0,65.0,-52.0
2026-02-13,SPLV,INVESCO S&P500 LOWVL,,Sector & Style ETFs,-8.0,-9.0,-1.0
2026-02-13,SPX,S&P 500 INDEX,,Indices,46.0,28.0,-18.0
2026-02-13,SPY,SPDR S&P 500 ETF,,Sector & Style ETFs,-36.0,-32.0,4.0
2026-02-13,SRE,SEMPRA,Utilities,Utilities,-49.0,-2.0,47.0
2026-02-13,STE,STERIS PUBLIC LIMITED COMPANY,Health Care,Health Care,-3.0,54.0,57.0
2026-02-13,STIP,ISHARES:0-5 TIPS BD ETF,Bonds,Bonds,-21.0,15.0,36.0
2026-02-13,STLA,STELLANTIS NV,,MR Discretion,31.0,0.0,-31.0
2026-02-13,STLD,"STEEL DYNAMICS, INC.",Materials,Materials,11.0,10.0,-1.0
2026-02-13,STNG,SCORPIO TANKERS INC.,,MR Discretion,-97.0,-53.0,44.0
2026-02-13,STT,STATE STREET ,Financials,Financials,84.0,28.0,-56.0
2026-02-13,STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,Information Technology,-14.0,-16.0,-2.0
2026-02-13,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,Consumer Staples,22.0,-2.0,-24.0
2026-02-13,SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,Materials,-15.0,-41.0,-26.0
2026-02-13,SWK,"STANLEY BLACK & DECKER, INC.",Industrials,Industrials,-8.0,-28.0,-20.0
2026-02-13,SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,Information Technology,-83.0,-95.0,-12.0
2026-02-13,SYF,SYNCHRONY FINANCIAL,Financials,Financials,69.0,56.0,-13.0
2026-02-13,SYK,STRYKER ,Health Care,Health Care,-60.0,-2.0,58.0
2026-02-13,SYY,SYSCO ,Consumer Staples,Consumer Staples,-53.0,-27.0,26.0
2026-02-13,T,AT&T INC.,Communication Services,Communication Services,-65.0,-43.0,22.0
2026-02-13,TAGS,TEUCRIUM:AGRICULTURAL,,Commodities,-47.0,-48.0,-1.0
2026-02-13,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,Consumer Staples,-9.0,-12.0,-3.0
2026-02-13,TDG,TRANSDIGM GROUP INC.,Industrials,Industrials,-13.0,0.0,13.0
2026-02-13,TDW,TIDEWATER INC.,,MR Discretion,-83.0,-54.0,29.0
2026-02-13,TDY,TELEDYNE TECHNOLOGIES INC.,Information Technology,Information Technology,-22.0,-17.0,5.0
2026-02-13,TECH,BIO-TECHNE ,Health Care,Health Care,-29.0,11.0,40.0
2026-02-13,TECK,TECK RESOURCES LIMITED,,MR Discretion,64.0,3.0,-61.0
2026-02-13,TEL,TE CONNECTIVITY LTD,Information Technology,Information Technology,-10.0,-2.0,8.0
2026-02-13,TER,"TERADYNE, INC.",Information Technology,Information Technology,-10.0,-6.0,4.0
2026-02-13,TFC,TRUIST FINANCIAL ,Financials,Financials,94.0,28.0,-66.0
2026-02-13,TGT,TARGET ,Consumer Staples,Consumer Staples,41.0,-12.0,-53.0
2026-02-13,THD,ISHARES:MSCI THAI,,Foreign,-49.0,-30.0,19.0
2026-02-13,TIP,ISHARES:TIPS BD ETF,Bonds,Bonds,-65.0,-19.0,46.0
2026-02-13,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,68.0,54.0,-14.0
2026-02-13,TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,Communication Services,30.0,39.0,9.0
2026-02-13,TLT,ISHARES:20+ TRS BD ETF,Bonds,Bonds,-63.0,-12.0,51.0
2026-02-13,TMO,THERMO FISHER SCIENTIFIC INC.,Health Care,Health Care,-35.0,-13.0,22.0
2026-02-13,TMUS,"T-MOBILE US, INC.",Communication Services,Communication Services,-38.0,-43.0,-5.0
2026-02-13,TNX,10 Y TSY YLD NDX,Yields,Yields,33.0,-15.0,-48.0
2026-02-13,TPL,TEXAS PACIFIC LAND ,Energy,Energy,-5.0,-20.0,-15.0
2026-02-13,TPR,"TAPESTRY, INC.",Consumer Discretionary,Consumer Discretionary,23.0,3.0,-20.0
2026-02-13,TRGP,TARGA RESOURCES CORP.,Energy,Energy,15.0,-36.0,-51.0
2026-02-13,TRMB,TRIMBLE INC.,Information Technology,Information Technology,-13.0,-7.0,6.0
2026-02-13,TROW,"T. ROWE PRICE GROUP, INC.",Financials,Financials,28.0,44.0,16.0
2026-02-13,TRV,"THE TRAVELERS COMPANIES, INC.",Financials,Financials,-51.0,-56.0,-5.0
2026-02-13,TS,TENARIS SA,,MR Discretion,-38.0,-17.0,21.0
2026-02-13,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,Consumer Discretionary,-155.0,-79.0,76.0
2026-02-13,TSLA,"TESLA, INC.",Consumer Discretionary,Consumer Discretionary,46.0,41.0,-5.0
2026-02-13,TSN,"TYSON FOODS, INC.",Consumer Staples,Consumer Staples,1.0,-2.0,-3.0
2026-02-13,TT,TRANE TECHNOLOGIES PLC,Industrials,Industrials,-88.0,-43.0,45.0
2026-02-13,TTD,"THE TRADE DESK, INC.",Communication Services,Communication Services,-8.0,-23.0,-15.0
2026-02-13,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,Communication Services,20.0,0.0,-20.0
2026-02-13,TUR,ISHARES:MSCI TURKEY,,Foreign,8.0,-2.0,-10.0
2026-02-13,TXN,TEXAS INSTRUMENTS INC.,Information Technology,Information Technology,10.0,-21.0,-31.0
2026-02-13,TXT,TEXTRON INC.,Industrials,Industrials,43.0,-11.0,-54.0
2026-02-13,TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,Information Technology,-12.0,-29.0,-17.0
2026-02-13,TYX,30 Y TSY YLD NDX,Yields,Yields,56.0,8.0,-48.0
2026-02-13,UAL,"UNITED AIRLINES HOLDINGS, INC.",Industrials,Industrials,55.0,42.0,-13.0
2026-02-13,UBER,"UBER TECHNOLOGIES, INC.",Industrials,Industrials,-47.0,-0.0,47.0
2026-02-13,UDR,"UDR, INC.",Real Estate,Real Estate,-18.0,-37.0,-19.0
2026-02-13,UHS,"UNIVERSAL HEALTH SERVICES, INC.",Health Care,Health Care,-23.0,-41.0,-18.0
2026-02-13,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,Consumer Discretionary,105.0,47.0,-58.0
2026-02-13,UNG,UNITED STATES NAT GAS,Energy Complex,Commodities,-47.0,-10.0,37.0
2026-02-13,UNH,UNITEDHEALTH GROUP INC.,Health Care,Health Care,15.0,-5.0,-20.0
2026-02-13,UNP,UNION PACIFIC ,Industrials,Industrials,-40.0,-60.0,-20.0
2026-02-13,UPS,"UNITED PARCEL SERVICE, INC.",Industrials,Industrials,9.0,-32.0,-41.0
2026-02-13,URA,GLBL X URANIUM ETF,,Commodities,56.0,37.0,-19.0
2026-02-13,URI,"UNITED RENTALS, INC.",Industrials,Industrials,21.0,16.0,-5.0
2026-02-13,URNM,SPROTT URANIUM MINERS,,MR Discretion,10.0,55.0,45.0
2026-02-13,USB,U.S. BANCORP,Financials,Financials,68.0,45.0,-23.0
2026-02-13,USO,UNITED STATES OIL FUND,Energy Complex,Commodities,1.0,21.0,20.0
2026-02-13,UUP,INVESCO DB USD IDX BL,,Currencies,8.0,8.0,0.0
2026-02-13,V,VISA INC.,Financials,Financials,99.0,25.0,-74.0
2026-02-13,VAL,VALARIS LIMITED,,MR Discretion,-38.0,-11.0,27.0
2026-02-13,VICI,VICI PROPERTIES INC.,Real Estate,Real Estate,28.0,6.0,-22.0
2026-02-13,VIX,CBOE MKT VOLATILITY IDX,,Volatility,-25.0,-25.0,0.0
2026-02-13,VLO,VALERO ENERGY ,Energy,Energy,-68.0,-41.0,27.0
2026-02-13,VLTO,VERALTO ,Industrials,Industrials,19.0,-2.0,-21.0
2026-02-13,VMC,VULCAN MATERIALS COMPANY,Materials,Materials,-57.0,-43.0,14.0
2026-02-13,VNM,VANECK:VIETNAM,,Foreign,43.0,71.0,28.0
2026-02-13,VRSK,"VERISK ANALYTICS, INC.",Industrials,Industrials,10.0,0.0,-10.0
2026-02-13,VRSN,"VERISIGN, INC.",Information Technology,Information Technology,-28.0,0.0,28.0
2026-02-13,VRTX,VERTEX PHARMACEUTICALS INC.,Health Care,Health Care,-2.0,-56.0,-54.0
2026-02-13,VST,VISTRA CORP.,Utilities,Utilities,-24.0,-31.0,-7.0
2026-02-13,VTR,"VENTAS, INC.",Real Estate,Real Estate,7.0,-2.0,-9.0
2026-02-13,VTRS,VIATRIS INC.,Health Care,Health Care,7.0,-30.0,-37.0
2026-02-13,VXN,CBOE NASDAQ MKT VOL NDX,,Volatility,-66.0,-35.0,31.0
2026-02-13,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,Communication Services,-29.0,-17.0,12.0
2026-02-13,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES ,Industrials,Industrials,27.0,-20.0,-47.0
2026-02-13,WAT,WATERS ,Health Care,Health Care,-37.0,-29.0,8.0
2026-02-13,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,Communication Services,87.0,52.0,-35.0
2026-02-13,WDAY,"WORKDAY, INC.",Information Technology,Information Technology,30.0,-5.0,-35.0
2026-02-13,WDC,WESTERN DIGITAL ,Information Technology,Information Technology,-23.0,-25.0,-2.0
2026-02-13,WEAT,TEUCRIUM:WHEAT,,Commodities,-64.0,-37.0,27.0
2026-02-13,WEC,"WEC ENERGY GROUP, INC.",Utilities,Utilities,-44.0,-2.0,42.0
2026-02-13,WELL,WELLTOWER INC.,Real Estate,Real Estate,-11.0,1.0,12.0
2026-02-13,WFC,WELLS FARGO & COMPANY,Financials,Financials,79.0,62.0,-17.0
2026-02-13,WM,"WASTE MANAGEMENT, INC.",Industrials,Industrials,-16.0,-35.0,-19.0
2026-02-13,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,Energy,-30.0,-26.0,4.0
2026-02-13,WMT,WALMART INC.,Consumer Staples,Consumer Staples,-28.0,-2.0,26.0
2026-02-13,WRB,W. R. BERKLEY ,Financials,Financials,-6.0,20.0,26.0
2026-02-13,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,Consumer Discretionary,35.0,10.0,-25.0
2026-02-13,WST,"WEST PHARMACEUTICAL SERVICES, INC.",Health Care,Health Care,47.0,21.0,-26.0
2026-02-13,WTW,WILLIS TOWERS WATSON,Financials,Financials,32.0,0.0,-32.0
2026-02-13,WY,WEYERHAEUSER COMPANY,Real Estate,Real Estate,37.0,-6.0,-43.0
2026-02-13,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,Consumer Discretionary,-36.0,-13.0,23.0
2026-02-13,XEL,XCEL ENERGY INC.,Utilities,Utilities,-41.0,-17.0,24.0
2026-02-13,XES,SPDR S&P OIL&GAS E&S,,MR Discretion,-41.0,-30.0,11.0
2026-02-13,XLB,SEL SECTOR:MATRLS SPDR,,Sector & Style ETFs,-28.0,-14.0,14.0
2026-02-13,XLC,SEL SECTOR:COMM SVC SPDR,,Sector & Style ETFs,56.0,46.0,-10.0
2026-02-13,XLE,SEL SECTOR:ENERGY SPDR,,Sector & Style ETFs,-109.0,-54.0,55.0
2026-02-13,XLF,SEL SECTOR:FINL S SPDR,,Sector & Style ETFs,52.0,28.0,-24.0
2026-02-13,XLI,SEL SECTOR:INDUST SPDR,,Sector & Style ETFs,-43.0,-53.0,-10.0
2026-02-13,XLK,SEL SECTOR:TECH SPDR,,Sector & Style ETFs,63.0,47.0,-16.0
2026-02-13,XLP,SEL SECTOR:C STP SPDR,,Sector & Style ETFs,-58.0,-22.0,36.0
2026-02-13,XLRE,SEL SECTOR:RL EST SPDR,,Sector & Style ETFs,-18.0,-14.0,4.0
2026-02-13,XLU,SEL SECTOR:UTIL SPDR,,Sector & Style ETFs,-50.0,-17.0,33.0
2026-02-13,XLV,SEL SECTOR:H CARE SPDR,,Sector & Style ETFs,-20.0,-3.0,17.0
2026-02-13,XLY,SEL SECTOR:C DSC SPDR,,Sector & Style ETFs,45.0,19.0,-26.0
2026-02-13,XOM,EXXON MOBIL ,Energy,Energy,14.0,-6.0,-20.0
2026-02-13,XOP,SPDR S&P OIL&GAS EXP,,MR Discretion,-110.0,-102.0,8.0
2026-02-13,XYL,XYLEM INC.,Industrials,Industrials,-38.0,2.0,40.0
2026-02-13,XYZ,"BLOCK, INC.",Financials,Financials,29.0,11.0,-18.0
2026-02-13,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,Consumer Discretionary,22.0,6.0,-16.0
2026-02-13,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",Health Care,Health Care,-66.0,-9.0,57.0
2026-02-13,ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,Information Technology,-14.0,-20.0,-6.0
2026-02-13,ZTS,ZOETIS INC.,Health Care,Health Care,-26.0,-28.0,-2.0
