Date,Ticker,monthly_volume,monthly_volume_avg,monthly_volume_hi,monthly_volume_lo
2025-08-01,AEE,29.7,35.6,40.8,30.5
2025-09-01,AEE,29.7,35.6,40.8,30.5
2025-10-01,AEE,39.3,35.6,40.8,30.5
2025-11-01,AEE,31.1,35.6,40.8,30.5
2025-12-01,AEE,43.2,35.6,40.8,30.5
2026-01-01,AEE,29.3,35.6,40.8,30.5
2026-02-01,AEE,40.1,35.6,40.8,30.5
2026-03-01,AEE,39.2,35.6,40.8,30.5
2026-04-01,AEE,28.2,35.6,40.8,30.5
2025-03-01,AEP,110.1,73.0,89.1,57.0
2025-04-01,AEP,88.7,73.0,89.1,57.0
2025-05-01,AEP,67.9,73.0,89.1,57.0
2025-06-01,AEP,51.3,73.0,89.1,57.0
2025-07-01,AEP,69.7,73.0,89.1,57.0
2025-08-01,AEP,69.3,73.0,89.1,57.0
2025-09-01,AEP,66.0,73.0,89.1,57.0
2025-10-01,AEP,84.2,73.0,89.1,57.0
2025-11-01,AEP,70.0,73.0,89.1,57.0
2025-12-01,AEP,71.9,73.0,89.1,57.0
2026-01-01,AEP,65.0,73.0,89.1,57.0
2026-02-01,AEP,69.8,73.0,89.1,57.0
2026-03-01,AEP,89.8,73.0,89.1,57.0
2026-04-01,AEP,42.2,73.0,89.1,57.0
2025-03-01,AES,305.6,264.2,362.1,166.4
2025-04-01,AES,298.2,264.2,362.1,166.4
2025-05-01,AES,411.4,264.2,362.1,166.4
2025-06-01,AES,310.0,264.2,362.1,166.4
2025-07-01,AES,391.3,264.2,362.1,166.4
2025-08-01,AES,177.2,264.2,362.1,166.4
2025-09-01,AES,196.0,264.2,362.1,166.4
2025-10-01,AES,281.5,264.2,362.1,166.4
2025-11-01,AES,160.8,264.2,362.1,166.4
2025-12-01,AES,150.1,264.2,362.1,166.4
2026-01-01,AES,184.9,264.2,362.1,166.4
2026-02-01,AES,201.1,264.2,362.1,166.4
2026-03-01,AES,439.3,264.2,362.1,166.4
2026-04-01,AES,153.5,264.2,362.1,166.4
2025-03-01,AFL,43.1,47.9,54.6,41.3
2025-04-01,AFL,45.6,47.9,54.6,41.3
2025-05-01,AFL,42.9,47.9,54.6,41.3
2025-06-01,AFL,55.7,47.9,54.6,41.3
2025-07-01,AFL,46.3,47.9,54.6,41.3
2025-08-01,AFL,57.1,47.9,54.6,41.3
2025-09-01,AFL,53.9,47.9,54.6,41.3
2025-10-01,AFL,39.4,47.9,54.6,41.3
2025-11-01,AFL,46.7,47.9,54.6,41.3
2025-12-01,AFL,53.3,47.9,54.6,41.3
2026-01-01,AFL,45.2,47.9,54.6,41.3
2026-02-01,AFL,45.8,47.9,54.6,41.3
2026-03-01,AFL,58.8,47.9,54.6,41.3
2026-04-01,AFL,36.2,47.9,54.6,41.3
2025-03-01,AIG,131.7,94.8,112.5,77.2
2025-04-01,AIG,104.1,94.8,112.5,77.2
2025-05-01,AIG,77.3,94.8,112.5,77.2
2025-06-01,AIG,87.6,94.8,112.5,77.2
2025-07-01,AIG,93.3,94.8,112.5,77.2
2025-08-01,AIG,80.0,94.8,112.5,77.2
2025-09-01,AIG,108.4,94.8,112.5,77.2
2025-10-01,AIG,90.6,94.8,112.5,77.2
2025-11-01,AIG,80.7,94.8,112.5,77.2
2025-12-01,AIG,107.5,94.8,112.5,77.2
2026-01-01,AIG,119.5,94.8,112.5,77.2
2026-02-01,AIG,80.4,94.8,112.5,77.2
2026-03-01,AIG,98.6,94.8,112.5,77.2
2026-04-01,AIG,62.6,94.8,112.5,77.2
2025-03-01,AIZ,9.8,8.7,11.4,5.9
2025-04-01,AIZ,10.2,8.7,11.4,5.9
2025-05-01,AIZ,16.8,8.7,11.4,5.9
2025-06-01,AIZ,8.8,8.7,11.4,5.9
2025-07-01,AIZ,8.1,8.7,11.4,5.9
2025-08-01,AIZ,10.0,8.7,11.4,5.9
2025-09-01,AIZ,7.5,8.7,11.4,5.9
2025-10-01,AIZ,6.6,8.7,11.4,5.9
2025-11-01,AIZ,5.4,8.7,11.4,5.9
2025-12-01,AIZ,7.3,8.7,11.4,5.9
2026-01-01,AIZ,6.4,8.7,11.4,5.9
2026-02-01,AIZ,10.2,8.7,11.4,5.9
2026-03-01,AIZ,8.0,8.7,11.4,5.9
2026-04-01,AIZ,5.9,8.7,11.4,5.9
2025-03-01,AJG,34.7,36.1,44.9,27.3
2025-04-01,AJG,34.6,36.1,44.9,27.3
2025-05-01,AJG,24.4,36.1,44.9,27.3
2025-06-01,AJG,31.0,36.1,44.9,27.3
2025-07-01,AJG,30.0,36.1,44.9,27.3
2025-08-01,AJG,32.4,36.1,44.9,27.3
2025-09-01,AJG,29.8,36.1,44.9,27.3
2025-10-01,AJG,38.0,36.1,44.9,27.3
2025-11-01,AJG,32.3,36.1,44.9,27.3
2025-12-01,AJG,35.4,36.1,44.9,27.3
2026-01-01,AJG,41.1,36.1,44.9,27.3
2026-02-01,AJG,59.2,36.1,44.9,27.3
2026-03-01,AJG,51.9,36.1,44.9,27.3
2026-04-01,AJG,31.3,36.1,44.9,27.3
2025-03-01,AKAM,55.4,61.1,85.3,36.9
2025-04-01,AKAM,39.4,61.1,85.3,36.9
2025-05-01,AKAM,66.5,61.1,85.3,36.9
2025-06-01,AKAM,50.7,61.1,85.3,36.9
2025-07-01,AKAM,29.3,61.1,85.3,36.9
2025-08-01,AKAM,47.7,61.1,85.3,36.9
2025-09-01,AKAM,39.6,61.1,85.3,36.9
2025-10-01,AKAM,35.1,61.1,85.3,36.9
2025-11-01,AKAM,89.7,61.1,85.3,36.9
2025-12-01,AKAM,50.0,61.1,85.3,36.9
2026-01-01,AKAM,70.1,61.1,85.3,36.9
2026-02-01,AKAM,98.3,61.1,85.3,36.9
2026-03-01,AKAM,105.8,61.1,85.3,36.9
2026-04-01,AKAM,89.4,61.1,85.3,36.9
2025-03-01,ALB,55.1,72.0,91.6,52.5
2025-04-01,ALB,88.2,72.0,91.6,52.5
2025-05-01,ALB,74.2,72.0,91.6,52.5
2025-06-01,ALB,66.5,72.0,91.6,52.5
2025-07-01,ALB,117.3,72.0,91.6,52.5
2025-08-01,ALB,86.2,72.0,91.6,52.5
2025-09-01,ALB,83.6,72.0,91.6,52.5
2025-10-01,ALB,75.9,72.0,91.6,52.5
2025-11-01,ALB,78.9,72.0,91.6,52.5
2025-12-01,ALB,65.4,72.0,91.6,52.5
2026-01-01,ALB,75.4,72.0,91.6,52.5
2026-02-01,ALB,52.1,72.0,91.6,52.5
2026-03-01,ALB,47.1,72.0,91.6,52.5
2026-04-01,ALB,37.0,72.0,91.6,52.5
2025-03-01,ALGN,27.9,27.1,33.5,20.7
2025-04-01,ALGN,30.1,27.1,33.5,20.7
2025-05-01,ALGN,21.1,27.1,33.5,20.7
2025-06-01,ALGN,16.5,27.1,33.5,20.7
2025-07-01,ALGN,33.9,27.1,33.5,20.7
2025-08-01,ALGN,39.1,27.1,33.5,20.7
2025-09-01,ALGN,26.8,27.1,33.5,20.7
2025-10-01,ALGN,31.2,27.1,33.5,20.7
2025-11-01,ALGN,28.2,27.1,33.5,20.7
2025-12-01,ALGN,27.1,27.1,33.5,20.7
2026-01-01,ALGN,17.5,27.1,33.5,20.7
2026-02-01,ALGN,28.7,27.1,33.5,20.7
2026-03-01,ALGN,31.3,27.1,33.5,20.7
2026-04-01,ALGN,17.4,27.1,33.5,20.7
2025-03-01,ALL,44.0,33.0,38.7,27.4
2025-04-01,ALL,40.5,33.0,38.7,27.4
2025-05-01,ALL,27.0,33.0,38.7,27.4
2025-06-01,ALL,35.6,33.0,38.7,27.4
2025-07-01,ALL,36.4,33.0,38.7,27.4
2025-08-01,ALL,26.9,33.0,38.7,27.4
2025-09-01,ALL,30.6,33.0,38.7,27.4
2025-10-01,ALL,29.3,33.0,38.7,27.4
2025-11-01,ALL,29.5,33.0,38.7,27.4
2025-12-01,ALL,34.0,33.0,38.7,27.4
2026-01-01,ALL,37.5,33.0,38.7,27.4
2026-02-01,ALL,35.9,33.0,38.7,27.4
2026-03-01,ALL,32.6,33.0,38.7,27.4
2026-04-01,ALL,22.3,33.0,38.7,27.4
2025-03-01,ALLE,23.4,19.3,22.2,16.4
2025-04-01,ALLE,25.9,19.3,22.2,16.4
2025-05-01,ALLE,18.0,19.3,22.2,16.4
2025-06-01,ALLE,18.0,19.3,22.2,16.4
2025-07-01,ALLE,23.1,19.3,22.2,16.4
2025-08-01,ALLE,17.4,19.3,22.2,16.4
2025-09-01,ALLE,19.1,19.3,22.2,16.4
2025-10-01,ALLE,19.2,19.3,22.2,16.4
2025-11-01,ALLE,14.3,19.3,22.2,16.4
2025-12-01,ALLE,18.4,19.3,22.2,16.4
2026-01-01,ALLE,17.6,19.3,22.2,16.4
2026-02-01,ALLE,18.5,19.3,22.2,16.4
2026-03-01,ALLE,20.0,19.3,22.2,16.4
2026-04-01,ALLE,16.4,19.3,22.2,16.4
2025-03-01,AMAT,143.7,157.5,182.8,132.3
2025-04-01,AMAT,203.0,157.5,182.8,132.3
2025-05-01,AMAT,159.6,157.5,182.8,132.3
2025-06-01,AMAT,138.9,157.5,182.8,132.3
2025-07-01,AMAT,136.5,157.5,182.8,132.3
2025-08-01,AMAT,171.9,157.5,182.8,132.3
2025-09-01,AMAT,186.6,157.5,182.8,132.3
2025-10-01,AMAT,181.5,157.5,182.8,132.3
2025-11-01,AMAT,161.5,157.5,182.8,132.3
2025-12-01,AMAT,138.7,157.5,182.8,132.3
2026-01-01,AMAT,157.2,157.5,182.8,132.3
2026-02-01,AMAT,167.3,157.5,182.8,132.3
2026-03-01,AMAT,158.3,157.5,182.8,132.3
2026-04-01,AMAT,94.5,157.5,182.8,132.3
2025-03-01,AMCR,115.1,118.3,157.0,79.7
2025-04-01,AMCR,226.4,118.3,157.0,79.7
2025-05-01,AMCR,138.3,118.3,157.0,79.7
2025-06-01,AMCR,110.6,118.3,157.0,79.7
2025-07-01,AMCR,93.8,118.3,157.0,79.7
2025-08-01,AMCR,115.9,118.3,157.0,79.7
2025-09-01,AMCR,98.5,118.3,157.0,79.7
2025-10-01,AMCR,98.3,118.3,157.0,79.7
2025-11-01,AMCR,103.5,118.3,157.0,79.7
2025-12-01,AMCR,75.8,118.3,157.0,79.7
2026-01-01,AMCR,117.8,118.3,157.0,79.7
2026-02-01,AMCR,118.7,118.3,157.0,79.7
2026-03-01,AMCR,169.9,118.3,157.0,79.7
2026-04-01,AMCR,70.0,118.3,157.0,79.7
2025-03-01,AMD,721.3,974.3,1272.8,675.7
2025-04-01,AMD,936.4,974.3,1272.8,675.7
2025-05-01,AMD,910.1,974.3,1272.8,675.7
2025-06-01,AMD,1075.8,974.3,1272.8,675.7
2025-07-01,AMD,1186.3,974.3,1272.8,675.7
2025-08-01,AMD,1305.8,974.3,1272.8,675.7
2025-09-01,AMD,915.6,974.3,1272.8,675.7
2025-10-01,AMD,1759.7,974.3,1272.8,675.7
2025-11-01,AMD,1050.8,974.3,1272.8,675.7
2025-12-01,AMD,600.0,974.3,1272.8,675.7
2026-01-01,AMD,759.7,974.3,1272.8,675.7
2026-02-01,AMD,821.1,974.3,1272.8,675.7
2026-03-01,AMD,791.5,974.3,1272.8,675.7
2026-04-01,AMD,709.9,974.3,1272.8,675.7
2025-03-01,AME,28.0,28.1,32.4,23.8
2025-04-01,AME,34.9,28.1,32.4,23.8
2025-05-01,AME,26.5,28.1,32.4,23.8
2025-06-01,AME,27.7,28.1,32.4,23.8
2025-07-01,AME,31.3,28.1,32.4,23.8
2025-08-01,AME,25.4,28.1,32.4,23.8
2025-09-01,AME,24.4,28.1,32.4,23.8
2025-10-01,AME,31.1,28.1,32.4,23.8
2025-11-01,AME,27.3,28.1,32.4,23.8
2025-12-01,AME,30.0,28.1,32.4,23.8
2026-01-01,AME,25.1,28.1,32.4,23.8
2026-02-01,AME,27.2,28.1,32.4,23.8
2026-03-01,AME,34.7,28.1,32.4,23.8
2026-04-01,AME,17.2,28.1,32.4,23.8
2025-03-01,AMGN,64.2,56.1,64.6,47.6
2025-04-01,AMGN,66.5,56.1,64.6,47.6
2025-05-01,AMGN,66.6,56.1,64.6,47.6
2025-06-01,AMGN,56.6,56.1,64.6,47.6
2025-07-01,AMGN,41.5,56.1,64.6,47.6
2025-08-01,AMGN,43.2,56.1,64.6,47.6
2025-09-01,AMGN,56.4,56.1,64.6,47.6
2025-10-01,AMGN,49.2,56.1,64.6,47.6
2025-11-01,AMGN,58.4,56.1,64.6,47.6
2025-12-01,AMGN,64.3,56.1,64.6,47.6
2026-01-01,AMGN,55.0,56.1,64.6,47.6
2026-02-01,AMGN,57.9,56.1,64.6,47.6
2026-03-01,AMGN,62.3,56.1,64.6,47.6
2026-04-01,AMGN,43.2,56.1,64.6,47.6
2025-03-01,AMP,11.9,12.0,14.1,9.8
2025-04-01,AMP,12.9,12.0,14.1,9.8
2025-05-01,AMP,9.4,12.0,14.1,9.8
2025-06-01,AMP,9.7,12.0,14.1,9.8
2025-07-01,AMP,9.7,12.0,14.1,9.8
2025-08-01,AMP,8.2,12.0,14.1,9.8
2025-09-01,AMP,11.7,12.0,14.1,9.8
2025-10-01,AMP,13.1,12.0,14.1,9.8
2025-11-01,AMP,11.9,12.0,14.1,9.8
2025-12-01,AMP,13.4,12.0,14.1,9.8
2026-01-01,AMP,11.8,12.0,14.1,9.8
2026-02-01,AMP,15.3,12.0,14.1,9.8
2026-03-01,AMP,16.0,12.0,14.1,9.8
2026-04-01,AMP,12.9,12.0,14.1,9.8
2025-03-01,AMT,62.4,61.8,73.2,50.3
2025-04-01,AMT,82.9,61.8,73.2,50.3
2025-05-01,AMT,57.1,61.8,73.2,50.3
2025-06-01,AMT,42.5,61.8,73.2,50.3
2025-07-01,AMT,43.7,61.8,73.2,50.3
2025-08-01,AMT,49.8,61.8,73.2,50.3
2025-09-01,AMT,70.0,61.8,73.2,50.3
2025-10-01,AMT,67.4,61.8,73.2,50.3
2025-11-01,AMT,56.0,61.8,73.2,50.3
2025-12-01,AMT,73.3,61.8,73.2,50.3
2026-01-01,AMT,64.6,61.8,73.2,50.3
2026-02-01,AMT,62.4,61.8,73.2,50.3
2026-03-01,AMT,75.2,61.8,73.2,50.3
2026-04-01,AMT,54.4,61.8,73.2,50.3
2025-03-01,AMZN,966.7,976.0,1139.3,812.7
2025-04-01,AMZN,1313.1,976.0,1139.3,812.7
2025-05-01,AMZN,937.3,976.0,1139.3,812.7
2025-06-01,AMZN,870.7,976.0,1139.3,812.7
2025-07-01,AMZN,856.0,976.0,1139.3,812.7
2025-08-01,AMZN,877.7,976.0,1139.3,812.7
2025-09-01,AMZN,965.1,976.0,1139.3,812.7
2025-10-01,AMZN,1196.9,976.0,1139.3,812.7
2025-11-01,AMZN,902.3,976.0,1139.3,812.7
2025-12-01,AMZN,788.0,976.0,1139.3,812.7
2026-01-01,AMZN,842.1,976.0,1139.3,812.7
2026-02-01,AMZN,1263.3,976.0,1139.3,812.7
2026-03-01,AMZN,1055.1,976.0,1139.3,812.7
2026-04-01,AMZN,813.0,976.0,1139.3,812.7
2025-03-01,ANET,229.8,186.7,223.2,150.1
2025-04-01,ANET,264.7,186.7,223.2,150.1
2025-05-01,ANET,214.3,186.7,223.2,150.1
2025-06-01,ANET,207.5,186.7,223.2,150.1
2025-07-01,ANET,187.4,186.7,223.2,150.1
2025-08-01,ANET,193.1,186.7,223.2,150.1
2025-09-01,ANET,199.3,186.7,223.2,150.1
2025-10-01,ANET,179.5,186.7,223.2,150.1
2025-11-01,ANET,189.6,186.7,223.2,150.1
2025-12-01,ANET,125.8,186.7,223.2,150.1
2026-01-01,ANET,165.8,186.7,223.2,150.1
2026-02-01,ANET,179.0,186.7,223.2,150.1
2026-03-01,ANET,150.1,186.7,223.2,150.1
2026-04-01,ANET,126.5,186.7,223.2,150.1
2025-03-01,AON,27.8,27.6,32.6,22.5
2025-04-01,AON,39.1,27.6,32.6,22.5
2025-05-01,AON,24.5,27.6,32.6,22.5
2025-06-01,AON,27.9,27.6,32.6,22.5
2025-07-01,AON,29.8,27.6,32.6,22.5
2025-08-01,AON,26.7,27.6,32.6,22.5
2025-09-01,AON,26.4,27.6,32.6,22.5
2025-10-01,AON,27.7,27.6,32.6,22.5
2025-11-01,AON,22.5,27.6,32.6,22.5
2025-12-01,AON,19.8,27.6,32.6,22.5
2026-01-01,AON,24.0,27.6,32.6,22.5
2026-02-01,AON,35.3,27.6,32.6,22.5
2026-03-01,AON,32.0,27.6,32.6,22.5
2026-04-01,AON,22.2,27.6,32.6,22.5
2025-03-01,AOS,29.7,29.5,35.1,24.0
2025-04-01,AOS,36.8,29.5,35.1,24.0
2025-05-01,AOS,38.5,29.5,35.1,24.0
2025-06-01,AOS,32.5,29.5,35.1,24.0
2025-07-01,AOS,36.9,29.5,35.1,24.0
2025-08-01,AOS,21.1,29.5,35.1,24.0
2025-09-01,AOS,21.6,29.5,35.1,24.0
2025-10-01,AOS,29.0,29.5,35.1,24.0
2025-11-01,AOS,25.2,29.5,35.1,24.0
2025-12-01,AOS,26.1,29.5,35.1,24.0
2026-01-01,AOS,29.1,29.5,35.1,24.0
2026-02-01,AOS,24.9,29.5,35.1,24.0
2026-03-01,AOS,35.0,29.5,35.1,24.0
2026-04-01,AOS,25.6,29.5,35.1,24.0
2025-03-01,APA,162.0,160.6,196.9,124.4
2025-04-01,APA,225.6,160.6,196.9,124.4
2025-05-01,APA,158.9,160.6,196.9,124.4
2025-06-01,APA,176.3,160.6,196.9,124.4
2025-07-01,APA,133.7,160.6,196.9,124.4
2025-08-01,APA,154.0,160.6,196.9,124.4
2025-09-01,APA,159.7,160.6,196.9,124.4
2025-10-01,APA,162.1,160.6,196.9,124.4
2025-11-01,APA,143.6,160.6,196.9,124.4
2025-12-01,APA,113.9,160.6,196.9,124.4
2026-01-01,APA,126.6,160.6,196.9,124.4
2026-02-01,APA,134.7,160.6,196.9,124.4
2026-03-01,APA,249.4,160.6,196.9,124.4
2026-04-01,APA,140.5,160.6,196.9,124.4
2025-03-01,APD,26.0,26.9,33.2,20.7
2025-04-01,APD,28.7,26.9,33.2,20.7
2025-05-01,APD,26.3,26.9,33.2,20.7
2025-06-01,APD,25.8,26.9,33.2,20.7
